sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,77707,48834,28766,0.0,0.0,78838,49829,28337,0.0,0.0,0.5,1.0,6.0,3.0
2,77112,48381,30307,0.0,0.0,79509,50272,28658,0.0,0.0,0.5,1.0,6.0,3.0
3,78471,49083,30832,0.0,0.0,80213,51016,27700,0.0,0.0,0.5,1.0,6.0,3.0
4,80149,50137,29058,0.0,0.0,79288,50654,26348,0.0,0.0,0.5,1.0,6.0,3.0
5,79736,50253,27403,0.0,0.0,77626,49944,28340,0.0,0.0,0.5,1.0,6.0,3.0
6,77457,49186,28809,0.0,0.0,78273,50199,28895,0.0,0.0,0.5,1.0,6.0,3.0
7,77106,49054,29409,0.0,0.0,79481,50619,28020,0.0,0.0,0.5,1.0,6.0,3.0
8,77609,49157,30348,0.0,0.0,79538,50629,27360,0.0,0.0,0.5,1.0,6.0,3.0
9,79169,49761,30273,0.0,0.0,78776,50387,28568,0.0,0.0,0.5,1.0,6.0,3.0
10,79865,50063,28075,0.0,0.0,79250,50698,27294,0.0,0.0,0.5,1.0,6.0,3.0
11,78252,49509,28887,0.0,0.0,78392,50248,28214,0.0,0.0,0.5,1.0,6.0,3.0
12,95187,49201,28737,0.184447,0.0808018,79281,50597,29356,0.00423809,0.0,0.5,1.0,6.0,3.0
13,101202,46734,30118,0.270429,0.158576,80929,51188,26654,0.00873605,0.00341412,0.5,1.0,6.0,3.0
14,98305,42923,34255,0.299964,0.225544,79181,50430,27615,0.0102234,0.00829259,0.5,1.0,6.0,3.0
15,96670,38909,37639,0.330858,0.276827,78476,49909,27981,0.0117998,0.0146707,0.5,1.0,6.0,3.0
16,96024,34734,40763,0.363737,0.321468,77964,49314,28984,0.0139808,0.0181479,0.5,1.0,6.0,3.0
17,95391,30859,42713,0.393617,0.351755,78948,49513,30033,0.0156749,0.0250225,0.5,1.0,6.0,3.0
18,94224,27118,43283,0.422483,0.365767,80285,49759,28378,0.0189139,0.027997,0.5,1.0,6.0,3.0
19,92527,23970,43034,0.446718,0.375912,79725,49411,29605,0.0207024,0.0316838,0.5,1.0,6.0,3.0
20,90668,21563,42386,0.464988,0.387309,79861,49372,29882,0.0222073,0.0360083,0.5,1.0,6.0,3.0
21,88241,19440,40323,0.482009,0.390584,79958,49232,29356,0.0238062,0.0370963,0.5,1.0,6.0,3.0
22,85098,17408,39495,0.499354,0.392948,79714,48962,29610,0.0247134,0.0420466,0.5,1.0,6.0,3.0
23,82269,16182,37715,0.508977,0.402307,79473,48674,29417,0.0261661,0.0445831,0.5,1.0,6.0,3.0
24,79351,14732,35622,0.523812,0.405213,79014,48331,30736,0.0271851,0.0474037,0.5,1.0,6.0,3.0
25,76107,13337,33929,0.538702,0.408839,79749,48368,30635,0.0284204,0.0469071,0.5,1.0,6.0,3.0
26,72924,12179,32533,0.551896,0.41461,80110,48530,30574,0.028929,0.0501406,0.5,1.0,6.0,3.0
27,70579,11189,30225,0.566103,0.414673,80144,48598,30846,0.0292286,0.0497471,0.5,1.0,6.0,3.0
28,67403,10244,28515,0.580034,0.418324,80715,48880,29585,0.0303289,0.0519351,0.5,1.0,6.0,3.0
29,64882,9314,26769,0.594726,0.420897,79592,48298,30281,0.0306438,0.0520128,0.5,1.0,6.0,3.0
30,62464,8461,24809,0.608871,0.427587,79318,47991,31312,0.0306236,0.0541007,0.5,1.0,6.0,3.0
31,59655,7660,23585,0.624893,0.431037,80097,48175,30974,0.0318302,0.0541745,0.5,1.0,6.0,3.0
32,57266,6857,21624,0.63859,0.435234,80253,48236,30293,0.0314817,0.05427,0.5,1.0,6.0,3.0
33,54557,6010,19625,0.657331,0.44107,79541,48097,30976,0.0317509,0.0549135,0.5,1.0,6.0,3.0
34,52154,5226,17795,0.678107,0.44712,79960,48458,29775,0.0319535,0.0541394,0.5,1.0,6.0,3.0
35,49282,4431,15793,0.700185,0.446939,79264,48060,30831,0.0314582,0.0543284,0.5,1.0,6.0,3.0
36,47101,3748,13251,0.721439,0.446117,79431,48185,30113,0.0307311,0.0551091,0.5,1.0,6.0,3.0
37,44572,3228,12141,0.745188,0.45264,78900,47587,31784,0.0303802,0.0543041,0.5,1.0,6.0,3.0
38,42095,2759,10245,0.764996,0.456857,80382,48259,30948,0.031201,0.05464,0.5,1.0,6.0,3.0
39,39699,2264,8573,0.789667,0.461624,80257,48252,30326,0.0312496,0.0533041,0.5,1.0,6.0,3.0
40,37628,1849,7250,0.814885,0.464966,79602,48091,31009,0.0300621,0.0524686,0.5,1.0,6.0,3.0
41,35544,1455,5822,0.837244,0.469942,79871,48334,31149,0.030255,0.0532441,0.5,1.0,6.0,3.0
42,34153,1113,4750,0.862311,0.469895,80126,48349,29721,0.0300152,0.0526564,0.5,1.0,6.0,3.0
43,32642,812,3845,0.886128,0.470871,79139,47782,31551,0.0301495,0.0525181,0.5,1.0,6.0,3.0
44,31542,624,2752,0.905665,0.479833,79747,48031,31439,0.0297127,0.0511308,0.5,1.0,6.0,3.0
45,30272,454,2111,0.925112,0.480578,80385,48718,30678,0.0291099,0.0497425,0.5,1.0,6.0,3.0
46,29237,331,1612,0.941718,0.4817,80428,48628,29242,0.0304745,0.0502018,0.5,1.0,6.0,3.0
47,28627,215,1123,0.956143,0.485752,78811,48086,31294,0.0283273,0.0519109,0.5,1.0,6.0,3.0
48,28097,158,756,0.967541,0.491402,79648,48351,31096,0.0285695,0.05155,0.5,1.0,6.0,3.0
49,27481,92,510,0.977457,0.492157,80183,48548,30677,0.0294202,0.0501842,0.5,1.0,6.0,3.0
50,27028,50,284,0.985404,0.485915,79961,48317,30497,0.0291705,0.0518084,0.5,1.0,6.0,3.0
51,26876,38,171,0.990419,0.5,79625,48014,30715,0.0289545,0.0500081,0.5,1.0,6.0,3.0
52,26801,18,122,0.993918,0.483607,79648,48348,31064,0.0284062,0.0497521,0.5,1.0,6.0,3.0
53,26603,15,57,0.996485,0.5,80205,48872,29835,0.0281903,0.0480811,0.5,1.0,6.0,3.0
54,26274,9,74,0.998249,0.5,79566,48377,30395,0.0280899,0.0496792,0.5,1.0,6.0,3.0
55,26324,5,13,0.998291,0.5,79255,48397,31045,0.0278847,0.0486713,0.5,1.0,6.0,3.0
56,26079,5,11,0.998926,0.5,80004,48806,30102,0.0277924,0.0480367,0.5,1.0,6.0,3.0
57,26217,2,9,0.999409,0.5,79792,48487,30250,0.0279915,0.046843,0.5,1.0,6.0,3.0
58,26391,2,6,0.999697,0.5,79224,48061,30463,0.027315,0.0473197,0.5,1.0,6.0,3.0
59,26526,0,10,0.999849,0.5,79137,48067,31347,0.0271554,0.048649,0.5,1.0,6.0,3.0
60,8708,0,0,0.999483,NAN,79891,48565,30820,0.0225808,0.0466742,0.5,1.0,6.0,3.0
