sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,78589,49189,28452,0.0,0.0,78031,49207,28436,0.0,0.0,0.5,1.0,6.0,3.0
2,78386,49166,31004,0.0,0.0,78061,49288,29720,0.0,0.0,0.5,1.0,6.0,3.0
3,80660,50461,30643,0.0,0.0,79120,49856,30306,0.0,0.0,0.5,1.0,6.0,3.0
4,81881,51340,26273,0.0,0.0,80585,50707,26808,0.0,0.0,0.5,1.0,6.0,3.0
5,78415,49826,26361,0.0,0.0,78461,49785,27704,0.0,0.0,0.5,1.0,6.0,3.0
6,75959,48985,30146,0.0,0.0,77235,49473,29065,0.0,0.0,0.5,1.0,6.0,3.0
7,78216,49980,29143,0.0,0.0,78006,49753,28993,0.0,0.0,0.5,1.0,6.0,3.0
8,79237,50289,28299,0.0,0.0,78701,49772,28527,0.0,0.0,0.5,1.0,6.0,3.0
9,78756,49944,28158,0.0,0.0,78267,49359,28514,0.0,0.0,0.5,1.0,6.0,3.0
10,78143,49708,28722,0.0,0.0,78233,49509,29877,0.0,0.0,0.5,1.0,6.0,3.0
11,78419,49931,28467,0.0,0.0,79601,50287,28682,0.0,0.0,0.5,1.0,6.0,3.0
12,96712,50062,28720,0.186388,0.0783426,79522,50214,28069,0.0,0.0,0.5,1.0,6.0,3.0
13,103684,47864,28608,0.272974,0.158242,78521,49748,28870,0.0,0.0,0.5,1.0,6.0,3.0
14,99292,43680,33330,0.301787,0.228698,78743,49962,28072,0.0,0.0,0.5,1.0,6.0,3.0
15,97436,39419,37146,0.334897,0.279653,78262,49769,27938,0.0,0.0,0.5,1.0,6.0,3.0
16,96852,35223,41085,0.36658,0.318413,77623,49459,29313,0.0,0.0,0.5,1.0,6.0,3.0
17,97134,31330,42514,0.395454,0.349697,78387,49955,29016,0.0,0.0,0.5,1.0,6.0,3.0
18,95916,27681,43757,0.422385,0.36673,79042,49925,28304,0.0,0.0,0.5,1.0,6.0,3.0
19,94544,24592,43444,0.445872,0.378061,78727,49842,28997,0.0,0.0,0.5,1.0,6.0,3.0
20,92958,22299,42350,0.463962,0.384734,78997,50095,28071,0.0,0.0,0.5,1.0,6.0,3.0
21,90585,20224,41442,0.481371,0.393321,78360,49885,29603,0.0,0.0,0.5,1.0,6.0,3.0
22,87909,18414,39650,0.497549,0.396961,79453,50416,28545,0.0,0.0,0.5,1.0,6.0,3.0
23,84561,16723,38131,0.509555,0.404382,78880,50017,27177,0.0,0.0,0.5,1.0,6.0,3.0
24,81408,15243,36204,0.52536,0.404223,77609,49379,29830,0.0,0.0,0.5,1.0,6.0,3.0
25,78382,14055,34445,0.538542,0.41006,79238,50442,28996,0.0,0.0,0.5,1.0,6.0,3.0
26,75018,12697,32991,0.551394,0.416023,79399,50445,26884,0.0,0.0,0.5,1.0,6.0,3.0
27,72698,11588,30650,0.565868,0.41571,77633,49655,28788,0.0,0.0,0.5,1.0,6.0,3.0
28,69748,10612,29046,0.578382,0.4219,77960,49892,29744,0.0,0.0,0.5,1.0,6.0,3.0
29,67074,9582,27655,0.59333,0.42213,79437,50714,27891,0.0,0.0,0.5,1.0,6.0,3.0
30,64586,8739,25663,0.606966,0.426373,78545,49963,28413,0.0,0.0,0.5,1.0,6.0,3.0
31,61677,7957,23757,0.621399,0.430399,78327,49869,28412,0.0,0.0,0.5,1.0,6.0,3.0
32,58996,7141,22492,0.637526,0.435177,78024,49654,28912,0.0,0.0,0.5,1.0,6.0,3.0
33,56620,6370,20251,0.654619,0.437312,78827,50052,29433,0.0,0.0,0.5,1.0,6.0,3.0
34,54051,5630,18728,0.672226,0.445056,79531,50277,28405,0.0,0.0,0.5,1.0,6.0,3.0
35,51606,4937,16692,0.689212,0.445483,78959,50049,28472,0.0,0.0,0.5,1.0,6.0,3.0
36,49346,4254,14829,0.711385,0.447434,78821,50067,28963,0.0,0.0,0.5,1.0,6.0,3.0
37,46914,3649,13469,0.731946,0.45137,78907,50470,28599,0.0,0.0,0.5,1.0,6.0,3.0
38,44648,3088,11474,0.75271,0.453286,79046,50253,27839,0.0,0.0,0.5,1.0,6.0,3.0
39,42392,2617,9769,0.773082,0.457979,78259,49784,27791,0.0,0.0,0.5,1.0,6.0,3.0
40,40282,2152,8210,0.796174,0.455664,77203,49243,29946,0.0,0.0,0.5,1.0,6.0,3.0
41,38435,1799,6975,0.817978,0.463082,78673,49920,29967,0.0,0.0,0.5,1.0,6.0,3.0
42,36506,1450,5781,0.842848,0.465317,80100,50622,28492,0.0,0.0,0.5,1.0,6.0,3.0

