sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,73530,45848,28542,0.0,0.0,83535,53038,28614,0.0,0.0,0.5,1.0,6.0,3.0
2,71051,43779,35893,0.0,0.0,85793,54961,22511,0.0,0.0,0.5,1.0,6.0,3.0
3,77006,46497,35511,0.0,0.0,80793,53260,20873,0.0,0.0,0.5,1.0,6.0,3.0
4,81108,48593,32180,0.0,0.0,75638,50830,25155,0.0,0.0,0.5,1.0,6.0,3.0
5,80454,48835,29921,0.0,0.0,76565,51130,28763,0.0,0.0,0.5,1.0,6.0,3.0
6,77189,47751,30009,0.0,0.0,81483,53254,25920,0.0,0.0,0.5,1.0,6.0,3.0
7,74986,46710,31773,0.0,0.0,82115,53434,21831,0.0,0.0,0.5,1.0,6.0,3.0
8,75766,46576,33665,0.0,0.0,77717,51463,23929,0.0,0.0,0.5,1.0,6.0,3.0
9,77987,47410,32453,0.0,0.0,76616,51162,28803,0.0,0.0,0.5,1.0,6.0,3.0
10,78310,47537,32039,0.0,0.0,81227,53105,26257,0.0,0.0,0.5,1.0,6.0,3.0
11,78029,47655,31829,0.0,0.0,82413,53504,23310,0.0,0.0,0.5,1.0,6.0,3.0
12,93912,47877,31049,0.173162,0.0900995,81432,52393,22953,0.0223622,0.0,0.5,1.0,6.0,3.0
13,97417,44514,31298,0.256377,0.172471,80656,51357,26620,0.0435182,0.0151578,0.5,1.0,6.0,3.0
14,92300,39461,36976,0.293982,0.230758,81995,51653,27259,0.0450332,0.0407022,0.5,1.0,6.0,3.0
15,90960,35254,40419,0.32649,0.281575,83089,51192,25892,0.0548749,0.0615827,0.5,1.0,6.0,3.0
16,90815,31497,42549,0.358658,0.318691,81148,49052,27675,0.0648445,0.0840289,0.5,1.0,6.0,3.0
17,89744,27740,43832,0.388037,0.346208,80599,47470,31190,0.0753049,0.100673,0.5,1.0,6.0,3.0
18,88031,24255,43078,0.418,0.363666,82521,47262,31326,0.0839907,0.11575,0.5,1.0,6.0,3.0
19,85318,21389,42232,0.441214,0.371247,83648,46745,32218,0.0917117,0.12881,0.5,1.0,6.0,3.0
20,82388,19130,40824,0.460079,0.380683,84066,46136,32640,0.099065,0.139599,0.5,1.0,6.0,3.0
21,79749,17154,38975,0.479655,0.390481,83888,45394,33102,0.105367,0.144115,0.5,1.0,6.0,3.0
22,76403,15222,37054,0.498881,0.400092,83899,44843,34451,0.107856,0.153958,0.5,1.0,6.0,3.0
23,72922,13459,34621,0.517718,0.405708,84123,44553,34850,0.111729,0.159125,0.5,1.0,6.0,3.0
24,68937,11834,32010,0.534901,0.408919,84410,44145,35160,0.115863,0.1626,0.5,1.0,6.0,3.0
25,65523,10411,29548,0.55521,0.414224,84541,43887,35771,0.118925,0.168391,0.5,1.0,6.0,3.0
26,61918,9207,26867,0.573775,0.414579,84531,43577,35717,0.121411,0.171431,0.5,1.0,6.0,3.0
27,58316,8140,24720,0.591459,0.421784,84515,43241,35787,0.123156,0.168329,0.5,1.0,6.0,3.0
28,55021,7138,22174,0.612357,0.429196,84188,42995,36800,0.123343,0.169769,0.5,1.0,6.0,3.0
29,51806,6135,19939,0.635515,0.43272,84582,42905,36005,0.123235,0.171851,0.5,1.0,6.0,3.0
30,48776,5218,17540,0.65892,0.438483,83981,42741,36249,0.123075,0.17395,0.5,1.0,6.0,3.0
31,45605,4365,16050,0.684607,0.439283,83678,42340,37474,0.124961,0.176216,0.5,1.0,6.0,3.0
32,43184,3738,13418,0.705736,0.448018,84182,42525,37417,0.123839,0.174733,0.5,1.0,6.0,3.0
33,40365,3029,11542,0.73508,0.446803,84576,42596,37207,0.124226,0.171446,0.5,1.0,6.0,3.0
34,37778,2514,9756,0.761012,0.450646,84715,42888,36951,0.123308,0.174637,0.5,1.0,6.0,3.0
35,35665,2057,7945,0.787831,0.453807,84038,42711,36253,0.121921,0.172786,0.5,1.0,6.0,3.0
36,33570,1649,6583,0.813584,0.463315,83086,42312,36446,0.122108,0.163516,0.5,1.0,6.0,3.0
37,31893,1247,5439,0.841329,0.467549,82939,42524,37453,0.119371,0.169586,0.5,1.0,6.0,3.0
38,30353,943,4178,0.864725,0.476185,83444,42836,37102,0.117989,0.163131,0.5,1.0,6.0,3.0
39,28710,667,3099,0.891588,0.471281,84263,43310,36252,0.117727,0.163219,0.5,1.0,6.0,3.0
40,27597,460,2337,0.915027,0.47454,83523,43107,35281,0.114627,0.16234,0.5,1.0,6.0,3.0
41,26610,324,1444,0.935062,0.483726,82320,42942,36936,0.114632,0.16354,0.5,1.0,6.0,3.0
42,25635,221,1044,0.954418,0.487069,83060,43090,36787,0.114104,0.159187,0.5,1.0,6.0,3.0
43,24884,140,788,0.969056,0.494924,83369,43177,35564,0.113088,0.158376,0.5,1.0,6.0,3.0
44,24408,89,452,0.978163,0.493363,83060,43176,36912,0.112954,0.156413,0.5,1.0,6.0,3.0
45,24394,48,289,0.98516,0.491349,83578,43458,36004,0.112009,0.155274,0.5,1.0,6.0,3.0
46,23934,30,132,0.990432,0.484848,83286,43464,36834,0.109196,0.155413,0.5,1.0,6.0,3.0
47,23885,18,83,0.995081,0.493976,83797,43698,36023,0.108065,0.15225,0.5,1.0,6.0,3.0
48,23623,4,84,0.997693,0.5,83768,43846,35906,0.108753,0.152147,0.5,1.0,6.0,3.0
49,23453,2,6,0.998231,0.5,83245,43449,35419,0.108691,0.151755,0.5,1.0,6.0,3.0
50,23703,1,3,0.999135,0.5,82924,43580,36736,0.107333,0.146709,0.5,1.0,6.0,3.0
51,23611,1,0,0.999555,NAN,83788,44163,35669,0.105319,0.149065,0.5,1.0,6.0,3.0
52,23781,0,7,0.999958,0.5,83453,44079,34819,0.104724,0.1491,0.5,1.0,6.0,3.0
53,7395,0,0,0.999594,NAN,80703,43646,35981,0.0864528,0.146313,0.5,1.0,6.0,3.0
54,3,0,0,0.5,NAN,79438,43937,35899,0.0658816,0.14265,0.5,1.0,6.0,3.0
55,1,0,0,0.5,NAN,80085,44272,35493,0.0648936,0.128603,0.5,1.0,6.0,3.0
56,0,0,0,NAN,NAN,80534,44654,34945,0.0616386,0.119888,0.5,1.0,6.0,3.0
57,0,0,0,NAN,NAN,80529,45210,34953,0.0561723,0.115927,0.5,1.0,6.0,3.0
