sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,77011,48258,28336,0.0,0.0,79481,49824,28179,0.0,0.0,0.5,1.0,6.0,3.0
2,76063,47515,32611,0.0,0.0,79615,50082,28655,0.0,0.0,0.5,1.0,6.0,3.0
3,79905,49777,31473,0.0,0.0,80011,50873,28250,0.0,0.0,0.5,1.0,6.0,3.0
4,81962,51032,27951,0.0,0.0,79925,51103,26816,0.0,0.0,0.5,1.0,6.0,3.0
5,79658,50114,26476,0.0,0.0,78274,50369,27008,0.0,0.0,0.5,1.0,6.0,3.0
6,76243,48833,29465,0.0,0.0,77497,49856,28561,0.0,0.0,0.5,1.0,6.0,3.0
7,76856,49119,30728,0.0,0.0,78376,50208,29404,0.0,0.0,0.5,1.0,6.0,3.0
8,78931,49948,29501,0.0,0.0,80194,51087,27899,0.0,0.0,0.5,1.0,6.0,3.0
9,79158,49823,27949,0.0,0.0,79688,51070,26416,0.0,0.0,0.5,1.0,6.0,3.0
10,77544,49174,28150,0.0,0.0,77865,50197,27026,0.0,0.0,0.5,1.0,6.0,3.0
11,76643,48759,30030,0.0,0.0,77242,49988,29006,0.0,0.0,0.5,1.0,6.0,3.0
12,95751,49269,30031,0.184447,0.077137,79156,50788,28110,0.00469958,0.0,0.5,1.0,6.0,3.0
13,103042,47384,29074,0.266139,0.165629,80131,51089,26963,0.00872322,0.00348626,0.5,1.0,6.0,3.0
14,98509,42933,33576,0.300429,0.225905,78806,50151,27688,0.00999924,0.00883054,0.5,1.0,6.0,3.0
15,96347,38920,37494,0.333119,0.27299,78363,49848,28842,0.0116828,0.0143021,0.5,1.0,6.0,3.0
16,95783,34940,40851,0.363233,0.316675,79110,50012,29707,0.0141954,0.0201131,0.5,1.0,6.0,3.0
17,95173,31094,42220,0.391513,0.351646,80321,50167,26998,0.0166208,0.0247241,0.5,1.0,6.0,3.0
18,93532,27010,43597,0.42239,0.365243,78178,48858,29556,0.0189056,0.0280146,0.5,1.0,6.0,3.0
19,92496,24091,43008,0.446884,0.377209,79012,49104,30526,0.0208956,0.0311865,0.5,1.0,6.0,3.0
20,90457,21575,41857,0.465818,0.386578,80473,49477,29277,0.0226598,0.0352324,0.5,1.0,6.0,3.0
21,87462,19263,40986,0.483987,0.391902,80003,49096,30057,0.0235491,0.0376119,0.5,1.0,6.0,3.0
22,84918,17560,38827,0.497186,0.397236,80036,49017,28858,0.0244765,0.0410631,0.5,1.0,6.0,3.0
23,81607,15967,37736,0.511506,0.403805,78954,48566,30877,0.0260531,0.0446125,0.5,1.0,6.0,3.0
24,79178,14550,35572,0.527223,0.403815,80098,48980,29858,0.0276099,0.0431878,0.5,1.0,6.0,3.0
25,75965,13284,33229,0.539104,0.411192,79715,48701,29265,0.0278116,0.0465573,0.5,1.0,6.0,3.0
26,72603,11957,32131,0.55517,0.410445,79073,48189,30441,0.0283852,0.0487008,0.5,1.0,6.0,3.0
27,70141,11005,29989,0.567842,0.417987,79241,48177,30473,0.0290191,0.0507006,0.5,1.0,6.0,3.0
28,67253,9983,28108,0.583513,0.423509,79685,48287,31229,0.0297296,0.0516027,0.5,1.0,6.0,3.0
29,64191,8885,26156,0.599562,0.42409,80479,48616,30829,0.0305359,0.0543157,0.5,1.0,6.0,3.0
30,61643,8109,24022,0.615277,0.430689,80751,48579,30518,0.0314609,0.0544597,0.5,1.0,6.0,3.0
31,58484,7101,22286,0.633652,0.431168,80363,48383,30263,0.0313826,0.0546212,0.5,1.0,6.0,3.0
32,55861,6351,20238,0.650275,0.434677,79502,48015,31059,0.0317854,0.0562478,0.5,1.0,6.0,3.0
33,53039,5608,18750,0.66733,0.444347,79703,47826,31202,0.0326713,0.0554131,0.5,1.0,6.0,3.0
34,50778,4863,16327,0.688024,0.439824,79993,48147,30990,0.0322903,0.0572281,0.5,1.0,6.0,3.0
35,48006,4175,14590,0.708953,0.445442,80127,48209,30946,0.0320866,0.0556615,0.5,1.0,6.0,3.0
36,45642,3590,12780,0.728057,0.451291,79985,48273,31477,0.0319122,0.0583918,0.5,1.0,6.0,3.0
37,43121,2970,10953,0.752545,0.454442,80641,48631,31212,0.031572,0.0551711,0.5,1.0,6.0,3.0
38,40616,2452,9423,0.776443,0.458771,81047,48752,29443,0.0314817,0.0558537,0.5,1.0,6.0,3.0
39,38855,2000,7684,0.802561,0.466359,79378,48053,30960,0.0311232,0.0542797,0.5,1.0,6.0,3.0
40,36490,1552,6527,0.830337,0.468592,79304,47882,31409,0.0307866,0.0547295,0.5,1.0,6.0,3.0
41,34830,1196,4910,0.85402,0.464358,79919,48221,31002,0.0313442,0.0542707,0.5,1.0,6.0,3.0
42,33173,920,3999,0.87936,0.468617,79997,48190,30670,0.0309762,0.0531138,0.5,1.0,6.0,3.0
43,31672,698,3070,0.900385,0.474104,80004,48356,31017,0.0297298,0.0550988,0.5,1.0,6.0,3.0
44,30236,549,2257,0.918673,0.48693,79947,48342,30573,0.0306641,0.0523992,0.5,1.0,6.0,3.0
45,29456,379,1859,0.938773,0.484669,79785,48327,30404,0.0293539,0.0522135,0.5,1.0,6.0,3.0
46,28706,259,1149,0.953006,0.481723,79376,48177,31414,0.0289823,0.0521105,0.5,1.0,6.0,3.0
47,27878,193,864,0.964972,0.482639,80094,48366,30926,0.0295777,0.0491334,0.5,1.0,6.0,3.0
48,27427,114,608,0.974824,0.490954,80320,48667,30058,0.0284425,0.0525484,0.5,1.0,6.0,3.0
49,27073,61,360,0.98299,0.494444,79652,48391,30415,0.0280219,0.0496137,0.5,1.0,6.0,3.0
50,27130,38,161,0.98861,0.5,79371,48326,30102,0.0283605,0.0495316,0.5,1.0,6.0,3.0
51,26631,23,141,0.99356,0.5,78902,48106,30488,0.0285227,0.0502657,0.5,1.0,6.0,3.0
52,26485,13,92,0.996092,0.5,79376,48234,31207,0.0280689,0.0499567,0.5,1.0,6.0,3.0
53,26497,6,50,0.997453,0.5,80200,48401,30822,0.0283853,0.0489423,0.5,1.0,6.0,3.0
54,26444,2,29,0.998374,0.5,80165,48383,30622,0.0282729,0.0473189,0.5,1.0,6.0,3.0
55,26208,0,3,0.999008,0.5,80217,48799,31259,0.0277373,0.048562,0.5,1.0,6.0,3.0
56,8703,0,0,0.998794,NAN,80126,48814,29049,0.0225832,0.0455609,0.5,1.0,6.0,3.0
57,5,0,0,0.5,NAN,78107,47940,30709,0.0180906,0.0437005,0.5,1.0,6.0,3.0
58,0,0,0,NAN,NAN,78251,48147,31622,0.0172458,0.0430871,0.5,1.0,6.0,3.0
59,0,0,0,NAN,NAN,79545,48963,30555,0.0169778,0.0380789,0.5,1.0,6.0,3.0
60,0,0,0,NAN,NAN,80219,49085,29091,0.0160623,0.035389,0.5,1.0,6.0,3.0
