sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,74218,46393,28589,0.0,0.0,82340,52164,28584,0.0,0.0,0.5,1.0,6.0,3.0
2,71958,44441,35155,0.0,0.0,84391,54022,22988,0.0,0.0,0.5,1.0,6.0,3.0
3,77663,47185,35242,0.0,0.0,79755,52136,22938,0.0,0.0,0.5,1.0,6.0,3.0
4,81717,49355,30229,0.0,0.0,76554,50990,27912,0.0,0.0,0.5,1.0,6.0,3.0
5,79649,48723,29268,0.0,0.0,79188,51917,27065,0.0,0.0,0.5,1.0,6.0,3.0
6,76795,47904,30588,0.0,0.0,80705,52571,25347,0.0,0.0,0.5,1.0,6.0,3.0
7,76125,47597,31307,0.0,0.0,80031,52335,23902,0.0,0.0,0.5,1.0,6.0,3.0
8,77149,47841,31842,0.0,0.0,77535,51183,25345,0.0,0.0,0.5,1.0,6.0,3.0
9,77874,47952,30234,0.0,0.0,77686,51256,27533,0.0,0.0,0.5,1.0,6.0,3.0
10,76550,47220,30948,0.0,0.0,80051,52131,26304,0.0,0.0,0.5,1.0,6.0,3.0
11,76534,47245,33310,0.0,0.0,80659,52239,25000,0.0,0.0,0.5,1.0,6.0,3.0
12,95534,48546,32235,0.17421,0.086738,80823,51818,25339,0.0184848,0.0,0.5,1.0,6.0,3.0
13,101089,45886,29619,0.255107,0.168743,81738,51654,26215,0.0354792,0.0133511,0.5,1.0,6.0,3.0
14,94407,40876,35621,0.290826,0.232616,82100,51630,26000,0.0383678,0.0332692,0.5,1.0,6.0,3.0
15,92111,36685,39723,0.326226,0.2762,80719,50168,26821,0.0455283,0.0504269,0.5,1.0,6.0,3.0
16,91882,32816,41773,0.357834,0.319812,79764,48797,28841,0.0524046,0.0714261,0.5,1.0,6.0,3.0
17,91007,28819,43028,0.389772,0.348831,80370,47886,30828,0.0613102,0.0873557,0.5,1.0,6.0,3.0
18,88764,24926,43645,0.42017,0.368381,82227,47628,31160,0.070354,0.0966624,0.5,1.0,6.0,3.0
19,87104,21944,42238,0.445416,0.372236,82893,47514,32119,0.0754105,0.107148,0.5,1.0,6.0,3.0
20,84050,19568,41092,0.462695,0.385184,83819,47273,32313,0.0813956,0.115031,0.5,1.0,6.0,3.0
21,81038,17482,39107,0.480577,0.388588,83918,46952,32162,0.0859172,0.124433,0.5,1.0,6.0,3.0
22,77697,15609,37282,0.498861,0.398584,83442,46289,32784,0.0888342,0.131101,0.5,1.0,6.0,3.0
23,74605,14001,34746,0.515421,0.401845,82823,45471,34066,0.093241,0.136206,0.5,1.0,6.0,3.0
24,71144,12548,32842,0.532856,0.407953,83367,45238,33951,0.096585,0.141881,0.5,1.0,6.0,3.0
25,67719,11265,30566,0.551322,0.413548,83304,44805,34199,0.0991369,0.147139,0.5,1.0,6.0,3.0
26,64305,9963,28463,0.569046,0.417349,83199,44522,35248,0.101275,0.150051,0.5,1.0,6.0,3.0
27,61159,8690,25969,0.588859,0.420752,83529,44430,34251,0.102378,0.14966,0.5,1.0,6.0,3.0
28,58276,7812,23026,0.604305,0.425997,82474,43924,36178,0.103748,0.154597,0.5,1.0,6.0,3.0
29,54571,6670,21803,0.626697,0.431294,83731,44198,35460,0.104788,0.153962,0.5,1.0,6.0,3.0
30,51747,5740,19028,0.649941,0.436777,83655,44021,34766,0.104764,0.157611,0.5,1.0,6.0,3.0
31,48655,4920,16852,0.672182,0.445941,82898,43617,35661,0.106607,0.154202,0.5,1.0,6.0,3.0
32,45705,4074,15123,0.69907,0.444885,82471,43623,36396,0.104788,0.154935,0.5,1.0,6.0,3.0
33,42856,3416,12915,0.721486,0.448122,83428,43865,35974,0.106085,0.152902,0.5,1.0,6.0,3.0
34,40327,2809,10519,0.74708,0.449663,83932,44074,36274,0.104805,0.152299,0.5,1.0,6.0,3.0
35,37928,2312,8962,0.774138,0.454977,84102,44288,35189,0.103012,0.148825,0.5,1.0,6.0,3.0
