sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,76050,47616,28705,0.0,0.0,80639,50897,28217,0.0,0.0,0.5,1.0,6.0,3.0
2,75245,46795,32280,0.0,0.0,81063,51452,27394,0.0,0.0,0.5,1.0,6.0,3.0
3,78248,48144,32310,0.0,0.0,80625,51764,25954,0.0,0.0,0.5,1.0,6.0,3.0
4,80624,49533,30512,0.0,0.0,78792,51111,25908,0.0,0.0,0.5,1.0,6.0,3.0
5,80637,49881,28278,0.0,0.0,77238,50207,26862,0.0,0.0,0.5,1.0,6.0,3.0
6,77940,48901,29455,0.0,0.0,77312,50218,29006,0.0,0.0,0.5,1.0,6.0,3.0
7,77199,48737,29836,0.0,0.0,79586,51265,27206,0.0,0.0,0.5,1.0,6.0,3.0
8,77379,48654,30225,0.0,0.0,79647,51293,27019,0.0,0.0,0.5,1.0,6.0,3.0
9,77983,48792,29953,0.0,0.0,79107,51108,26835,0.0,0.0,0.5,1.0,6.0,3.0
10,77980,48618,30548,0.0,0.0,78654,50960,27034,0.0,0.0,0.5,1.0,6.0,3.0
11,78660,49094,29744,0.0,0.0,78539,50984,27790,0.0,0.0,0.5,1.0,6.0,3.0
12,95635,49147,29816,0.182067,0.0823887,80175,51253,26645,0.00863112,0.0,0.5,1.0,6.0,3.0
13,101630,46774,29745,0.266186,0.164431,80245,50980,27425,0.0179077,0.00618049,0.5,1.0,6.0,3.0
14,97236,42279,33961,0.298645,0.228453,80346,50950,27473,0.0193351,0.0173625,0.5,1.0,6.0,3.0
15,94788,37841,38916,0.33174,0.280759,79914,50275,27457,0.023006,0.0257494,0.5,1.0,6.0,3.0
16,94469,33941,41238,0.363061,0.321306,79248,49549,28325,0.0272751,0.0379876,0.5,1.0,6.0,3.0
17,94062,29898,42263,0.394718,0.351253,78896,48743,28536,0.0320168,0.0440847,0.5,1.0,6.0,3.0
18,92131,25793,43924,0.424852,0.365711,78720,47906,31304,0.0362487,0.051527,0.5,1.0,6.0,3.0
19,90513,23008,42890,0.446665,0.37328,81131,48401,31459,0.0403791,0.0597444,0.5,1.0,6.0,3.0
20,88640,20966,42070,0.464818,0.383468,82325,48817,30159,0.0429699,0.0667462,0.5,1.0,6.0,3.0
21,85836,18975,40602,0.480463,0.390178,81796,48353,30390,0.046292,0.0716354,0.5,1.0,6.0,3.0
22,83112,17074,39093,0.495687,0.393536,80989,47921,30524,0.0481609,0.0734504,0.5,1.0,6.0,3.0
23,80391,15655,36683,0.510132,0.399667,80421,47498,31600,0.0496388,0.0792247,0.5,1.0,6.0,3.0
24,76659,14330,34793,0.522731,0.402955,80966,47378,31595,0.0519169,0.0833043,0.5,1.0,6.0,3.0
25,73926,13044,33264,0.537497,0.405198,80671,46959,32018,0.0533773,0.0829221,0.5,1.0,6.0,3.0
26,70910,11886,31597,0.551149,0.412808,81101,47133,32846,0.0543335,0.0871796,0.5,1.0,6.0,3.0
27,68331,10864,29437,0.565958,0.41385,82284,47494,32361,0.0558614,0.0900312,0.5,1.0,6.0,3.0
28,64941,9668,28134,0.580981,0.421234,82111,47575,31505,0.0560035,0.0899698,0.5,1.0,6.0,3.0
29,62511,8708,25488,0.597599,0.426495,81129,47087,31645,0.0561636,0.0939959,0.5,1.0,6.0,3.0
30,59640,7713,23413,0.616675,0.428672,80194,46558,33079,0.0564568,0.0916442,0.5,1.0,6.0,3.0
31,56472,6878,22145,0.633695,0.433732,81203,46572,33692,0.0571161,0.0935088,0.5,1.0,6.0,3.0
32,54178,6080,19620,0.653393,0.436213,82293,46883,32753,0.0571859,0.0951821,0.5,1.0,6.0,3.0
33,51501,5301,17845,0.673336,0.442701,82296,46999,32242,0.0590733,0.0925966,0.5,1.0,6.0,3.0
34,48829,4570,15642,0.693799,0.44649,81512,46760,32570,0.0586233,0.0925852,0.5,1.0,6.0,3.0
35,45813,3827,13872,0.71567,0.446367,81294,46905,33147,0.0573044,0.093568,0.5,1.0,6.0,3.0
36,43474,3286,11871,0.738418,0.452405,81588,47081,31999,0.0569692,0.0962374,0.5,1.0,6.0,3.0
37,41019,2674,10104,0.764987,0.458878,80940,46785,33452,0.0583642,0.0954353,0.5,1.0,6.0,3.0
38,38684,2138,8964,0.789732,0.463744,81289,46677,32307,0.0584765,0.0917603,0.5,1.0,6.0,3.0
39,36934,1700,6758,0.813316,0.461601,81040,46436,32885,0.0576876,0.0927779,0.5,1.0,6.0,3.0
40,34819,1280,5577,0.840389,0.468352,81165,46478,32477,0.0560833,0.0921421,0.5,1.0,6.0,3.0
41,32975,966,4242,0.867566,0.471947,80942,46415,33292,0.0566146,0.0918839,0.5,1.0,6.0,3.0
42,31289,741,3150,0.893557,0.480635,81250,46685,32518,0.0560554,0.0899348,0.5,1.0,6.0,3.0
43,30032,513,2703,0.916955,0.472253,81072,46672,32828,0.0547353,0.0870903,0.5,1.0,6.0,3.0
44,29104,386,1664,0.932363,0.482272,81242,46768,33129,0.0538638,0.086616,0.5,1.0,6.0,3.0
45,28101,264,1287,0.949877,0.482906,81548,47180,32466,0.053864,0.0858129,0.5,1.0,6.0,3.0
46,27352,168,896,0.964025,0.488839,81398,47192,32316,0.0534534,0.0887641,0.5,1.0,6.0,3.0
47,26810,107,575,0.974636,0.495652,80926,47075,32419,0.0534871,0.0840865,0.5,1.0,6.0,3.0
48,26470,68,419,0.982376,0.494033,80771,47201,31476,0.0526179,0.0851601,0.5,1.0,6.0,3.0
49,26128,47,279,0.987332,0.5,80101,46798,31875,0.0524837,0.082949,0.5,1.0,6.0,3.0
50,26225,22,177,0.991783,0.5,79818,46685,33393,0.0509284,0.0846884,0.5,1.0,6.0,3.0
