sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,73801,46041,28683,0.0,0.0,82656,52264,28244,0.0,0.0,0.5,1.0,6.0,3.0
2,71965,44505,35621,0.0,0.0,84354,53818,24471,0.0,0.0,0.5,1.0,6.0,3.0
3,78073,47165,34432,0.0,0.0,80998,52856,22773,0.0,0.0,0.5,1.0,6.0,3.0
4,81194,48971,30680,0.0,0.0,77108,51099,25996,0.0,0.0,0.5,1.0,6.0,3.0
5,79923,48942,29412,0.0,0.0,77504,51212,28256,0.0,0.0,0.5,1.0,6.0,3.0
6,76751,47951,29059,0.0,0.0,80580,52439,25493,0.0,0.0,0.5,1.0,6.0,3.0
7,74761,47089,32005,0.0,0.0,79936,51940,25203,0.0,0.0,0.5,1.0,6.0,3.0
8,76556,47447,31909,0.0,0.0,79030,51668,26275,0.0,0.0,0.5,1.0,6.0,3.0
9,77689,47939,31223,0.0,0.0,79324,51877,25817,0.0,0.0,0.5,1.0,6.0,3.0
10,77818,48057,31208,0.0,0.0,79576,51720,26920,0.0,0.0,0.5,1.0,6.0,3.0
11,77747,48229,30739,0.0,0.0,80490,52381,25367,0.0,0.0,0.5,1.0,6.0,3.0
12,93801,48012,30657,0.175776,0.0851682,80938,51900,25255,0.0176431,0.0,0.5,1.0,6.0,3.0
13,98775,45202,31523,0.259767,0.166149,81705,51485,26290,0.0343186,0.0117916,0.5,1.0,6.0,3.0
14,94541,40662,35657,0.294354,0.229352,81600,51205,27077,0.0369424,0.0314289,0.5,1.0,6.0,3.0
15,92566,36431,39346,0.327431,0.280702,81735,50853,26734,0.0438674,0.0492444,0.5,1.0,6.0,3.0
16,91518,32306,42274,0.358541,0.317843,80608,49175,27082,0.0531957,0.0670187,0.5,1.0,6.0,3.0
17,91207,28537,43223,0.389877,0.347789,79051,47286,30735,0.0597083,0.0826257,0.5,1.0,6.0,3.0
18,89466,25066,43321,0.41779,0.362122,81266,47234,32342,0.0692417,0.0941346,0.5,1.0,6.0,3.0
19,87338,22205,42359,0.440805,0.371562,83489,47611,31581,0.0752614,0.104446,0.5,1.0,6.0,3.0
20,84625,19966,41022,0.459846,0.382417,83930,47123,31826,0.0806148,0.114262,0.5,1.0,6.0,3.0
21,81511,17746,39716,0.479095,0.390309,83505,46582,31153,0.0850308,0.122203,0.5,1.0,6.0,3.0
22,78379,15850,37537,0.49727,0.396036,82426,45777,32945,0.0898624,0.128715,0.5,1.0,6.0,3.0
23,75520,14187,35662,0.515512,0.403272,82411,45367,34275,0.0917839,0.132808,0.5,1.0,6.0,3.0
24,72130,12747,33082,0.530459,0.409407,83386,45316,33906,0.0960473,0.141509,0.5,1.0,6.0,3.0
25,68413,11323,31133,0.54904,0.412585,83468,44864,34126,0.0993135,0.144216,0.5,1.0,6.0,3.0
26,65047,10081,28649,0.566821,0.418549,82896,44543,35062,0.0997334,0.147553,0.5,1.0,6.0,3.0
27,61702,8928,26085,0.5852,0.426797,83275,44344,34520,0.10281,0.150391,0.5,1.0,6.0,3.0
28,58072,7681,24297,0.606437,0.425588,82968,44022,35607,0.102467,0.151613,0.5,1.0,6.0,3.0
29,55424,6790,21688,0.623313,0.428209,83248,44039,35920,0.103942,0.151322,0.5,1.0,6.0,3.0
30,52228,5907,19471,0.644597,0.432258,84044,44360,34734,0.105046,0.151811,0.5,1.0,6.0,3.0
31,49078,5086,17121,0.667061,0.436715,83189,44175,35036,0.104094,0.154855,0.5,1.0,6.0,3.0
32,45938,4289,14959,0.691421,0.444716,82835,43773,35299,0.105487,0.154792,0.5,1.0,6.0,3.0
33,43526,3559,13272,0.717812,0.451778,82651,43524,35264,0.105812,0.153513,0.5,1.0,6.0,3.0
34,40853,2956,11523,0.741733,0.452139,82156,43253,36210,0.104904,0.150649,0.5,1.0,6.0,3.0
35,38432,2399,9818,0.767785,0.455694,82894,43798,36576,0.103246,0.153188,0.5,1.0,6.0,3.0
36,36336,1989,7906,0.792602,0.46294,83902,44075,35715,0.103222,0.148873,0.5,1.0,6.0,3.0
37,34356,1553,6525,0.821181,0.458467,83673,43956,34874,0.101879,0.150069,0.5,1.0,6.0,3.0
38,32337,1191,5080,0.849213,0.463484,82485,43556,36293,0.100194,0.14883,0.5,1.0,6.0,3.0
39,30899,950,4036,0.872698,0.469524,82767,43724,36409,0.0995264,0.147285,0.5,1.0,6.0,3.0
40,29599,714,3347,0.894523,0.470571,83384,44043,35187,0.0992696,0.144784,0.5,1.0,6.0,3.0
41,28435,548,2211,0.913698,0.475124,82926,43959,35735,0.0989798,0.145068,0.5,1.0,6.0,3.0
42,27411,411,1990,0.932637,0.482412,82927,44030,35577,0.0996238,0.141903,0.5,1.0,6.0,3.0
43,26880,297,1370,0.947842,0.489051,82925,44501,35150,0.0972264,0.142361,0.5,1.0,6.0,3.0
44,26146,194,950,0.961447,0.484211,82687,44357,35360,0.095922,0.14112,0.5,1.0,6.0,3.0
45,25658,116,598,0.972465,0.497492,82573,44367,35213,0.0947162,0.135958,0.5,1.0,6.0,3.0
46,25154,72,400,0.981275,0.49125,82950,44546,35152,0.0937553,0.13564,0.5,1.0,6.0,3.0
47,24666,32,171,0.987594,0.5,83095,44698,34478,0.093712,0.132708,0.5,1.0,6.0,3.0
48,24580,21,112,0.993104,0.5,82529,44665,34839,0.092313,0.135035,0.5,1.0,6.0,3.0
49,24485,8,67,0.996222,0.5,82140,44505,35603,0.0917701,0.133317,0.5,1.0,6.0,3.0
50,24133,2,32,0.998115,0.5,82942,44982,34876,0.0916846,0.131939,0.5,1.0,6.0,3.0
51,24297,0,12,0.998992,0.5,82778,44880,34137,0.0915159,0.133199,0.5,1.0,6.0,3.0
52,7566,0,0,0.998546,NAN,80378,44345,34504,0.0746971,0.130854,0.5,1.0,6.0,3.0
53,5,0,0,0.5,NAN,78898,44392,35005,0.057644,0.12811,0.5,1.0,6.0,3.0
54,2,0,0,0.5,NAN,79493,44742,34794,0.0569044,0.117017,0.5,1.0,6.0,3.0
55,0,0,0,NAN,NAN,80005,45349,35334,0.0534467,0.108012,0.5,1.0,6.0,3.0
56,0,0,0,NAN,NAN,81212,46338,33482,0.0490075,0.103757,0.5,1.0,6.0,3.0
57,0,0,0,NAN,NAN,80787,46703,32672,0.0447782,0.0964128,0.5,1.0,6.0,3.0
58,0,0,0,NAN,NAN,80084,46919,32377,0.0417187,0.0875622,0.5,1.0,6.0,3.0
59,0,0,0,NAN,NAN,79681,46986,32026,0.0378258,0.0839162,0.5,1.0,6.0,3.0
60,0,0,0,NAN,NAN,79042,46990,31831,0.0355254,0.0781628,0.5,1.0,6.0,3.0
61,0,0,0,NAN,NAN,78860,46809,32899,0.0331473,0.075747,0.5,1.0,6.0,3.0
62,0,0,0,NAN,NAN,79805,47446,32225,0.0315331,0.0689216,0.5,1.0,6.0,3.0
63,0,0,0,NAN,NAN,80139,47717,30705,0.029374,0.0635076,0.5,1.0,6.0,3.0
64,0,0,0,NAN,NAN,79319,47737,31402,0.0266267,0.0600917,0.5,1.0,6.0,3.0
65,0,0,0,NAN,NAN,79334,48001,30572,0.0248758,0.0578798,0.5,1.0,6.0,3.0
66,0,0,0,NAN,NAN,78485,47621,31535,0.0234949,0.0542572,0.5,1.0,6.0,3.0
67,0,0,0,NAN,NAN,79552,48209,31136,0.0220485,0.0514838,0.5,1.0,6.0,3.0
68,0,0,0,NAN,NAN,79666,48390,30702,0.0205671,0.0455996,0.5,1.0,6.0,3.0
69,0,0,0,NAN,NAN,79438,48738,31300,0.0187127,0.0430671,0.5,1.0,6.0,3.0
70,0,0,0,NAN,NAN,80327,49249,29814,0.0176279,0.0396458,0.5,1.0,6.0,3.0
71,0,0,0,NAN,NAN,79324,48838,28858,0.0164074,0.0369048,0.5,1.0,6.0,3.0
