sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,77335,48626,28603,0.0,0.0,79692,50103,28390,0.0,0.0,0.5,1.0,6.0,3.0
2,76805,47951,31140,0.0,0.0,79845,50406,29421,0.0,0.0,0.5,1.0,6.0,3.0
3,78956,49170,30912,0.0,0.0,81081,51513,27750,0.0,0.0,0.5,1.0,6.0,3.0
4,80541,50220,29368,0.0,0.0,80298,51438,26268,0.0,0.0,0.5,1.0,6.0,3.0
5,80016,50141,27826,0.0,0.0,77986,50313,26688,0.0,0.0,0.5,1.0,6.0,3.0
6,77974,49352,28807,0.0,0.0,76746,49800,29437,0.0,0.0,0.5,1.0,6.0,3.0
7,77427,49252,29832,0.0,0.0,78928,50755,28383,0.0,0.0,0.5,1.0,6.0,3.0
8,78321,49558,29779,0.0,0.0,80052,51132,26906,0.0,0.0,0.5,1.0,6.0,3.0
9,78826,49518,29023,0.0,0.0,78640,50351,27520,0.0,0.0,0.5,1.0,6.0,3.0
10,78447,49448,29917,0.0,0.0,77988,50088,28916,0.0,0.0,0.5,1.0,6.0,3.0
11,78986,49958,28822,0.0,0.0,79455,50911,28239,0.0,0.0,0.5,1.0,6.0,3.0
12,96261,49764,28677,0.183771,0.0820693,80338,51237,27332,0.00470512,0.0,0.5,1.0,6.0,3.0
13,101938,47024,30035,0.269615,0.159031,79674,50823,26258,0.00950122,0.00365603,0.5,1.0,6.0,3.0
14,98557,43042,33046,0.298984,0.222644,77820,49920,28489,0.00972758,0.0081786,0.5,1.0,6.0,3.0
15,96349,38830,38693,0.331519,0.276161,78319,49796,29369,0.0117277,0.0138752,0.5,1.0,6.0,3.0
16,96430,35073,40677,0.361288,0.317206,79751,50056,28502,0.0141566,0.0201389,0.5,1.0,6.0,3.0
17,95792,31229,42842,0.392105,0.348046,79556,49592,29880,0.0174028,0.0233601,0.5,1.0,6.0,3.0
18,94441,27494,43341,0.419272,0.363074,80515,49884,28182,0.0188039,0.0299659,0.5,1.0,6.0,3.0
19,92883,24355,43414,0.442449,0.375213,79390,49388,29218,0.0207961,0.0326511,0.5,1.0,6.0,3.0
20,90823,21867,41938,0.461342,0.381182,79477,49298,28937,0.0224216,0.0346442,0.5,1.0,6.0,3.0
21,88312,19736,40986,0.478899,0.392061,78907,48830,29540,0.0237748,0.0407921,0.5,1.0,6.0,3.0
22,85454,17791,39133,0.494605,0.394629,79236,48576,30087,0.026339,0.0415628,0.5,1.0,6.0,3.0
23,82261,16248,37975,0.508686,0.400132,79493,48399,30771,0.0270779,0.0427675,0.5,1.0,6.0,3.0
24,79436,14865,36021,0.521187,0.405819,80338,48923,30686,0.0281747,0.0467966,0.5,1.0,6.0,3.0
25,76510,13491,34016,0.536302,0.407191,80876,49177,28962,0.0279007,0.0487363,0.5,1.0,6.0,3.0
26,73526,12279,31907,0.550683,0.41212,79424,48218,30054,0.0297265,0.0512245,0.5,1.0,6.0,3.0
27,70648,11150,29982,0.565409,0.417834,78971,47809,30608,0.0302389,0.0522576,0.5,1.0,6.0,3.0
28,67228,10156,28527,0.580249,0.41799,79364,47921,31913,0.0302908,0.0515934,0.5,1.0,6.0,3.0
29,64582,9259,25903,0.59433,0.425607,80899,48549,31535,0.030878,0.0520533,0.5,1.0,6.0,3.0
30,61630,8120,25007,0.614498,0.430439,81415,49044,30455,0.0306762,0.0548186,0.5,1.0,6.0,3.0
31,59198,7328,22612,0.629793,0.434128,80846,48844,29678,0.0310591,0.0523283,0.5,1.0,6.0,3.0
32,56663,6429,20611,0.648536,0.435083,79623,48591,28793,0.0309082,0.0536762,0.5,1.0,6.0,3.0
33,53660,5705,18411,0.663669,0.43694,77891,47544,32089,0.031666,0.0562186,0.5,1.0,6.0,3.0
34,50958,4955,16534,0.683602,0.443541,79479,47949,31836,0.0317128,0.0547179,0.5,1.0,6.0,3.0
35,48268,4227,14926,0.706545,0.447407,80891,48400,31109,0.0321791,0.055627,0.5,1.0,6.0,3.0
36,45710,3599,12853,0.728353,0.446277,80983,48593,30626,0.031698,0.0565369,0.5,1.0,6.0,3.0
37,43463,3065,10805,0.748959,0.452938,80369,48403,30643,0.0318842,0.056424,0.5,1.0,6.0,3.0
38,41076,2606,9462,0.774674,0.452441,80030,48287,30862,0.0316069,0.0553755,0.5,1.0,6.0,3.0
39,38973,2190,8364,0.798681,0.462339,80123,48143,30736,0.0327621,0.054594,0.5,1.0,6.0,3.0
40,36899,1726,7153,0.820889,0.468055,79636,47852,31015,0.0319956,0.0554893,0.5,1.0,6.0,3.0
41,35648,1354,5728,0.842642,0.469099,79660,47928,31696,0.0312704,0.056963,0.5,1.0,6.0,3.0
42,33912,1029,4320,0.86608,0.476852,80644,48613,30695,0.0310438,0.0540805,0.5,1.0,6.0,3.0
43,32204,759,3351,0.891427,0.470606,80315,48375,30058,0.0312519,0.0538625,0.5,1.0,6.0,3.0
44,30772,545,2406,0.913412,0.481712,79260,47986,31392,0.0308163,0.0541699,0.5,1.0,6.0,3.0
45,29770,378,1755,0.934347,0.484046,79644,48041,31281,0.0302722,0.053419,0.5,1.0,6.0,3.0
46,28799,254,1157,0.952047,0.483146,80109,48453,29978,0.0297033,0.0524218,0.5,1.0,6.0,3.0
47,28131,178,850,0.965323,0.495294,79345,48011,30711,0.0293465,0.0518707,0.5,1.0,6.0,3.0
48,27582,112,648,0.976089,0.491512,79159,47950,31089,0.0289418,0.0528322,0.5,1.0,6.0,3.0
49,27375,70,437,0.983123,0.487414,79505,48088,30485,0.029451,0.0516812,0.5,1.0,6.0,3.0
50,27126,36,218,0.987706,0.5,79763,48333,32176,0.0284656,0.0507366,0.5,1.0,6.0,3.0
51,26628,19,99,0.99232,0.5,81101,48979,30100,0.0286063,0.0477741,0.5,1.0,6.0,3.0
52,26498,13,75,0.995868,0.493333,80273,48777,29539,0.0269455,0.0498324,0.5,1.0,6.0,3.0
