sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,72663,45477,28259,0.0,0.0,83074,52691,28502,0.0,0.0,0.5,1.0,6.0,3.0
2,69992,43243,35917,0.0,0.0,85655,54947,22310,0.0,0.0,0.5,1.0,6.0,3.0
3,76462,45967,36966,0.0,0.0,80642,53211,21329,0.0,0.0,0.5,1.0,6.0,3.0
4,82409,48980,31483,0.0,0.0,76013,51122,25628,0.0,0.0,0.5,1.0,6.0,3.0
5,80583,48602,28332,0.0,0.0,77520,51593,27357,0.0,0.0,0.5,1.0,6.0,3.0
6,75329,46586,32330,0.0,0.0,80773,52828,26127,0.0,0.0,0.5,1.0,6.0,3.0
7,76270,47256,33526,0.0,0.0,81456,53035,23170,0.0,0.0,0.5,1.0,6.0,3.0
8,78505,48142,31095,0.0,0.0,78603,51766,25432,0.0,0.0,0.5,1.0,6.0,3.0
9,77093,47157,30888,0.0,0.0,79188,52080,26638,0.0,0.0,0.5,1.0,6.0,3.0
10,76006,46676,32968,0.0,0.0,80714,52766,25384,0.0,0.0,0.5,1.0,6.0,3.0
11,77569,47615,33151,0.0,0.0,80673,52806,24959,0.0,0.0,0.5,1.0,6.0,3.0
12,95256,48316,31400,0.169858,0.0898567,81900,52557,25187,0.0218315,0.0,0.5,1.0,6.0,3.0
13,98797,44971,29802,0.254269,0.173361,83558,52560,25142,0.0427727,0.0136425,0.5,1.0,6.0,3.0
14,91555,38955,36276,0.295107,0.23295,83252,52277,25208,0.0460349,0.0391146,0.5,1.0,6.0,3.0
15,89998,35021,41713,0.330485,0.281855,81471,50827,25590,0.0530127,0.0629543,0.5,1.0,6.0,3.0
16,90596,31444,41865,0.358934,0.316995,79634,48510,27113,0.0652799,0.080939,0.5,1.0,6.0,3.0
17,89463,27604,43548,0.389317,0.350992,79198,46817,31545,0.0754691,0.100919,0.5,1.0,6.0,3.0
18,87275,23835,43548,0.421352,0.362726,82445,46911,33062,0.0854691,0.114709,0.5,1.0,6.0,3.0
