sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,78298,49164,28336,0.0,0.0,78326,49218,28575,0.0,0.0,0.5,1.0,6.0,3.0
2,77736,48791,30702,0.0,0.0,78183,49156,29357,0.0,0.0,0.5,1.0,6.0,3.0
3,79886,50001,30350,0.0,0.0,79065,49714,30606,0.0,0.0,0.5,1.0,6.0,3.0
4,81258,51040,27832,0.0,0.0,80821,50610,27129,0.0,0.0,0.5,1.0,6.0,3.0
5,79785,50627,27747,0.0,0.0,78581,49771,28274,0.0,0.0,0.5,1.0,6.0,3.0
6,78330,50215,27482,0.0,0.0,77975,49747,29263,0.0,0.0,0.5,1.0,6.0,3.0
7,77017,49652,28992,0.0,0.0,78718,50224,28868,0.0,0.0,0.5,1.0,6.0,3.0
8,78033,49802,29189,0.0,0.0,79243,50366,27883,0.0,0.0,0.5,1.0,6.0,3.0
9,78555,49899,28867,0.0,0.0,78294,49992,28173,0.0,0.0,0.5,1.0,6.0,3.0
10,79064,50110,28236,0.0,0.0,77984,49849,29002,0.0,0.0,0.5,1.0,6.0,3.0
11,78644,49908,28573,0.0,0.0,78864,50362,29035,0.0,0.0,0.5,1.0,6.0,3.0
12,96659,49959,29044,0.18797,0.0803092,79300,50167,27646,0.0,0.0,0.5,1.0,6.0,3.0
13,103913,48186,27182,0.272247,0.156059,78116,49474,29243,0.0,0.0,0.5,1.0,6.0,3.0
14,98392,43397,31984,0.303902,0.222924,78734,49937,29189,0.0,0.0,0.5,1.0,6.0,3.0
15,95961,39134,38536,0.337116,0.28005,79303,50235,28299,0.0,0.0,0.5,1.0,6.0,3.0
16,96536,35293,40427,0.366257,0.319514,78777,50076,28023,0.0,0.0,0.5,1.0,6.0,3.0
17,96533,31462,42361,0.393586,0.351066,78248,49841,29891,0.0,0.0,0.5,1.0,6.0,3.0
18,95694,27646,43302,0.423214,0.365872,79817,50776,27682,0.0,0.0,0.5,1.0,6.0,3.0
19,94538,24645,43306,0.447582,0.374671,78634,50172,27450,0.0,0.0,0.5,1.0,6.0,3.0
20,93019,22677,42293,0.463491,0.383621,77735,49807,29274,0.0,0.0,0.5,1.0,6.0,3.0
21,90374,20311,41463,0.480027,0.391023,78332,49844,28320,0.0,0.0,0.5,1.0,6.0,3.0
22,87896,18456,39612,0.494448,0.397026,78310,49705,28336,0.0,0.0,0.5,1.0,6.0,3.0
23,84748,16706,38369,0.510738,0.400493,78383,49721,29152,0.0,0.0,0.5,1.0,6.0,3.0
24,81817,15327,36781,0.522355,0.406868,78684,49977,29146,0.0,0.0,0.5,1.0,6.0,3.0
25,78847,13931,35130,0.53536,0.408141,79363,50232,29555,0.0,0.0,0.5,1.0,6.0,3.0
26,76312,12805,32893,0.547686,0.415453,80069,50649,27649,0.0,0.0,0.5,1.0,6.0,3.0
27,73047,11670,31055,0.562035,0.41755,78514,50082,27654,0.0,0.0,0.5,1.0,6.0,3.0
28,69727,10512,29485,0.576498,0.421062,77612,49704,29072,0.0,0.0,0.5,1.0,6.0,3.0
29,67057,9503,26792,0.592757,0.423895,78435,50016,28745,0.0,0.0,0.5,1.0,6.0,3.0
30,63937,8617,25423,0.608857,0.423258,78649,50111,28968,0.0,0.0,0.5,1.0,6.0,3.0
31,61350,7883,23643,0.622836,0.430148,79106,50406,27881,0.0,0.0,0.5,1.0,6.0,3.0
32,58954,7102,21955,0.637921,0.43473,78105,49901,28546,0.0,0.0,0.5,1.0,6.0,3.0
33,56286,6352,20008,0.653306,0.440149,78420,50054,28869,0.0,0.0,0.5,1.0,6.0,3.0
34,53876,5636,18235,0.672925,0.444173,78753,50170,28660,0.0,0.0,0.5,1.0,6.0,3.0
35,51254,4793,16597,0.693692,0.446225,78836,49989,29012,0.0,0.0,0.5,1.0,6.0,3.0
36,49123,4183,14556,0.713159,0.446414,79364,50236,28353,0.0,0.0,0.5,1.0,6.0,3.0
37,46409,3620,12580,0.73364,0.453259,78726,49947,28457,0.0,0.0,0.5,1.0,6.0,3.0
38,43934,2978,11589,0.759457,0.455475,78397,49868,28289,0.0,0.0,0.5,1.0,6.0,3.0
39,42066,2556,9188,0.77855,0.454669,77945,49707,28091,0.0,0.0,0.5,1.0,6.0,3.0
40,39861,2098,8293,0.803342,0.463825,77891,49557,29938,0.0,0.0,0.5,1.0,6.0,3.0
41,37925,1677,6564,0.824311,0.46397,79665,50605,28559,0.0,0.0,0.5,1.0,6.0,3.0
42,35994,1338,5530,0.849586,0.467541,79672,50556,27919,0.0,0.0,0.5,1.0,6.0,3.0

