sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,74017,46069,28716,0.0,0.0,81893,51725,28554,0.0,0.0,0.5,1.0,6.0,3.0
2,72059,44571,35184,0.0,0.0,84031,53629,25217,0.0,0.0,0.5,1.0,6.0,3.0
3,77619,47105,34968,0.0,0.0,81655,52992,22863,0.0,0.0,0.5,1.0,6.0,3.0
4,81710,49126,30992,0.0,0.0,77736,51432,25389,0.0,0.0,0.5,1.0,6.0,3.0
5,80436,49013,29832,0.0,0.0,77700,51294,27476,0.0,0.0,0.5,1.0,6.0,3.0
6,77816,48282,30656,0.0,0.0,79875,52172,26714,0.0,0.0,0.5,1.0,6.0,3.0
7,77161,48205,30303,0.0,0.0,81016,52516,25322,0.0,0.0,0.5,1.0,6.0,3.0
8,76760,47929,31321,0.0,0.0,79882,52099,23459,0.0,0.0,0.5,1.0,6.0,3.0
9,76874,47564,31079,0.0,0.0,77139,50747,27754,0.0,0.0,0.5,1.0,6.0,3.0
10,76763,47327,32016,0.0,0.0,79435,51851,27140,0.0,0.0,0.5,1.0,6.0,3.0
11,77658,47957,31860,0.0,0.0,80978,52564,25404,0.0,0.0,0.5,1.0,6.0,3.0
12,95042,48404,31039,0.174491,0.0900641,81571,52283,24404,0.017494,0.0,0.5,1.0,6.0,3.0
13,99405,45587,30582,0.258443,0.169789,81322,51621,26753,0.0345663,0.0125593,0.5,1.0,6.0,3.0
14,94077,40445,35676,0.294817,0.231991,81838,51689,25745,0.0377575,0.031443,0.5,1.0,6.0,3.0
15,92120,36127,40689,0.329206,0.283172,80601,50255,26120,0.0442798,0.051608,0.5,1.0,6.0,3.0
16,91911,32345,41503,0.3603,0.318676,79437,48681,29517,0.0528784,0.0686215,0.5,1.0,6.0,3.0
17,90698,28279,43268,0.391337,0.351253,80563,48190,30247,0.0603565,0.0827355,0.5,1.0,6.0,3.0
18,88735,24823,43479,0.420888,0.364521,81789,47878,31877,0.0676375,0.0969978,0.5,1.0,6.0,3.0
19,86826,21961,42652,0.445598,0.376829,83903,47971,30485,0.0751105,0.106725,0.5,1.0,6.0,3.0
