sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,75113,47149,28514,0.0,0.0,81064,51330,28765,0.0,0.0,0.5,1.0,6.0,3.0
2,73488,45518,33547,0.0,0.0,82952,52854,25492,0.0,0.0,0.5,1.0,6.0,3.0
3,77803,47377,33763,0.0,0.0,80587,52170,23613,0.0,0.0,0.5,1.0,6.0,3.0
4,81029,49484,31517,0.0,0.0,77112,50626,26775,0.0,0.0,0.5,1.0,6.0,3.0
5,81027,50060,28191,0.0,0.0,77845,51179,27928,0.0,0.0,0.5,1.0,6.0,3.0
6,77400,48604,28672,0.0,0.0,79831,51919,26780,0.0,0.0,0.5,1.0,6.0,3.0
7,75438,47804,30437,0.0,0.0,80255,52095,25261,0.0,0.0,0.5,1.0,6.0,3.0
8,76235,48064,32128,0.0,0.0,78527,51280,26350,0.0,0.0,0.5,1.0,6.0,3.0
9,78407,48860,30682,0.0,0.0,78351,51157,27147,0.0,0.0,0.5,1.0,6.0,3.0
10,78676,48820,29833,0.0,0.0,79503,51842,26950,0.0,0.0,0.5,1.0,6.0,3.0
11,77553,48259,30171,0.0,0.0,79908,51769,26108,0.0,0.0,0.5,1.0,6.0,3.0
12,94173,48124,30780,0.180806,0.0822125,80312,51220,25961,0.0138335,0.0,0.5,1.0,6.0,3.0
13,100288,45835,30917,0.262569,0.165783,80415,50770,27392,0.0267985,0.00912675,0.5,1.0,6.0,3.0
14,96092,41473,34366,0.295748,0.232366,81219,51042,26933,0.0288479,0.024301,0.5,1.0,6.0,3.0
15,93417,36904,39557,0.33101,0.279761,80674,50585,26896,0.033685,0.0385559,0.5,1.0,6.0,3.0
16,93203,32872,41625,0.363068,0.321586,79673,49474,28281,0.0396747,0.053322,0.5,1.0,6.0,3.0
17,92546,29080,43217,0.393015,0.346785,79549,48568,30029,0.0465185,0.0670685,0.5,1.0,6.0,3.0
18,91306,25584,43290,0.420285,0.366147,80643,47820,31027,0.0540406,0.0747575,0.5,1.0,6.0,3.0
19,88952,22422,42923,0.446156,0.378002,82118,48055,31750,0.0584951,0.0840787,0.5,1.0,6.0,3.0
20,86515,20070,41406,0.466127,0.384099,83140,48163,31333,0.0625271,0.0933042,0.5,1.0,6.0,3.0
21,83569,18003,39441,0.4839,0.388973,83217,47814,30590,0.0670236,0.09678,0.5,1.0,6.0,3.0
22,80022,16293,37840,0.499463,0.395521,81696,46679,32475,0.0699116,0.101724,0.5,1.0,6.0,3.0
23,77138,14800,35849,0.513729,0.402396,82085,46604,32276,0.0708047,0.111228,0.5,1.0,6.0,3.0
24,74211,13314,34494,0.529558,0.405578,81806,46001,33097,0.0747378,0.113318,0.5,1.0,6.0,3.0
25,71075,12071,31591,0.542983,0.409436,82241,46027,33528,0.0767926,0.116589,0.5,1.0,6.0,3.0
26,67663,10941,30288,0.558658,0.417079,82715,45826,32970,0.0795684,0.119457,0.5,1.0,6.0,3.0
27,64444,9663,27890,0.57709,0.418824,82275,45541,33570,0.0801094,0.122222,0.5,1.0,6.0,3.0
28,61526,8582,25324,0.593473,0.424972,82101,45509,34216,0.0809491,0.122852,0.5,1.0,6.0,3.0
