sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,76182,47938,28288,0.0,0.0,80316,50749,28641,0.0,0.0,0.5,1.0,6.0,3.0
2,74867,46835,31727,0.0,0.0,81498,51617,26118,0.0,0.0,0.5,1.0,6.0,3.0
3,77443,48067,32799,0.0,0.0,79418,51062,27181,0.0,0.0,0.5,1.0,6.0,3.0
4,80858,49824,30521,0.0,0.0,79044,51126,27260,0.0,0.0,0.5,1.0,6.0,3.0
5,80653,50059,27551,0.0,0.0,78852,51007,26992,0.0,0.0,0.5,1.0,6.0,3.0
6,77433,48865,28706,0.0,0.0,78881,51041,27815,0.0,0.0,0.5,1.0,6.0,3.0
7,76018,48367,31120,0.0,0.0,79476,51262,28187,0.0,0.0,0.5,1.0,6.0,3.0
8,78024,49167,30606,0.0,0.0,80515,51720,25827,0.0,0.0,0.5,1.0,6.0,3.0
9,79107,49476,29045,0.0,0.0,78486,50817,26206,0.0,0.0,0.5,1.0,6.0,3.0
10,77723,48710,29272,0.0,0.0,77305,50168,27854,0.0,0.0,0.5,1.0,6.0,3.0
11,77266,48593,30649,0.0,0.0,78419,50689,29315,0.0,0.0,0.5,1.0,6.0,3.0
12,95585,49213,30440,0.181409,0.0801084,81403,51782,26794,0.00818152,0.0,0.5,1.0,6.0,3.0
13,102079,46957,28301,0.263908,0.166567,81226,51499,25452,0.0168419,0.00555948,0.5,1.0,6.0,3.0
14,96077,41855,34192,0.300702,0.226383,79095,50262,27134,0.0194955,0.0164922,0.5,1.0,6.0,3.0
15,94141,37417,39144,0.333972,0.275266,78537,49826,29178,0.023021,0.0268524,0.5,1.0,6.0,3.0
16,94602,33971,41548,0.362466,0.318355,79967,49811,29581,0.0270424,0.0379636,0.5,1.0,6.0,3.0
17,94137,30186,42607,0.390771,0.349203,80820,49473,28134,0.0320156,0.0482868,0.5,1.0,6.0,3.0
18,92738,26439,43395,0.421041,0.362784,79832,48331,29575,0.0375163,0.0545731,0.5,1.0,6.0,3.0
19,91010,23666,43105,0.444308,0.376163,79631,48011,30953,0.0413972,0.0610119,0.5,1.0,6.0,3.0
20,88598,21157,41922,0.463543,0.384035,80799,48245,30899,0.04406,0.0655846,0.5,1.0,6.0,3.0
21,85526,19024,40583,0.478615,0.392085,81706,48298,30339,0.0470528,0.0708164,0.5,1.0,6.0,3.0
22,82955,17101,39086,0.497348,0.397022,81143,48014,30858,0.048168,0.0764794,0.5,1.0,6.0,3.0
23,79944,15468,36961,0.511983,0.399543,80791,47701,31688,0.0513671,0.0802985,0.5,1.0,6.0,3.0
24,76685,14106,35015,0.525298,0.405241,81323,47651,30638,0.0529616,0.0837522,0.5,1.0,6.0,3.0
25,73552,12883,32945,0.539027,0.409136,80600,47185,32157,0.0546836,0.0857978,0.5,1.0,6.0,3.0
26,70789,11704,31368,0.554373,0.413224,80920,47055,31476,0.0561233,0.0928962,0.5,1.0,6.0,3.0
27,67692,10689,29414,0.568531,0.416179,80310,46455,32370,0.0576765,0.0902688,0.5,1.0,6.0,3.0
28,64956,9592,27722,0.58361,0.4212,80837,46534,33860,0.0586489,0.0946249,0.5,1.0,6.0,3.0
29,62286,8596,25348,0.599934,0.424945,82395,46934,32562,0.0594089,0.0945581,0.5,1.0,6.0,3.0
30,59613,7680,23267,0.616107,0.426204,82250,47021,32175,0.0588815,0.0958197,0.5,1.0,6.0,3.0
31,56532,6783,21432,0.634632,0.429825,81418,46656,32845,0.0589427,0.0965292,0.5,1.0,6.0,3.0
32,53685,5997,19899,0.653767,0.438615,81427,46737,31325,0.0585862,0.0954988,0.5,1.0,6.0,3.0
33,51168,5207,17504,0.673028,0.436157,80192,46153,33036,0.0590271,0.098211,0.5,1.0,6.0,3.0
34,48809,4614,15499,0.690744,0.441319,80510,46062,33887,0.0597814,0.0967185,0.5,1.0,6.0,3.0
35,45906,3990,14052,0.71214,0.448015,81597,46405,33408,0.0596039,0.0949174,0.5,1.0,6.0,3.0
36,43651,3363,12170,0.735665,0.451191,82281,46869,32500,0.0596006,0.0984769,0.5,1.0,6.0,3.0
37,41289,2742,10519,0.761292,0.457838,81694,46607,31482,0.0596127,0.0972778,0.5,1.0,6.0,3.0
38,39102,2261,8536,0.784563,0.458763,80226,46102,33177,0.0590706,0.0934533,0.5,1.0,6.0,3.0
39,37164,1833,7122,0.811942,0.464617,80700,46491,33195,0.0583395,0.0951649,0.5,1.0,6.0,3.0
40,35024,1380,5903,0.838068,0.471032,81104,46618,32075,0.0576975,0.0952611,0.5,1.0,6.0,3.0
41,33157,1022,4483,0.863106,0.476021,80539,46476,33619,0.0572456,0.0921651,0.5,1.0,6.0,3.0
42,31655,746,3392,0.887237,0.474351,81474,47101,32742,0.0569261,0.0921905,0.5,1.0,6.0,3.0
43,30266,534,2510,0.910361,0.474502,81337,47090,32278,0.055018,0.0907584,0.5,1.0,6.0,3.0
44,29032,386,1796,0.931076,0.484967,80940,46996,31888,0.0539041,0.0903318,0.5,1.0,6.0,3.0
45,28296,256,1223,0.950488,0.487326,80333,46586,31813,0.0547409,0.0899632,0.5,1.0,6.0,3.0
46,27455,155,948,0.964633,0.494198,79864,46246,33474,0.0556884,0.0912201,0.5,1.0,6.0,3.0
47,26939,99,484,0.974442,0.495868,80778,46631,32855,0.0547364,0.0911733,0.5,1.0,6.0,3.0
48,26561,49,320,0.984187,0.496875,80906,46686,33053,0.053865,0.0880253,0.5,1.0,6.0,3.0
49,26008,23,165,0.990195,0.490909,81325,46832,32289,0.0544052,0.0878782,0.5,1.0,6.0,3.0
50,25837,10,47,0.994562,0.5,81015,46789,32362,0.0543603,0.088777,0.5,1.0,6.0,3.0
51,25903,6,45,0.997375,0.5,80833,46858,32927,0.0529054,0.0874662,0.5,1.0,6.0,3.0
52,25781,1,36,0.998642,0.5,81251,47160,32578,0.0532301,0.08495,0.5,1.0,6.0,3.0
53,25473,1,3,0.999234,0.5,81065,47209,32656,0.0531302,0.085727,0.5,1.0,6.0,3.0
54,25561,1,9,0.999609,0.5,81111,47339,32311,0.0514665,0.0840116,0.5,1.0,6.0,3.0
55,25661,0,0,0.999864,NAN,81040,47358,31895,0.0510489,0.0845117,0.5,1.0,6.0,3.0
56,8295,0,0,0.999879,NAN,79736,46919,31895,0.0428727,0.0835554,0.5,1.0,6.0,3.0
57,0,0,0,NAN,NAN,78495,46831,31722,0.0334989,0.0815049,0.5,1.0,6.0,3.0
58,0,0,0,NAN,NAN,78430,46670,32381,0.0335968,0.0726661,0.5,1.0,6.0,3.0
59,0,0,0,NAN,NAN,79268,47111,33218,0.0317278,0.0704889,0.5,1.0,6.0,3.0
60,0,0,0,NAN,NAN,80824,48052,31346,0.0302324,0.0633574,0.5,1.0,6.0,3.0
61,0,0,0,NAN,NAN,80123,48255,30914,0.026971,0.0597949,0.5,1.0,6.0,3.0
62,0,0,0,NAN,NAN,79599,48189,31178,0.0251825,0.0553435,0.5,1.0,6.0,3.0
63,0,0,0,NAN,NAN,79273,48087,31908,0.0228451,0.0534349,0.5,1.0,6.0,3.0
64,0,0,0,NAN,NAN,79979,48506,30253,0.0213306,0.0501438,0.5,1.0,6.0,3.0
65,0,0,0,NAN,NAN,79209,48119,31557,0.0201555,0.0449187,0.5,1.0,6.0,3.0
66,0,0,0,NAN,NAN,79980,48627,31184,0.019111,0.0429227,0.5,1.0,6.0,3.0
67,0,0,0,NAN,NAN,80164,49059,29278,0.0172708,0.0400813,0.5,1.0,6.0,3.0
68,0,0,0,NAN,NAN,78927,48673,29947,0.0160465,0.036765,0.5,1.0,6.0,3.0
69,0,0,0,NAN,NAN,78360,48473,30542,0.0146312,0.0346081,0.5,1.0,6.0,3.0
70,0,0,0,NAN,NAN,78984,48809,30359,0.0138446,0.0336638,0.5,1.0,6.0,3.0
71,0,0,0,NAN,NAN,79510,48898,30706,0.0133379,0.0308572,0.5,1.0,6.0,3.0
72,0,0,0,NAN,NAN,80186,49424,29579,0.0122029,0.0271814,0.5,1.0,6.0,3.0
73,0,0,0,NAN,NAN,79226,49078,29922,0.0106657,0.0273545,0.5,1.0,6.0,3.0
74,0,0,0,NAN,NAN,79493,49514,29400,0.0104852,0.0238265,0.5,1.0,6.0,3.0
75,0,0,0,NAN,NAN,78986,49458,29720,0.00967893,0.0237382,0.5,1.0,6.0,3.0
76,0,0,0,NAN,NAN,78992,49308,29423,0.00909586,0.0226863,0.5,1.0,6.0,3.0
77,0,0,0,NAN,NAN,78897,49273,29384,0.00877093,0.0193813,0.5,1.0,6.0,3.0
78,0,0,0,NAN,NAN,78890,49237,30592,0.00773862,0.0198091,0.5,1.0,6.0,3.0
79,0,0,0,NAN,NAN,79883,49708,29009,0.0072481,0.0170637,0.5,1.0,6.0,3.0
80,0,0,0,NAN,NAN,79062,49565,29366,0.00680479,0.0157495,0.5,1.0,6.0,3.0
81,0,0,0,NAN,NAN,79105,49747,28691,0.00628911,0.0150918,0.5,1.0,6.0,3.0
82,0,0,0,NAN,NAN,78356,49434,28869,0.00581321,0.0141328,0.5,1.0,6.0,3.0
83,0,0,0,NAN,NAN,78395,49478,29889,0.00541489,0.013065,0.5,1.0,6.0,3.0
84,0,0,0,NAN,NAN,79127,49690,28882,0.00499829,0.0127761,0.5,1.0,6.0,3.0
85,0,0,0,NAN,NAN,78981,49518,28846,0.00489358,0.0111974,0.5,1.0,6.0,3.0
86,0,0,0,NAN,NAN,78622,49463,28543,0.00456615,0.0104929,0.5,1.0,6.0,3.0
87,0,0,0,NAN,NAN,78104,49331,28987,0.00422514,0.010246,0.5,1.0,6.0,3.0
88,0,0,0,NAN,NAN,78051,49333,30071,0.00385645,0.00944432,0.5,1.0,6.0,3.0
89,0,0,0,NAN,NAN,79382,50257,28860,0.00345166,0.00919958,0.5,1.0,6.0,3.0
90,0,0,0,NAN,NAN,79434,50179,28076,0.00337387,0.00856604,0.5,1.0,6.0,3.0
91,0,0,0,NAN,NAN,78457,49814,28133,0.0031992,0.00767782,0.5,1.0,6.0,3.0
92,0,0,0,NAN,NAN,77516,49232,28317,0.00295423,0.00783981,0.5,1.0,6.0,3.0
93,0,0,0,NAN,NAN,77228,49056,30558,0.00269332,0.00747758,0.5,1.0,6.0,3.0
94,0,0,0,NAN,NAN,79330,49941,29539,0.00277953,0.00539964,0.5,1.0,6.0,3.0
95,0,0,0,NAN,NAN,79888,50224,26882,0.00241588,0.00584034,0.5,1.0,6.0,3.0
96,0,0,0,NAN,NAN,77801,49405,28623,0.00212722,0.00572966,0.5,1.0,6.0,3.0
97,0,0,0,NAN,NAN,77534,49478,29572,0.00209585,0.00468348,0.5,1.0,6.0,3.0
98,0,0,0,NAN,NAN,78874,50113,29146,0.00197784,0.00524943,0.5,1.0,6.0,3.0
99,0,0,0,NAN,NAN,79417,50299,28123,0.00185099,0.00396473,0.5,1.0,6.0,3.0
100,0,0,0,NAN,NAN,78535,49913,28421,0.00162985,0.00350093,0.5,1.0,6.0,3.0
101,0,0,0,NAN,NAN,78099,49653,29116,0.00148529,0.00401841,0.5,1.0,6.0,3.0
102,0,0,0,NAN,NAN,78621,50096,28623,0.00145635,0.00337141,0.5,1.0,6.0,3.0
103,0,0,0,NAN,NAN,78460,49589,29454,0.00135101,0.0040402,0.5,1.0,6.0,3.0
104,0,0,0,NAN,NAN,79333,50000,29521,0.00131723,0.00333661,0.5,1.0,6.0,3.0
105,0,0,0,NAN,NAN,79837,50328,28839,0.00118366,0.00296474,0.5,1.0,6.0,3.0
106,0,0,0,NAN,NAN,79642,50427,28024,0.00109239,0.00265844,0.5,1.0,6.0,3.0
107,0,0,0,NAN,NAN,78329,49972,27429,0.000925583,0.00306245,0.5,1.0,6.0,3.0
108,0,0,0,NAN,NAN,77065,49374,28527,0.000992669,0.00208574,0.5,1.0,6.0,3.0
109,0,0,0,NAN,NAN,77465,49564,30524,0.000858452,0.00229328,0.5,1.0,6.0,3.0
110,0,0,0,NAN,NAN,79789,50649,28987,0.000933713,0.00201815,0.5,1.0,6.0,3.0
111,0,0,0,NAN,NAN,80287,51021,26461,0.000766002,0.00200295,0.5,1.0,6.0,3.0
112,0,0,0,NAN,NAN,77794,49727,27643,0.000726277,0.00211627,0.5,1.0,6.0,3.0
113,0,0,0,NAN,NAN,76622,49135,29833,0.000776539,0.00169276,0.5,1.0,6.0,3.0
114,0,0,0,NAN,NAN,78423,50006,28589,0.000637568,0.00139914,0.5,1.0,6.0,3.0
115,0,0,0,NAN,NAN,78608,49922,29081,0.000642428,0.00149582,0.5,1.0,6.0,3.0
116,0,0,0,NAN,NAN,79058,50182,27989,0.000556553,0.00153632,0.5,1.0,6.0,3.0
117,0,0,0,NAN,NAN,78233,49793,28772,0.00049212,0.000973168,0.5,1.0,6.0,3.0
118,0,0,0,NAN,NAN,78536,50107,28600,0.000375624,0.00103147,0.5,1.0,6.0,3.0
119,0,0,0,NAN,NAN,78549,49912,27152,0.0003501,0.000718179,0.5,1.0,6.0,3.0
120,0,0,0,NAN,NAN,77129,49023,29645,0.000278754,0.000910778,0.5,1.0,6.0,3.0
121,0,0,0,NAN,NAN,78495,49985,29069,0.000318492,0.000894424,0.5,1.0,6.0,3.0
122,0,0,0,NAN,NAN,79032,50315,29089,0.000284695,0.00104851,0.5,1.0,6.0,3.0
123,0,0,0,NAN,NAN,79643,50590,27503,0.000332735,0.000599935,0.5,1.0,6.0,3.0
124,0,0,0,NAN,NAN,78102,49967,27533,0.000249674,0.000762721,0.5,1.0,6.0,3.0
125,0,0,0,NAN,NAN,76986,49337,28940,0.000279272,0.000846579,0.5,1.0,6.0,3.0
126,0,0,0,NAN,NAN,77867,49621,30568,0.00032106,0.000605208,0.5,1.0,6.0,3.0
127,0,0,0,NAN,NAN,80225,50622,27857,0.000317856,0.00075385,0.5,1.0,6.0,3.0
128,0,0,0,NAN,NAN,79184,50149,28224,0.000265205,0.000389739,0.5,1.0,6.0,3.0
129,0,0,0,NAN,NAN,78475,50106,28140,0.000197515,0.000497512,0.5,1.0,6.0,3.0
130,0,0,0,NAN,NAN,77995,50078,28679,0.000198731,0.000801981,0.5,1.0,6.0,3.0
131,0,0,0,NAN,NAN,78417,50123,28318,0.000255047,0.000653295,0.5,1.0,6.0,3.0
132,0,0,0,NAN,NAN,78071,50031,28522,0.000268986,0.00103429,0.5,1.0,6.0,3.0
133,0,0,0,NAN,NAN,78307,50163,28333,0.000357567,0.000635302,0.5,1.0,6.0,3.0
134,0,0,0,NAN,NAN,78215,49970,28133,0.000287669,0.000550954,0.5,1.0,6.0,3.0
135,0,0,0,NAN,NAN,78142,49950,28657,0.000198357,0.000663014,0.5,1.0,6.0,3.0
136,0,0,0,NAN,NAN,78419,50003,28853,0.000267792,0.00045056,0.5,1.0,6.0,3.0
137,0,0,0,NAN,NAN,78976,50236,28141,0.000240579,0.000461959,0.5,1.0,6.0,3.0
138,0,0,0,NAN,NAN,78471,50102,28176,0.000203897,0.000479131,0.5,1.0,6.0,3.0
139,0,0,0,NAN,NAN,78051,49753,27746,0.0002114,0.000504577,0.5,1.0,6.0,3.0
140,0,0,0,NAN,NAN,77388,49140,29858,0.000219672,0.000736821,0.5,1.0,6.0,3.0
141,0,0,0,NAN,NAN,78983,49954,29046,0.000215236,0.000516422,0.5,1.0,6.0,3.0
142,0,0,0,NAN,NAN,79386,49901,28199,0.000195249,0.000372354,0.5,1.0,6.0,3.0
143,0,0,0,NAN,NAN,78519,49653,29633,0.000171933,0.000489319,0.5,1.0,6.0,3.0
144,0,0,0,NAN,NAN,79190,50111,29432,0.000189418,0.000152895,0.5,1.0,6.0,3.0
145,0,0,0,NAN,NAN,79949,50599,27638,0.000137588,0.00052464,0.5,1.0,6.0,3.0
146,0,0,0,NAN,NAN,78638,49850,27371,0.000158956,0.00029228,0.5,1.0,6.0,3.0
147,0,0,0,NAN,NAN,77001,49016,30231,0.000142855,0.000181932,0.5,1.0,6.0,3.0
148,0,0,0,NAN,NAN,79056,50196,30167,8.85448e-05,0.000397786,0.5,1.0,6.0,3.0
149,0,0,0,NAN,NAN,80710,50938,27171,0.00014868,0.000239226,0.5,1.0,6.0,3.0
150,0,0,0,NAN,NAN,78875,50124,27398,0.000139461,0.000328491,0.5,1.0,6.0,3.0
151,0,0,0,NAN,NAN,77294,49640,29210,0.000116439,0.000256761,0.5,1.0,6.0,3.0
152,0,0,0,NAN,NAN,78315,50186,29367,9.57671e-05,0.000357544,0.5,1.0,6.0,3.0
153,0,0,0,NAN,NAN,79262,50517,27594,0.000107239,0.000199319,0.5,1.0,6.0,3.0
154,0,0,0,NAN,NAN,77970,49589,28035,9.61908e-05,0.000231853,0.5,1.0,6.0,3.0
155,0,0,0,NAN,NAN,77513,49263,29049,7.74064e-05,0.000240972,0.5,1.0,6.0,3.0
156,0,0,0,NAN,NAN,78307,49784,30002,6.38513e-05,0.000183321,0.5,1.0,6.0,3.0
157,0,0,0,NAN,NAN,79838,50384,27171,5.63641e-05,0.000165618,0.5,1.0,6.0,3.0
158,0,0,0,NAN,NAN,78040,49523,28465,4.48488e-05,0.00019322,0.5,1.0,6.0,3.0
159,0,0,0,NAN,NAN,78006,49742,29420,5.76879e-05,8.49762e-05,0.5,1.0,6.0,3.0
160,0,0,0,NAN,NAN,78781,50160,28346,3.80802e-05,0.000141113,0.5,1.0,6.0,3.0
161,0,0,0,NAN,NAN,78670,50078,27877,5.7201e-05,0.000143487,0.5,1.0,6.0,3.0
162,0,0,0,NAN,NAN,77986,49583,28179,4.48799e-05,5.32311e-05,0.5,1.0,6.0,3.0
163,0,0,0,NAN,NAN,77477,49369,29139,5.16282e-05,0.000102955,0.5,1.0,6.0,3.0
164,0,0,0,NAN,NAN,78073,49397,29240,5.76384e-05,1.70999e-05,0.5,1.0,6.0,3.0
165,0,0,0,NAN,NAN,79116,49956,29738,3.15992e-05,8.40675e-05,0.5,1.0,6.0,3.0
166,0,0,0,NAN,NAN,80301,50760,28640,3.73594e-05,0.000104749,0.5,1.0,6.0,3.0
167,0,0,0,NAN,NAN,79832,50791,27141,3.75789e-05,7.36893e-05,0.5,1.0,6.0,3.0
168,0,0,0,NAN,NAN,78029,50111,27922,3.84472e-05,0.000107442,0.5,1.0,6.0,3.0
169,0,0,0,NAN,NAN,77303,49767,29254,1.94042e-05,0.000222192,0.5,1.0,6.0,3.0
170,0,0,0,NAN,NAN,78494,50283,27691,3.18496e-05,0.000144451,0.5,1.0,6.0,3.0
171,0,0,0,NAN,NAN,77765,49626,28062,3.21481e-05,0.000178177,0.5,1.0,6.0,3.0
172,0,0,0,NAN,NAN,77420,49384,30196,4.5208e-05,9.93509e-05,0.5,1.0,6.0,3.0
173,0,0,0,NAN,NAN,79347,50305,28843,3.78086e-05,5.20057e-05,0.5,1.0,6.0,3.0
174,0,0,0,NAN,NAN,79774,50571,28139,1.25354e-05,0.000213227,0.5,1.0,6.0,3.0
175,0,0,0,NAN,NAN,78881,50261,28348,4.43706e-05,0.0,0.5,1.0,6.0,3.0
176,0,0,0,NAN,NAN,78440,50115,29590,3.18715e-05,0.000101386,0.5,1.0,6.0,3.0
177,0,0,0,NAN,NAN,79452,50523,28382,3.77586e-05,7.04672e-05,0.5,1.0,6.0,3.0
178,0,0,0,NAN,NAN,79147,50166,27727,6.31736e-06,5.40989e-05,0.5,1.0,6.0,3.0
179,0,0,0,NAN,NAN,78045,49716,28727,6.40656e-06,8.70261e-05,0.5,1.0,6.0,3.0
180,0,0,0,NAN,NAN,78028,49740,28734,1.92239e-05,1.7401e-05,0.5,1.0,6.0,3.0
181,0,0,0,NAN,NAN,78668,50248,29381,1.27116e-05,3.40356e-05,0.5,1.0,6.0,3.0
182,0,0,0,NAN,NAN,79618,50638,28074,2.51199e-05,0.0,0.5,1.0,6.0,3.0
183,0,0,0,NAN,NAN,78859,50343,28351,0.0,3.52721e-05,0.5,1.0,6.0,3.0
184,0,0,0,NAN,NAN,78645,50182,28647,0.0,6.98153e-05,0.5,1.0,6.0,3.0
185,0,0,0,NAN,NAN,78528,49996,28468,6.36716e-06,1.75636e-05,0.5,1.0,6.0,3.0
186,0,0,0,NAN,NAN,78400,49772,28818,6.37755e-06,0.0,0.5,1.0,6.0,3.0
187,0,0,0,NAN,NAN,78589,49853,29022,6.36221e-06,1.72283e-05,0.5,1.0,6.0,3.0
188,0,0,0,NAN,NAN,79069,50285,28450,6.32359e-06,0.0,0.5,1.0,6.0,3.0
189,0,0,0,NAN,NAN,79031,50261,27945,6.32663e-06,0.0,0.5,1.0,6.0,3.0
190,0,0,0,NAN,NAN,77813,49604,29102,0.0,0.0,0.5,1.0,6.0,3.0

