generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78449,49260,49260,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
2,78316,49270,49270,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
3,80169,50482,50482,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
4,80856,50944,50944,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
5,79137,50359,50359,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
6,77674,49795,49795,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
7,78550,49915,49915,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
8,79120,50127,50127,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
9,79067,49916,49916,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
10,78306,49680,49680,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
11,78467,49949,49949,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
12,101763,50308,50308,0.192484,0.211787,0.192484,0.211787,0.5,0.0,3.75,0.0,6.0,linear
13,110094,47537,47537,0.289724,0.335475,0.289724,0.335475,0.5,0.0,3.75,0.0,6.0,linear
14,105724,43161,43161,0.326413,0.407108,0.326311,0.406905,0.5,0.0,3.75,0.0,6.0,linear
15,102660,38312,38312,0.361581,0.484361,0.361284,0.483766,0.5,0.0,3.75,0.0,6.0,linear
16,102993,34141,34141,0.394834,0.553839,0.39401,0.552169,0.5,0.0,3.75,0.0,6.0,linear
17,102252,29696,29696,0.422916,0.613498,0.421361,0.610209,0.5,0.0,3.75,0.0,6.0,linear
18,101187,25675,25675,0.445885,0.658668,0.444213,0.654649,0.5,0.0,3.75,0.0,6.0,linear
19,99680,22902,22902,0.463836,0.689617,0.462693,0.684896,0.5,0.0,3.75,0.0,6.0,linear
20,97162,20590,20590,0.477948,0.71262,0.477855,0.707315,0.5,0.0,3.75,0.0,6.0,linear
21,94330,18527,18527,0.490403,0.729248,0.493397,0.725915,0.5,0.0,3.75,0.0,6.0,linear
22,91273,16882,16882,0.499834,0.738827,0.507312,0.738881,0.5,0.0,3.75,0.0,6.0,linear
23,88787,15694,15694,0.508522,0.748468,0.522418,0.754988,0.5,0.0,3.75,0.0,6.0,linear
24,86549,14693,14693,0.517071,0.756172,0.537121,0.767167,0.5,0.0,3.75,0.0,6.0,linear
25,84126,13811,13811,0.525044,0.76181,0.551042,0.777032,0.5,0.0,3.75,0.0,6.0,linear
26,81893,12956,12956,0.533209,0.770848,0.567129,0.792481,0.5,0.0,3.75,0.0,6.0,linear
27,79531,12108,12108,0.541254,0.777864,0.580988,0.804004,0.5,0.0,3.75,0.0,6.0,linear
28,77457,11328,11328,0.550468,0.78657,0.596932,0.817555,0.5,0.0,3.75,0.0,6.0,linear
29,75737,10665,10665,0.561044,0.796822,0.613753,0.83108,0.5,0.0,3.75,0.0,6.0,linear
30,73468,9919,9919,0.56975,0.804906,0.627112,0.841719,0.5,0.0,3.75,0.0,6.0,linear
31,71736,9167,9167,0.580401,0.813695,0.642937,0.853688,0.5,0.0,3.75,0.0,6.0,linear
32,69311,8429,8429,0.590199,0.822459,0.65406,0.862479,0.5,0.0,3.75,0.0,6.0,linear
33,67764,7858,7858,0.600077,0.829804,0.66802,0.871457,0.5,0.0,3.75,0.0,6.0,linear
34,65586,7191,7191,0.612513,0.83799,0.682901,0.881544,0.5,0.0,3.75,0.0,6.0,linear
35,63142,6605,6605,0.625958,0.847007,0.698586,0.891803,0.5,0.0,3.75,0.0,6.0,linear
36,61163,6002,6002,0.638596,0.855841,0.714405,0.902096,0.5,0.0,3.75,0.0,6.0,linear
37,59377,5404,5404,0.654627,0.867414,0.731114,0.911861,0.5,0.0,3.75,0.0,6.0,linear
38,57143,4695,4695,0.672861,0.878918,0.748909,0.921591,0.5,0.0,3.75,0.0,6.0,linear
39,54680,4061,4061,0.691561,0.892252,0.765506,0.930812,0.5,0.0,3.75,0.0,6.0,linear
40,52686,3461,3461,0.712362,0.904337,0.784648,0.940752,0.5,0.0,3.75,0.0,6.0,linear
41,50266,2927,2927,0.736106,0.91465,0.80582,0.949696,0.5,0.0,3.75,0.0,6.0,linear
42,48215,2428,2428,0.757094,0.925729,0.824357,0.957522,0.5,0.0,3.75,0.0,6.0,linear
43,46192,2016,2016,0.780444,0.936729,0.844704,0.965463,0.5,0.0,3.75,0.0,6.0,linear
44,44193,1622,1622,0.806027,0.946363,0.864839,0.9714,0.5,0.0,3.75,0.0,6.0,linear
45,42282,1261,1261,0.830237,0.956408,0.884716,0.977432,0.5,0.0,3.75,0.0,6.0,linear
46,41245,972,972,0.853093,0.964236,0.902715,0.982151,0.5,0.0,3.75,0.0,6.0,linear
47,39740,752,752,0.878811,0.970722,0.921284,0.986095,0.5,0.0,3.75,0.0,6.0,linear
48,38298,581,581,0.900837,0.977784,0.936081,0.9897,0.5,0.0,3.75,0.0,6.0,linear
49,37340,411,411,0.922368,0.984588,0.950623,0.993057,0.5,0.0,3.75,0.0,6.0,linear
50,36828,265,265,0.94259,0.990384,0.964115,0.996122,0.5,0.0,3.75,0.0,6.0,linear
51,35780,172,172,0.957296,0.993849,0.973422,0.997795,0.5,0.0,3.75,0.0,6.0,linear
52,35235,110,110,0.970127,0.995896,0.981811,0.998716,0.5,0.0,3.75,0.0,6.0,linear
53,35051,60,60,0.980875,0.997597,0.988988,0.999378,0.5,0.0,3.75,0.0,6.0,linear
54,34422,29,29,0.988471,0.998786,0.993903,0.999567,0.5,0.0,3.75,0.0,6.0,linear
55,34140,20,20,0.993342,0.999241,0.996846,0.999737,0.5,0.0,3.75,0.0,6.0,linear
56,33988,12,12,0.99586,0.999589,0.998136,0.999824,0.5,0.0,3.75,0.0,6.0,linear
57,33883,7,7,0.997641,0.999676,0.998821,0.999823,0.5,0.0,3.75,0.0,6.0,linear
58,33931,3,3,0.998557,0.999853,0.999205,0.999971,0.5,0.0,3.75,0.0,6.0,linear
59,33726,3,3,0.999259,0.999881,0.999585,1.0,0.5,0.0,3.75,0.0,6.0,linear
60,33755,1,1,0.999423,0.999941,0.999719,1.0,0.5,0.0,3.75,0.0,6.0,linear
61,33899,1,1,0.999661,0.999971,0.999838,1.0,0.5,0.0,3.75,0.0,6.0,linear
62,33846,1,1,0.999852,0.99997,0.999956,1.0,0.5,0.0,3.75,0.0,6.0,linear
63,33870,0,0,0.999926,1.0,0.99997,1.0,0.5,0.0,3.75,0.0,6.0,linear

