generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78655,49463,49463,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
2,78044,48969,48969,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
3,79092,49901,49901,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
4,79761,50477,50477,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
5,78994,50198,50198,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
6,78695,50320,50320,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
7,78540,50305,50305,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
8,78214,49914,49914,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
9,77248,49242,49242,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
10,78629,49850,49850,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
11,80493,50792,50792,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,6.0,linear
12,84293,50645,50645,0.0456312,0.0514459,0.0456312,0.0514459,0.5,0.0,0.75,0.0,6.0,linear
13,84537,49453,49453,0.0752613,0.0909131,0.0752613,0.0909131,0.5,0.0,0.75,0.0,6.0,linear
14,82516,47878,47878,0.0900961,0.120324,0.0900024,0.120137,0.5,0.0,0.75,0.0,6.0,linear
15,81903,46291,46291,0.104442,0.149677,0.104177,0.149146,0.5,0.0,0.75,0.0,6.0,linear
16,81606,44713,44713,0.118608,0.179489,0.117949,0.178169,0.5,0.0,0.75,0.0,6.0,linear
17,83656,44339,44339,0.131585,0.205544,0.130472,0.203309,0.5,0.0,0.75,0.0,6.0,linear
18,84714,43852,43852,0.140232,0.223737,0.138693,0.220493,0.5,0.0,0.75,0.0,6.0,linear
19,84523,43148,43148,0.14775,0.239303,0.146195,0.235928,0.5,0.0,0.75,0.0,6.0,linear
20,84746,42841,42841,0.152995,0.25106,0.151882,0.248132,0.5,0.0,0.75,0.0,6.0,linear
21,84977,42443,42443,0.155604,0.256482,0.15543,0.254831,0.5,0.0,0.75,0.0,6.0,linear
22,85128,42178,42178,0.161522,0.267971,0.162456,0.267914,0.5,0.0,0.75,0.0,6.0,linear
23,85849,41902,41902,0.164184,0.273063,0.166919,0.27566,0.5,0.0,0.75,0.0,6.0,linear
24,85830,41629,41629,0.165565,0.276596,0.170544,0.282566,0.5,0.0,0.75,0.0,6.0,linear
25,86500,41767,41767,0.166513,0.278267,0.174742,0.289862,0.5,0.0,0.75,0.0,6.0,linear
26,86115,41666,41666,0.167389,0.280183,0.178582,0.296433,0.5,0.0,0.75,0.0,6.0,linear
27,86172,41580,41580,0.167654,0.281088,0.182334,0.303268,0.5,0.0,0.75,0.0,6.0,linear
28,85931,41598,41598,0.168439,0.283519,0.185557,0.309652,0.5,0.0,0.75,0.0,6.0,linear
29,86520,41550,41550,0.169032,0.283543,0.18945,0.314681,0.5,0.0,0.75,0.0,6.0,linear
30,86253,41538,41538,0.168761,0.282844,0.193887,0.321346,0.5,0.0,0.75,0.0,6.0,linear
31,86201,41534,41534,0.16948,0.283676,0.198423,0.328599,0.5,0.0,0.75,0.0,6.0,linear
32,86158,41674,41674,0.168709,0.282608,0.201924,0.33508,0.5,0.0,0.75,0.0,6.0,linear
33,86281,41729,41729,0.169646,0.28459,0.206151,0.342444,0.5,0.0,0.75,0.0,6.0,linear
34,86521,41750,41750,0.168676,0.283046,0.208682,0.346939,0.5,0.0,0.75,0.0,6.0,linear
35,86237,41763,41763,0.169135,0.284834,0.213555,0.355529,0.5,0.0,0.75,0.0,6.0,linear
36,85736,41443,41443,0.168248,0.282813,0.216285,0.359515,0.5,0.0,0.75,0.0,6.0,linear
37,85463,41091,41091,0.169068,0.283797,0.221379,0.367231,0.5,0.0,0.75,0.0,6.0,linear
38,86072,41339,41339,0.168437,0.282379,0.223652,0.371331,0.5,0.0,0.75,0.0,6.0,linear
39,86260,41350,41350,0.166522,0.279244,0.225701,0.374522,0.5,0.0,0.75,0.0,6.0,linear
40,86743,41587,41587,0.168387,0.282544,0.230322,0.382086,0.5,0.0,0.75,0.0,6.0,linear
41,86437,41609,41609,0.168382,0.282116,0.234689,0.388736,0.5,0.0,0.75,0.0,6.0,linear
42,85827,41496,41496,0.169679,0.284763,0.239654,0.397069,0.5,0.0,0.75,0.0,6.0,linear
43,85856,41434,41434,0.169983,0.285316,0.243478,0.402793,0.5,0.0,0.75,0.0,6.0,linear
44,86218,41516,41516,0.16997,0.285799,0.246905,0.408779,0.5,0.0,0.75,0.0,6.0,linear
45,86258,41399,41399,0.170356,0.285715,0.250855,0.41432,0.5,0.0,0.75,0.0,6.0,linear
46,85851,41194,41194,0.170785,0.286779,0.254013,0.419317,0.5,0.0,0.75,0.0,6.0,linear
47,86026,41467,41467,0.170264,0.285684,0.25617,0.422691,0.5,0.0,0.75,0.0,6.0,linear
48,86401,41516,41516,0.169951,0.285112,0.260006,0.428122,0.5,0.0,0.75,0.0,6.0,linear
49,86479,41582,41582,0.17068,0.287103,0.264086,0.435156,0.5,0.0,0.75,0.0,6.0,linear
50,85761,41193,41193,0.171053,0.287607,0.266413,0.438902,0.5,0.0,0.75,0.0,6.0,linear
51,85571,41187,41187,0.171996,0.289795,0.270808,0.445137,0.5,0.0,0.75,0.0,6.0,linear
52,86093,41301,41301,0.171904,0.288849,0.273895,0.44918,0.5,0.0,0.75,0.0,6.0,linear
53,86260,41267,41267,0.171875,0.288993,0.276545,0.453092,0.5,0.0,0.75,0.0,6.0,linear
54,86243,41208,41208,0.170474,0.287573,0.278883,0.457762,0.5,0.0,0.75,0.0,6.0,linear
55,86297,41300,41300,0.170286,0.286935,0.280622,0.460295,0.5,0.0,0.75,0.0,6.0,linear
56,86649,41392,41392,0.170296,0.285656,0.284917,0.466292,0.5,0.0,0.75,0.0,6.0,linear
57,86599,41370,41370,0.170304,0.285669,0.288175,0.471121,0.5,0.0,0.75,0.0,6.0,linear
58,86332,41388,41388,0.169316,0.284053,0.290196,0.473986,0.5,0.0,0.75,0.0,6.0,linear
59,85506,41038,41038,0.170319,0.285844,0.294219,0.47955,0.5,0.0,0.75,0.0,6.0,linear
60,86375,41548,41548,0.168974,0.284052,0.296402,0.482732,0.5,0.0,0.75,0.0,6.0,linear
61,86258,41407,41407,0.168956,0.28387,0.297867,0.484692,0.5,0.0,0.75,0.0,6.0,linear
62,86605,41381,41381,0.169967,0.284962,0.30151,0.491009,0.5,0.0,0.75,0.0,6.0,linear
63,86040,41304,41304,0.168563,0.282617,0.303568,0.494787,0.5,0.0,0.75,0.0,6.0,linear
64,85914,41427,41427,0.170122,0.285592,0.307458,0.499726,0.5,0.0,0.75,0.0,6.0,linear
65,86143,41505,41505,0.168953,0.283523,0.310638,0.503796,0.5,0.0,0.75,0.0,6.0,linear
66,85789,41447,41447,0.168975,0.283736,0.312686,0.507262,0.5,0.0,0.75,0.0,6.0,linear
67,86099,41396,41396,0.169411,0.284748,0.316869,0.512413,0.5,0.0,0.75,0.0,6.0,linear
68,86224,41530,41530,0.170045,0.285537,0.320953,0.518319,0.5,0.0,0.75,0.0,6.0,linear
69,86322,41716,41716,0.169656,0.284781,0.323329,0.52213,0.5,0.0,0.75,0.0,6.0,linear
70,85888,41438,41438,0.170647,0.286527,0.325814,0.525911,0.5,0.0,0.75,0.0,6.0,linear
71,85495,41134,41134,0.170565,0.286573,0.330082,0.531769,0.5,0.0,0.75,0.0,6.0,linear
72,85663,41166,41166,0.17063,0.28647,0.332596,0.535307,0.5,0.0,0.75,0.0,6.0,linear
73,86128,41229,41229,0.172266,0.289623,0.336247,0.539987,0.5,0.0,0.75,0.0,6.0,linear
74,86648,41295,41295,0.171188,0.287911,0.33825,0.54295,0.5,0.0,0.75,0.0,6.0,linear
75,85677,41179,41179,0.170614,0.28702,0.339898,0.544865,0.5,0.0,0.75,0.0,6.0,linear
76,86146,41370,41370,0.17157,0.289073,0.343003,0.548831,0.5,0.0,0.75,0.0,6.0,linear
77,86469,41498,41498,0.171638,0.288989,0.344795,0.550616,0.5,0.0,0.75,0.0,6.0,linear
78,85961,41216,41216,0.171702,0.289308,0.346393,0.553675,0.5,0.0,0.75,0.0,6.0,linear
