generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,77867,48967,48967,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
2,78078,49194,49194,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
3,79660,50221,50221,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
4,80271,50883,50883,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
5,78922,50276,50276,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
6,76973,49504,49504,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
7,77600,49577,49577,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
8,79231,50139,50139,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
9,80712,50654,50654,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
10,78733,49938,49938,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
11,78089,49823,49823,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,6.0,linear
12,85353,49754,49754,0.0769608,0.0884147,0.0769608,0.0884147,0.5,0.0,1.25,0.0,6.0,linear
13,88470,48509,48509,0.124962,0.154427,0.124962,0.154427,0.5,0.0,1.25,0.0,6.0,linear
14,86153,46198,46198,0.150012,0.204278,0.149834,0.20392,0.5,0.0,1.25,0.0,6.0,linear
15,84866,43763,43763,0.175131,0.256637,0.174546,0.255467,0.5,0.0,1.25,0.0,6.0,linear
16,85621,41730,41730,0.198793,0.305102,0.197607,0.302705,0.5,0.0,1.25,0.0,6.0,linear
17,85625,39577,39577,0.218013,0.345044,0.216223,0.34132,0.5,0.0,1.25,0.0,6.0,linear
18,86297,37940,37940,0.232632,0.375787,0.230219,0.370548,0.5,0.0,1.25,0.0,6.0,linear
19,86465,36471,36471,0.243884,0.400329,0.241394,0.39419,0.5,0.0,1.25,0.0,6.0,linear
20,86998,35577,35577,0.252365,0.417982,0.250674,0.412261,0.5,0.0,1.25,0.0,6.0,linear
21,87212,34703,34703,0.258539,0.429949,0.258315,0.42537,0.5,0.0,1.25,0.0,6.0,linear
22,87590,34425,34425,0.262736,0.437931,0.265277,0.436447,0.5,0.0,1.25,0.0,6.0,linear
23,87761,34216,34216,0.265179,0.443387,0.271658,0.447429,0.5,0.0,1.25,0.0,6.0,linear
24,87028,33628,33628,0.268109,0.448944,0.279055,0.458812,0.5,0.0,1.25,0.0,6.0,linear
25,87049,33266,33266,0.269285,0.451124,0.284894,0.46762,0.5,0.0,1.25,0.0,6.0,linear
26,86636,33106,33106,0.270434,0.453532,0.29079,0.476563,0.5,0.0,1.25,0.0,6.0,linear
27,87126,33042,33042,0.271085,0.454019,0.298073,0.48568,0.5,0.0,1.25,0.0,6.0,linear
