generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78128,49147,49147,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
2,78055,48961,48961,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
3,79359,49977,49977,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
4,80882,50917,50917,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
5,78637,50156,50156,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
6,77015,49408,49408,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
7,78345,49996,49996,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
8,78844,50073,50073,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
9,78617,49842,49842,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
10,78693,49896,49896,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
11,78324,49655,49655,0.0,0.0,0.0,0.0,0.5,0.0,4.25,0.0,6.0,linear
12,104341,50047,50047,0.211057,0.23001,0.211057,0.23001,0.5,0.0,4.25,0.0,6.0,linear
13,115260,47776,47776,0.311885,0.354421,0.311885,0.354421,0.5,0.0,4.25,0.0,6.0,linear
14,109526,42969,42969,0.347607,0.426057,0.347483,0.425811,0.5,0.0,4.25,0.0,6.0,linear
15,107224,38240,38240,0.383089,0.501747,0.382704,0.500977,0.5,0.0,4.25,0.0,6.0,linear
16,107149,34069,34069,0.413702,0.568106,0.412858,0.566331,0.5,0.0,4.25,0.0,6.0,linear
17,106651,29774,29774,0.440636,0.625093,0.439195,0.621962,0.5,0.0,4.25,0.0,6.0,linear
18,105725,25897,25897,0.462334,0.667691,0.460537,0.663306,0.5,0.0,4.25,0.0,6.0,linear
19,104151,23087,23087,0.478479,0.695823,0.477425,0.691378,0.5,0.0,4.25,0.0,6.0,linear
20,101849,20804,20804,0.491858,0.716297,0.492304,0.712895,0.5,0.0,4.25,0.0,6.0,linear
21,99557,18919,18919,0.503748,0.732586,0.506975,0.731023,0.5,0.0,4.25,0.0,6.0,linear
22,97058,17508,17508,0.515001,0.74672,0.52144,0.746351,0.5,0.0,4.25,0.0,6.0,linear
23,94263,16143,16143,0.523515,0.756825,0.535554,0.760721,0.5,0.0,4.25,0.0,6.0,linear
24,91797,15008,15008,0.533084,0.765977,0.551023,0.774394,0.5,0.0,4.25,0.0,6.0,linear
25,89278,13869,13869,0.542751,0.774409,0.566486,0.78702,0.5,0.0,4.25,0.0,6.0,linear
26,87046,13106,13106,0.550136,0.780509,0.579153,0.797049,0.5,0.0,4.25,0.0,6.0,linear
27,84664,12333,12333,0.558991,0.789163,0.593521,0.809595,0.5,0.0,4.25,0.0,6.0,linear
28,82139,11228,11228,0.570697,0.802086,0.610285,0.824919,0.5,0.0,4.25,0.0,6.0,linear
29,79951,10306,10306,0.581657,0.809331,0.626683,0.836362,0.5,0.0,4.25,0.0,6.0,linear
30,77461,9614,9614,0.592744,0.819479,0.642195,0.850025,0.5,0.0,4.25,0.0,6.0,linear
31,75487,8861,8861,0.603028,0.827387,0.6568,0.860937,0.5,0.0,4.25,0.0,6.0,linear
32,73354,8186,8186,0.614561,0.832639,0.67179,0.868875,0.5,0.0,4.25,0.0,6.0,linear
33,71016,7494,7494,0.626281,0.842196,0.687006,0.879253,0.5,0.0,4.25,0.0,6.0,linear
34,68828,6884,6884,0.638815,0.850271,0.702665,0.889091,0.5,0.0,4.25,0.0,6.0,linear
35,66866,6249,6249,0.6502,0.859595,0.716446,0.900292,0.5,0.0,4.25,0.0,6.0,linear
36,64828,5654,5654,0.66575,0.869002,0.734312,0.909812,0.5,0.0,4.25,0.0,6.0,linear
37,62313,5022,5022,0.681172,0.878771,0.750244,0.918962,0.5,0.0,4.25,0.0,6.0,linear
38,60506,4475,4475,0.698268,0.889171,0.766649,0.928157,0.5,0.0,4.25,0.0,6.0,linear
39,58483,3907,3907,0.714873,0.898407,0.782662,0.936352,0.5,0.0,4.25,0.0,6.0,linear
40,56323,3412,3412,0.733663,0.908816,0.800207,0.943154,0.5,0.0,4.25,0.0,6.0,linear
