generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78454,49394,49394,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
2,78284,49394,49394,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
3,79512,50090,50090,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
4,79577,50175,50175,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
5,78862,50191,50191,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
6,77784,49925,49925,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
7,77658,49654,49654,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
8,78543,49837,49837,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
9,79067,50201,50201,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
10,78891,50122,50122,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
11,77678,49695,49695,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,6.0,linear
12,85176,50538,50538,0.0608274,0.0685882,0.0608274,0.0685882,0.5,0.0,1.0,0.0,6.0,linear
13,87147,49444,49444,0.0984594,0.118896,0.0984594,0.118896,0.5,0.0,1.0,0.0,6.0,linear
14,83958,46868,46868,0.118838,0.157997,0.118737,0.157794,0.5,0.0,1.0,0.0,6.0,linear
15,82415,44855,44855,0.136469,0.195965,0.136225,0.195476,0.5,0.0,1.0,0.0,6.0,linear
16,84504,43910,43910,0.152201,0.228846,0.151319,0.227064,0.5,0.0,1.0,0.0,6.0,linear
17,85917,42883,42883,0.166276,0.258548,0.164723,0.2554,0.5,0.0,1.0,0.0,6.0,linear
18,86012,41614,41614,0.178314,0.283663,0.176249,0.279332,0.5,0.0,1.0,0.0,6.0,linear
19,86380,41010,41010,0.187786,0.302809,0.185575,0.297899,0.5,0.0,1.0,0.0,6.0,linear
20,87820,40983,40983,0.193674,0.315347,0.191932,0.310829,0.5,0.0,1.0,0.0,6.0,linear
