generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78361,49110,49110,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
2,78205,49061,49061,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
3,79383,49958,49958,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
4,80221,50785,50785,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
5,79170,50473,50473,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
6,77769,49992,49992,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
7,77448,49959,49959,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
8,77776,49824,49824,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
9,78818,49951,49951,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
10,79037,49920,49920,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
11,78987,50131,50131,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
12,108581,50028,50028,0.235671,0.25069,0.235671,0.25069,0.5,0.0,5.0,0.0,6.0,linear
13,119933,47168,47168,0.337818,0.375054,0.337818,0.375054,0.5,0.0,5.0,0.0,6.0,linear
14,117226,43562,43562,0.366961,0.433467,0.366871,0.433287,0.5,0.0,5.0,0.0,6.0,linear
15,115610,39649,39649,0.395642,0.496914,0.395362,0.496354,0.5,0.0,5.0,0.0,6.0,linear
16,116048,36077,36077,0.420911,0.552557,0.420271,0.55127,0.5,0.0,5.0,0.0,6.0,linear
17,115706,32379,32379,0.444215,0.602213,0.443085,0.599789,0.5,0.0,5.0,0.0,6.0,linear
18,114638,28823,28823,0.463178,0.640628,0.461658,0.637158,0.5,0.0,5.0,0.0,6.0,linear
19,113847,26280,26280,0.477212,0.667082,0.47585,0.662768,0.5,0.0,5.0,0.0,6.0,linear
20,112570,24405,24405,0.48677,0.683331,0.486362,0.679472,0.5,0.0,5.0,0.0,6.0,linear
21,110758,22942,22942,0.494909,0.695935,0.495696,0.692397,0.5,0.0,5.0,0.0,6.0,linear
22,109736,21727,21727,0.504704,0.708578,0.508725,0.707578,0.5,0.0,5.0,0.0,6.0,linear
23,107644,20660,20660,0.51142,0.717621,0.519696,0.720742,0.5,0.0,5.0,0.0,6.0,linear
24,106090,19748,19748,0.51708,0.724683,0.529521,0.731247,0.5,0.0,5.0,0.0,6.0,linear
25,104635,18833,18833,0.521657,0.730754,0.53813,0.740738,0.5,0.0,5.0,0.0,6.0,linear
26,103282,18026,18026,0.527935,0.737742,0.54957,0.752293,0.5,0.0,5.0,0.0,6.0,linear
27,101627,17255,17255,0.533682,0.742284,0.561368,0.762585,0.5,0.0,5.0,0.0,6.0,linear
28,100036,16614,16614,0.53862,0.749106,0.570895,0.773233,0.5,0.0,5.0,0.0,6.0,linear
29,98850,15954,15954,0.544838,0.756502,0.581646,0.784394,0.5,0.0,5.0,0.0,6.0,linear
30,97501,15383,15383,0.549726,0.761083,0.591014,0.793554,0.5,0.0,5.0,0.0,6.0,linear
31,96067,14790,14790,0.55619,0.769319,0.602369,0.805236,0.5,0.0,5.0,0.0,6.0,linear
