generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78581,49650,49650,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
2,78545,49504,49504,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
3,79595,50221,50221,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
4,79494,50384,50384,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
5,79541,50749,50749,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
6,77317,49705,49705,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
7,76573,49279,49279,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
8,79031,50321,50321,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
9,79959,50442,50442,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
10,78030,49500,49500,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
11,78163,49751,49751,0.0,0.0,0.0,0.0,0.5,0.0,3.5,0.0,6.0,linear
12,100881,50721,50721,0.17756,0.1926,0.17756,0.1926,0.5,0.0,3.5,0.0,6.0,linear
13,109505,48735,48735,0.266471,0.301191,0.266471,0.301191,0.5,0.0,3.5,0.0,6.0,linear
14,104428,44464,44464,0.298529,0.364545,0.2984,0.364289,0.5,0.0,3.5,0.0,6.0,linear
15,102454,40674,40674,0.326358,0.425874,0.325971,0.425101,0.5,0.0,3.5,0.0,6.0,linear
16,103380,37881,37881,0.349801,0.477302,0.348994,0.475688,0.5,0.0,3.5,0.0,6.0,linear
17,103670,34766,34766,0.371713,0.525345,0.37004,0.521889,0.5,0.0,3.5,0.0,6.0,linear
18,103402,31894,31894,0.390542,0.563649,0.388652,0.559431,0.5,0.0,3.5,0.0,6.0,linear
19,102447,29570,29570,0.402913,0.589284,0.401536,0.585,0.5,0.0,3.5,0.0,6.0,linear
20,102162,28123,28123,0.412083,0.607764,0.41132,0.603157,0.5,0.0,3.5,0.0,6.0,linear
21,101389,26567,26567,0.419445,0.621267,0.42091,0.618496,0.5,0.0,3.5,0.0,6.0,linear
22,100394,25433,25433,0.426228,0.631908,0.430873,0.632641,0.5,0.0,3.5,0.0,6.0,linear
23,99013,24392,24392,0.431068,0.639579,0.439419,0.643769,0.5,0.0,3.5,0.0,6.0,linear
24,97838,23722,23722,0.435356,0.647074,0.448662,0.6558,0.5,0.0,3.5,0.0,6.0,linear
25,96895,23184,23184,0.437904,0.649792,0.457123,0.66484,0.5,0.0,3.5,0.0,6.0,linear
26,96307,22833,22833,0.439729,0.651768,0.465056,0.673273,0.5,0.0,3.5,0.0,6.0,linear
27,96205,22543,22543,0.443496,0.657629,0.473816,0.684879,0.5,0.0,3.5,0.0,6.0,linear
28,95580,22114,22114,0.44687,0.662036,0.483556,0.695713,0.5,0.0,3.5,0.0,6.0,linear
29,94714,21493,21493,0.450439,0.668299,0.491538,0.705745,0.5,0.0,3.5,0.0,6.0,linear
30,93873,21056,21056,0.453046,0.672546,0.500167,0.7167,0.5,0.0,3.5,0.0,6.0,linear
31,92982,20565,20565,0.454951,0.6754,0.508305,0.72594,0.5,0.0,3.5,0.0,6.0,linear
32,92498,20224,20224,0.457412,0.6779,0.515738,0.733402,0.5,0.0,3.5,0.0,6.0,linear
33,91825,19840,19840,0.459575,0.681993,0.522982,0.742279,0.5,0.0,3.5,0.0,6.0,linear
34,91630,19616,19616,0.464167,0.686661,0.531934,0.751542,0.5,0.0,3.5,0.0,6.0,linear
35,90936,19157,19157,0.465907,0.688269,0.538021,0.75844,0.5,0.0,3.5,0.0,6.0,linear
36,90159,19005,19005,0.467331,0.690838,0.544714,0.76543,0.5,0.0,3.5,0.0,6.0,linear
37,89491,18685,18685,0.469799,0.692574,0.55198,0.771927,0.5,0.0,3.5,0.0,6.0,linear
38,88946,18413,18413,0.47136,0.695917,0.559236,0.779257,0.5,0.0,3.5,0.0,6.0,linear
39,88787,18188,18188,0.474577,0.699942,0.566389,0.785953,0.5,0.0,3.5,0.0,6.0,linear
40,87913,17854,17854,0.476015,0.701491,0.572286,0.790724,0.5,0.0,3.5,0.0,6.0,linear
41,87319,17467,17467,0.476626,0.701855,0.57818,0.795726,0.5,0.0,3.5,0.0,6.0,linear
42,87357,17379,17379,0.480656,0.706327,0.585089,0.802734,0.5,0.0,3.5,0.0,6.0,linear
43,86571,17103,17103,0.480978,0.705821,0.590338,0.807256,0.5,0.0,3.5,0.0,6.0,linear
44,86066,16825,16825,0.48245,0.707826,0.597326,0.814538,0.5,0.0,3.5,0.0,6.0,linear
45,85578,16817,16817,0.483763,0.7085,0.601879,0.818646,0.5,0.0,3.5,0.0,6.0,linear
46,85507,16780,16780,0.484815,0.710451,0.605802,0.821899,0.5,0.0,3.5,0.0,6.0,linear
47,85025,16408,16408,0.488675,0.715637,0.613217,0.829328,0.5,0.0,3.5,0.0,6.0,linear
48,84123,16149,16149,0.49026,0.718851,0.617236,0.8331,0.5,0.0,3.5,0.0,6.0,linear
49,84110,15992,15992,0.492436,0.720525,0.623734,0.837983,0.5,0.0,3.5,0.0,6.0,linear
50,83727,15651,15651,0.494779,0.722991,0.629209,0.842398,0.5,0.0,3.5,0.0,6.0,linear
51,83072,15388,15388,0.496189,0.725072,0.633025,0.845642,0.5,0.0,3.5,0.0,6.0,linear
52,82066,15106,15106,0.499278,0.728785,0.638694,0.849956,0.5,0.0,3.5,0.0,6.0,linear
53,81108,14927,14927,0.500962,0.730594,0.643287,0.85458,0.5,0.0,3.5,0.0,6.0,linear
54,80956,14594,14594,0.504147,0.734752,0.649533,0.859872,0.5,0.0,3.5,0.0,6.0,linear
55,80079,14196,14196,0.50468,0.736614,0.651939,0.861127,0.5,0.0,3.5,0.0,6.0,linear
56,79902,13967,13967,0.509341,0.739027,0.660279,0.865429,0.5,0.0,3.5,0.0,6.0,linear
57,79129,13773,13773,0.513499,0.7433,0.66555,0.870157,0.5,0.0,3.5,0.0,6.0,linear
58,78155,13297,13297,0.517695,0.748778,0.671875,0.875984,0.5,0.0,3.5,0.0,6.0,linear
59,77401,12974,12974,0.519335,0.752298,0.676635,0.880795,0.5,0.0,3.5,0.0,6.0,linear
60,76813,12675,12675,0.523353,0.753937,0.681965,0.883152,0.5,0.0,3.5,0.0,6.0,linear
61,75731,12544,12544,0.525167,0.755937,0.686497,0.886053,0.5,0.0,3.5,0.0,6.0,linear
62,75178,12278,12278,0.527188,0.758263,0.69234,0.890974,0.5,0.0,3.5,0.0,6.0,linear
63,74757,12133,12133,0.529,0.758362,0.695477,0.893137,0.5,0.0,3.5,0.0,6.0,linear
64,74589,12024,12024,0.530701,0.759621,0.700949,0.895733,0.5,0.0,3.5,0.0,6.0,linear
65,74114,11771,11771,0.533695,0.763988,0.704916,0.899092,0.5,0.0,3.5,0.0,6.0,linear
66,73696,11508,11508,0.537159,0.768179,0.710873,0.902433,0.5,0.0,3.5,0.0,6.0,linear
67,72844,11288,11288,0.540561,0.771042,0.715017,0.905394,0.5,0.0,3.5,0.0,6.0,linear
68,71958,10918,10918,0.543327,0.774587,0.719622,0.90813,0.5,0.0,3.5,0.0,6.0,linear
69,71030,10591,10591,0.547737,0.777541,0.72444,0.911081,0.5,0.0,3.5,0.0,6.0,linear
70,69887,10161,10161,0.553996,0.785177,0.728829,0.914968,0.5,0.0,3.5,0.0,6.0,linear
71,69507,9771,9771,0.55836,0.787376,0.735541,0.917072,0.5,0.0,3.5,0.0,6.0,linear
72,68646,9606,9606,0.561909,0.788728,0.738417,0.918116,0.5,0.0,3.5,0.0,6.0,linear
73,67525,9393,9393,0.567102,0.794016,0.744651,0.92153,0.5,0.0,3.5,0.0,6.0,linear
74,66541,8981,8981,0.572013,0.799991,0.749946,0.92481,0.5,0.0,3.5,0.0,6.0,linear
75,65675,8620,8620,0.577359,0.804403,0.754958,0.928998,0.5,0.0,3.5,0.0,6.0,linear
76,64993,8183,8183,0.584163,0.809458,0.761687,0.932187,0.5,0.0,3.5,0.0,6.0,linear
77,63513,7857,7857,0.589362,0.81393,0.76635,0.934864,0.5,0.0,3.5,0.0,6.0,linear
78,62330,7406,7406,0.597127,0.820865,0.775035,0.938506,0.5,0.0,3.5,0.0,6.0,linear
79,61032,6975,6975,0.605581,0.827163,0.783454,0.943371,0.5,0.0,3.5,0.0,6.0,linear
80,59530,6534,6534,0.613154,0.831244,0.788861,0.94581,0.5,0.0,3.5,0.0,6.0,linear
81,58510,6242,6242,0.624317,0.839648,0.797592,0.949307,0.5,0.0,3.5,0.0,6.0,linear
82,56852,5709,5709,0.631619,0.844075,0.804341,0.953155,0.5,0.0,3.5,0.0,6.0,linear
83,55922,5445,5445,0.643938,0.851455,0.812942,0.957224,0.5,0.0,3.5,0.0,6.0,linear
