generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78457,49317,49317,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
2,78340,49048,49048,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
3,79871,49976,49976,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
4,79911,50270,50270,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
5,79364,50369,50369,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
6,78388,49894,49894,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
7,77548,49444,49444,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
8,78037,49692,49692,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
9,78837,50005,50005,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
10,78820,50050,50050,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
11,79249,50394,50394,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,6.0,linear
12,94914,50679,50679,0.133922,0.14479,0.133922,0.14479,0.5,0.0,2.5,0.0,6.0,linear
13,99261,48370,48370,0.20581,0.234298,0.20581,0.234298,0.5,0.0,2.5,0.0,6.0,linear
14,95771,45195,45195,0.231559,0.285806,0.231461,0.28561,0.5,0.0,2.5,0.0,6.0,linear
15,95064,42746,42746,0.254544,0.335917,0.254014,0.334856,0.5,0.0,2.5,0.0,6.0,linear
16,96414,40863,40863,0.276818,0.384326,0.275835,0.382352,0.5,0.0,2.5,0.0,6.0,linear
17,96310,37976,37976,0.296707,0.426653,0.295426,0.423974,0.5,0.0,2.5,0.0,6.0,linear
18,96224,35734,35734,0.312099,0.459064,0.310379,0.4552,0.5,0.0,2.5,0.0,6.0,linear
19,97406,34738,34738,0.323271,0.48237,0.321282,0.477313,0.5,0.0,2.5,0.0,6.0,linear
20,97674,33767,33767,0.328804,0.495522,0.327405,0.490648,0.5,0.0,2.5,0.0,6.0,linear
21,97303,32798,32798,0.333556,0.505783,0.333592,0.502704,0.5,0.0,2.5,0.0,6.0,linear
22,97205,32090,32090,0.336736,0.512553,0.339277,0.512138,0.5,0.0,2.5,0.0,6.0,linear
23,96976,31629,31629,0.340372,0.519514,0.346423,0.5236,0.5,0.0,2.5,0.0,6.0,linear
24,96473,31199,31199,0.341218,0.521452,0.351588,0.531336,0.5,0.0,2.5,0.0,6.0,linear
25,96799,31113,31113,0.344701,0.528435,0.359341,0.54345,0.5,0.0,2.5,0.0,6.0,linear
26,96473,30811,30811,0.345279,0.529705,0.364557,0.550244,0.5,0.0,2.5,0.0,6.0,linear
27,96133,30682,30682,0.345431,0.530916,0.369793,0.558345,0.5,0.0,2.5,0.0,6.0,linear
28,96464,30671,30671,0.347141,0.53277,0.377087,0.567872,0.5,0.0,2.5,0.0,6.0,linear
29,96359,30595,30595,0.3484,0.534605,0.382325,0.574456,0.5,0.0,2.5,0.0,6.0,linear
30,96102,30366,30366,0.348755,0.535429,0.387828,0.582178,0.5,0.0,2.5,0.0,6.0,linear
31,96067,30425,30425,0.347898,0.534165,0.391371,0.587253,0.5,0.0,2.5,0.0,6.0,linear
32,96564,30393,30393,0.349017,0.535455,0.397943,0.595062,0.5,0.0,2.5,0.0,6.0,linear
