generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78402,49288,49288,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
2,78442,49345,49345,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
3,79236,49814,49814,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
4,79622,50177,50177,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
5,79260,50240,50240,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
6,79249,50434,50434,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
7,78871,50250,50250,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
8,77530,49505,49505,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
9,77273,49474,49474,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
10,79211,50454,50454,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
11,79691,50639,50639,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,6.0,linear
12,108209,49887,49887,0.240322,0.259106,0.240322,0.259106,0.5,0.0,5.0,0.0,6.0,linear
13,119310,46624,46624,0.348224,0.393812,0.348224,0.393812,0.5,0.0,5.0,0.0,6.0,linear
14,115989,42310,42310,0.38119,0.462247,0.381123,0.462113,0.5,0.0,5.0,0.0,6.0,linear
15,113760,37713,37713,0.415891,0.537982,0.415523,0.537247,0.5,0.0,5.0,0.0,6.0,linear
16,113402,32985,32985,0.449759,0.609387,0.448798,0.607388,0.5,0.0,5.0,0.0,6.0,linear
17,112488,28159,28159,0.480391,0.670319,0.478935,0.667111,0.5,0.0,5.0,0.0,6.0,linear
18,110332,23711,23711,0.504811,0.716365,0.50327,0.712308,0.5,0.0,5.0,0.0,6.0,linear
19,108605,20441,20441,0.524228,0.74842,0.522814,0.743509,0.5,0.0,5.0,0.0,6.0,linear
20,105491,17748,17748,0.540988,0.770377,0.541198,0.765962,0.5,0.0,5.0,0.0,6.0,linear
21,101879,15472,15472,0.554727,0.785879,0.55769,0.78336,0.5,0.0,5.0,0.0,6.0,linear
22,98266,13749,13749,0.5676,0.796634,0.574534,0.796506,0.5,0.0,5.0,0.0,6.0,linear
23,94417,12634,12634,0.579682,0.804469,0.592095,0.807999,0.5,0.0,5.0,0.0,6.0,linear
24,90684,11567,11567,0.593985,0.816271,0.611672,0.822711,0.5,0.0,5.0,0.0,6.0,linear
25,87398,10320,10320,0.606521,0.82685,0.630147,0.837926,0.5,0.0,5.0,0.0,6.0,linear
26,84798,9445,9445,0.619282,0.83606,0.648073,0.850045,0.5,0.0,5.0,0.0,6.0,linear
27,81929,8646,8646,0.633261,0.846906,0.667361,0.864935,0.5,0.0,5.0,0.0,6.0,linear
28,79113,7651,7651,0.648616,0.858552,0.686036,0.8785,0.5,0.0,5.0,0.0,6.0,linear
29,76288,6666,6666,0.665619,0.869741,0.706707,0.891813,0.5,0.0,5.0,0.0,6.0,linear
