generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78416,49217,49217,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
2,78489,49431,49431,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
3,79480,49969,49969,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
4,79436,50431,50431,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
5,79814,50584,50584,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
6,78535,50102,50102,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
7,78012,49892,49892,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
8,77370,49446,49446,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
9,78105,49661,49661,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
10,79664,50315,50315,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
11,80385,50914,50914,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,6.0,linear
12,106569,50729,50729,0.220794,0.236975,0.220794,0.236975,0.5,0.0,4.5,0.0,6.0,linear
13,115412,47373,47373,0.319956,0.358467,0.319956,0.358467,0.5,0.0,4.5,0.0,6.0,linear
14,112047,43546,43546,0.349243,0.420109,0.349195,0.420013,0.5,0.0,4.5,0.0,6.0,linear
15,111114,39557,39557,0.379132,0.484716,0.37887,0.484191,0.5,0.0,4.5,0.0,6.0,linear
16,111127,35905,35905,0.40547,0.543504,0.404561,0.541647,0.5,0.0,4.5,0.0,6.0,linear
17,110525,31964,31964,0.429794,0.59506,0.428398,0.592026,0.5,0.0,4.5,0.0,6.0,linear
18,109981,28447,28447,0.450969,0.63637,0.449288,0.632422,0.5,0.0,4.5,0.0,6.0,linear
19,109143,25871,25871,0.465973,0.663951,0.464439,0.65913,0.5,0.0,4.5,0.0,6.0,linear
20,107269,23651,23651,0.47775,0.684173,0.477553,0.680543,0.5,0.0,4.5,0.0,6.0,linear
21,105414,21913,21913,0.486839,0.698791,0.488769,0.696667,0.5,0.0,4.5,0.0,6.0,linear
22,103676,20762,20762,0.495492,0.710087,0.500667,0.710509,0.5,0.0,4.5,0.0,6.0,linear
23,101826,19545,19545,0.502096,0.718122,0.511869,0.72268,0.5,0.0,4.5,0.0,6.0,linear
24,99944,18454,18454,0.510704,0.729957,0.525018,0.738315,0.5,0.0,4.5,0.0,6.0,linear
25,98402,17490,17490,0.517297,0.737218,0.536223,0.748815,0.5,0.0,4.5,0.0,6.0,linear
