generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78349,49502,49502,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
2,78538,49574,49574,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
3,79087,49992,49992,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
4,79538,50397,50397,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
5,79345,50182,50182,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
6,78302,49602,49602,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
7,78015,49574,49574,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
8,78872,49958,49958,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
9,80073,50446,50446,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
10,78586,49841,49841,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
11,78282,49713,49713,0.0,0.0,0.0,0.0,0.5,0.0,2.75,0.0,6.0,linear
12,95072,49847,49847,0.148462,0.162373,0.148462,0.162373,0.5,0.0,2.75,0.0,6.0,linear
13,101751,48205,48205,0.224692,0.259133,0.224692,0.259133,0.5,0.0,2.75,0.0,6.0,linear
14,98590,44857,44857,0.254502,0.316106,0.254452,0.316006,0.5,0.0,2.75,0.0,6.0,linear
15,95939,41223,41223,0.283235,0.379329,0.28282,0.3785,0.5,0.0,2.75,0.0,6.0,linear
16,96898,38712,38712,0.309636,0.435643,0.308753,0.433841,0.5,0.0,2.75,0.0,6.0,linear
17,96835,35688,35688,0.331526,0.483224,0.329909,0.479795,0.5,0.0,2.75,0.0,6.0,linear
18,97395,32941,32941,0.348527,0.518169,0.346501,0.513534,0.5,0.0,2.75,0.0,6.0,linear
19,96601,30782,30782,0.361964,0.545878,0.360082,0.540603,0.5,0.0,2.75,0.0,6.0,linear
