generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_cas,rate_has_cas,drive_efficiency,total_germline_resistance_rate,drop_ratio,low_density_growth_rate,density_growth_curve
1,78438,49345,49345,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
2,78383,49076,49076,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
3,79489,50096,50096,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
4,80425,50695,50695,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
5,79114,50357,50357,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
6,78399,50096,50096,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
7,77827,49798,49798,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
8,78433,49774,49774,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
9,78778,49748,49748,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
10,79545,50380,50380,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
11,79704,50761,50761,0.0,0.0,0.0,0.0,0.5,0.0,3.75,0.0,6.0,linear
12,100589,50232,50232,0.190314,0.206556,0.190314,0.206556,0.5,0.0,3.75,0.0,6.0,linear
13,109760,47976,47976,0.283957,0.322311,0.283957,0.322311,0.5,0.0,3.75,0.0,6.0,linear
14,105854,43754,43754,0.317457,0.388461,0.317349,0.388244,0.5,0.0,3.75,0.0,6.0,linear
15,103590,39510,39510,0.347821,0.454459,0.347471,0.45376,0.5,0.0,3.75,0.0,6.0,linear
16,103336,35727,35727,0.376098,0.517335,0.375442,0.515961,0.5,0.0,3.75,0.0,6.0,linear
17,104237,32550,32550,0.400161,0.569174,0.398945,0.566454,0.5,0.0,3.75,0.0,6.0,linear
18,103530,29240,29240,0.42016,0.609602,0.418397,0.605257,0.5,0.0,3.75,0.0,6.0,linear
19,102732,26669,26669,0.434165,0.636995,0.432729,0.632211,0.5,0.0,3.75,0.0,6.0,linear
20,101359,24769,24769,0.444136,0.655497,0.443831,0.650862,0.5,0.0,3.75,0.0,6.0,linear
21,100437,23194,23194,0.45386,0.669404,0.455639,0.665902,0.5,0.0,3.75,0.0,6.0,linear
22,98600,21742,21742,0.461639,0.681401,0.466762,0.680846,0.5,0.0,3.75,0.0,6.0,linear
23,96723,20778,20778,0.468358,0.689807,0.478678,0.694469,0.5,0.0,3.75,0.0,6.0,linear
24,94561,19833,19833,0.475027,0.699745,0.49046,0.708815,0.5,0.0,3.75,0.0,6.0,linear
25,93389,18883,18883,0.481383,0.709241,0.502906,0.723991,0.5,0.0,3.75,0.0,6.0,linear
26,91961,18065,18065,0.487745,0.717022,0.514944,0.736414,0.5,0.0,3.75,0.0,6.0,linear
27,90215,17182,17182,0.49347,0.723747,0.526741,0.748705,0.5,0.0,3.75,0.0,6.0,linear
28,89174,16654,16654,0.49927,0.728672,0.537689,0.758652,0.5,0.0,3.75,0.0,6.0,linear
29,87298,15920,15920,0.50379,0.734519,0.548922,0.770376,0.5,0.0,3.75,0.0,6.0,linear
30,86070,15550,15550,0.508489,0.738967,0.558263,0.779423,0.5,0.0,3.75,0.0,6.0,linear
31,84621,14873,14873,0.513783,0.744898,0.570026,0.789332,0.5,0.0,3.75,0.0,6.0,linear
32,83853,14245,14245,0.519622,0.752285,0.581109,0.800855,0.5,0.0,3.75,0.0,6.0,linear
33,82265,13512,13512,0.524889,0.757234,0.592168,0.809798,0.5,0.0,3.75,0.0,6.0,linear
34,80881,13077,13077,0.532108,0.765492,0.604897,0.821323,0.5,0.0,3.75,0.0,6.0,linear
35,78711,12372,12372,0.538234,0.772105,0.61554,0.83174,0.5,0.0,3.75,0.0,6.0,linear
36,77932,11821,11821,0.545839,0.778554,0.628026,0.84148,0.5,0.0,3.75,0.0,6.0,linear
37,76497,11215,11215,0.551718,0.783691,0.63782,0.848613,0.5,0.0,3.75,0.0,6.0,linear
38,74921,10667,10667,0.559572,0.7905,0.648949,0.856781,0.5,0.0,3.75,0.0,6.0,linear
39,73386,10050,10050,0.567183,0.79587,0.657783,0.861987,0.5,0.0,3.75,0.0,6.0,linear
40,71873,9625,9625,0.57386,0.801229,0.66753,0.86894,0.5,0.0,3.75,0.0,6.0,linear
41,70358,9120,9120,0.581524,0.808234,0.67783,0.877278,0.5,0.0,3.75,0.0,6.0,linear
42,68404,8590,8590,0.587811,0.812822,0.687571,0.883852,0.5,0.0,3.75,0.0,6.0,linear
43,67055,8155,8155,0.595996,0.818446,0.697752,0.891048,0.5,0.0,3.75,0.0,6.0,linear
44,65545,7596,7596,0.606805,0.828093,0.710945,0.899418,0.5,0.0,3.75,0.0,6.0,linear
45,64162,6935,6935,0.617289,0.838555,0.723202,0.909051,0.5,0.0,3.75,0.0,6.0,linear
46,62453,6344,6344,0.630477,0.848311,0.735574,0.915927,0.5,0.0,3.75,0.0,6.0,linear
47,60363,5753,5753,0.642316,0.856924,0.747655,0.922955,0.5,0.0,3.75,0.0,6.0,linear
48,58461,5219,5219,0.656509,0.865545,0.761007,0.92947,0.5,0.0,3.75,0.0,6.0,linear
49,56496,4649,4649,0.672223,0.876305,0.775621,0.936325,0.5,0.0,3.75,0.0,6.0,linear
50,54549,4134,4134,0.689576,0.884545,0.79005,0.943004,0.5,0.0,3.75,0.0,6.0,linear
51,52376,3673,3673,0.708623,0.896888,0.806258,0.94947,0.5,0.0,3.75,0.0,6.0,linear
52,50250,3130,3130,0.72744,0.906724,0.821463,0.955311,0.5,0.0,3.75,0.0,6.0,linear
53,48557,2660,2660,0.748593,0.916548,0.836937,0.960652,0.5,0.0,3.75,0.0,6.0,linear
54,46943,2323,2323,0.76687,0.924062,0.847908,0.965236,0.5,0.0,3.75,0.0,6.0,linear
55,45293,1961,1961,0.786859,0.932979,0.865778,0.97032,0.5,0.0,3.75,0.0,6.0,linear
56,43980,1636,1636,0.810196,0.94279,0.882395,0.975356,0.5,0.0,3.75,0.0,6.0,linear
57,42256,1327,1327,0.829632,0.951156,0.896411,0.97961,0.5,0.0,3.75,0.0,6.0,linear
58,41171,1084,1084,0.850977,0.960294,0.910601,0.984949,0.5,0.0,3.75,0.0,6.0,linear
59,39884,853,853,0.872446,0.968534,0.924426,0.988071,0.5,0.0,3.75,0.0,6.0,linear
60,38497,618,618,0.895916,0.975805,0.939027,0.990463,0.5,0.0,3.75,0.0,6.0,linear
61,37613,467,467,0.916981,0.982737,0.95152,0.99318,0.5,0.0,3.75,0.0,6.0,linear
62,36798,319,319,0.936013,0.987963,0.9629,0.995441,0.5,0.0,3.75,0.0,6.0,linear
63,35860,219,219,0.952635,0.991794,0.972282,0.997021,0.5,0.0,3.75,0.0,6.0,linear
64,35324,153,153,0.96656,0.994674,0.980569,0.998058,0.5,0.0,3.75,0.0,6.0,linear
65,34965,84,84,0.976437,0.996901,0.98655,0.998901,0.5,0.0,3.75,0.0,6.0,linear
66,34702,51,51,0.984714,0.998086,0.990943,0.999343,0.5,0.0,3.75,0.0,6.0,linear
67,34323,31,31,0.990247,0.998812,0.994333,0.999652,0.5,0.0,3.75,0.0,6.0,linear
68,34088,20,20,0.99428,0.999298,0.99646,0.999795,0.5,0.0,3.75,0.0,6.0,linear
69,33912,10,10,0.996674,0.999706,0.997807,0.999912,0.5,0.0,3.75,0.0,6.0,linear
70,33871,8,8,0.998023,0.999646,0.998702,0.999852,0.5,0.0,3.75,0.0,6.0,linear
71,33863,6,6,0.998628,0.999764,0.999174,0.999911,0.5,0.0,3.75,0.0,6.0,linear
72,33668,3,3,0.999139,0.999822,0.999436,0.99997,0.5,0.0,3.75,0.0,6.0,linear
73,33809,1,1,0.999438,0.999911,0.999601,1.0,0.5,0.0,3.75,0.0,6.0,linear
74,33945,1,1,0.999632,0.999941,0.999764,1.0,0.5,0.0,3.75,0.0,6.0,linear
75,33698,1,1,0.999763,0.999941,0.999822,1.0,0.5,0.0,3.75,0.0,6.0,linear
76,33909,1,1,0.999897,0.999971,0.999926,1.0,0.5,0.0,3.75,0.0,6.0,linear
77,34003,0,0,0.999971,1.0,0.999985,1.0,0.5,0.0,3.75,0.0,6.0,linear

