generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77953,48709,48709,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
2,77535,48618,48618,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
3,79868,49923,49923,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
4,80760,50704,50704,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
5,79047,50077,50077,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
6,77243,49418,49418,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
7,78608,50148,50148,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
8,79694,50655,50655,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
9,78026,49745,49745,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
10,77324,49538,49538,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
11,78511,50145,50145,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
12,85147,50592,50592,0.0563444,0.0653237,0.0,0.0,0.5,0.9,6.0,linear
13,86105,49213,48869,0.0971475,0.122312,0.0,0.0,0.5,0.9,6.0,linear
14,84072,47598,46588,0.120709,0.169116,0.000572577,0.0,0.5,0.9,6.0,linear
15,83944,46579,44534,0.146782,0.220857,0.00218942,0.0,0.5,0.9,6.0,linear
16,85007,45723,42196,0.173384,0.273246,0.00571535,0.0,0.5,0.9,6.0,linear
17,85312,44705,39356,0.201908,0.326411,0.0107764,0.0,0.5,0.9,6.0,linear
18,85169,43710,36362,0.229915,0.376801,0.0186378,0.0,0.5,0.9,6.0,linear
19,85822,42824,33420,0.256689,0.422541,0.0287483,0.0,0.5,0.9,6.0,linear
20,85318,41711,30345,0.282156,0.463906,0.0398403,0.0,0.5,0.9,6.0,linear
21,85075,40622,27200,0.306057,0.502758,0.0534509,0.0,0.5,0.9,6.0,linear
22,85272,39499,24203,0.331239,0.539764,0.0690615,0.0,0.5,0.9,6.0,linear
23,85194,38475,21284,0.353668,0.573212,0.084365,0.0,0.5,0.9,6.0,linear
24,85178,37717,18866,0.373848,0.601722,0.0998906,0.0,0.5,0.9,6.0,linear
25,85246,36847,16442,0.393921,0.630635,0.115287,0.0,0.5,0.9,6.0,linear
26,85102,35957,14363,0.410249,0.654484,0.130077,0.0,0.5,0.9,6.0,linear
27,84300,34734,12216,0.427917,0.677355,0.143972,0.0,0.5,0.9,6.0,linear
28,84317,33852,10461,0.443478,0.699279,0.156666,0.0,0.5,0.9,6.0,linear
29,83861,33014,8982,0.458766,0.718911,0.16913,0.0,0.5,0.9,6.0,linear
