generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78019,48981,48981,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
2,78169,49121,49121,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
3,80707,50660,50660,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
4,80551,50959,50959,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
5,78915,50488,50488,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
6,76635,49491,49491,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
7,77006,49146,49146,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
8,78333,49568,49568,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
9,79411,50083,50083,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
10,79602,50430,50430,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
11,78745,50416,50416,0.0,0.0,0.0,0.0,0.5,0.175,6.0,linear
12,78734,49713,49713,0.0123809,0.014781,0.0,0.0,0.5,0.175,6.0,linear
13,79583,49538,49469,0.0211154,0.0277696,0.0,0.0,0.5,0.175,6.0,linear
14,79669,49192,48945,0.027285,0.0402988,0.0,0.0,0.5,0.175,6.0,linear
15,79735,48910,48431,0.0346425,0.0548992,0.0,0.0,0.5,0.175,6.0,linear
16,79946,48647,47899,0.0420729,0.0698158,0.0,0.0,0.5,0.175,6.0,linear
17,80951,49116,48022,0.05117,0.0871454,0.0,0.0,0.5,0.175,6.0,linear
18,81517,49185,47670,0.0585975,0.101905,0.0,0.0,0.5,0.175,6.0,linear
19,81829,49289,47455,0.0666981,0.117516,0.0,0.0,0.5,0.175,6.0,linear
20,82046,49205,46975,0.0741374,0.132016,0.0,0.0,0.5,0.175,6.0,linear
21,81942,48835,46211,0.0813576,0.146039,0.0,0.0,0.5,0.175,6.0,linear
22,82190,48510,45523,0.0897241,0.161915,0.0,0.0,0.5,0.175,6.0,linear
23,82366,48315,44977,0.0981075,0.177567,0.0,0.0,0.5,0.175,6.0,linear
24,83044,47984,44294,0.107445,0.194439,0.0,0.0,0.5,0.175,6.0,linear
25,83395,47805,43761,0.116199,0.210616,0.0,0.0,0.5,0.175,6.0,linear
26,84317,47990,43517,0.121957,0.221345,0.0,0.0,0.5,0.175,6.0,linear
27,84922,48301,43505,0.130444,0.236871,0.0,0.0,0.5,0.175,6.0,linear
28,85081,48092,42946,0.137947,0.250489,0.0,0.0,0.5,0.175,6.0,linear
29,84592,47630,42122,0.147054,0.266656,0.0,0.0,0.5,0.175,6.0,linear
30,84252,47059,41257,0.154401,0.279751,0.0,0.0,0.5,0.175,6.0,linear
31,83836,46254,40094,0.163489,0.295995,0.0,0.0,0.5,0.175,6.0,linear
32,84808,46187,39624,0.170856,0.309247,0.0,0.0,0.5,0.175,6.0,linear
33,85361,46101,39202,0.178622,0.322815,0.0,0.0,0.5,0.175,6.0,linear
