generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77808,49116,49116,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
2,78045,49107,49107,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
3,80656,50464,50464,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
4,80130,50532,50532,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
5,77528,49472,49472,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
6,77406,49558,49558,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
7,78901,50065,50065,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
8,78922,50043,50043,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
9,77532,49268,49268,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
10,78562,49930,49930,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
11,79311,50283,50283,0.0,0.0,0.0,0.0,0.5,0.075,6.0,linear
12,80264,50673,50673,0.00509761,0.00611898,0.0,0.0,0.5,0.075,6.0,linear
13,79389,50208,50169,0.00948189,0.0122745,0.0,0.0,0.5,0.075,6.0,linear
14,78256,49603,49476,0.0126349,0.0187332,8.39216e-05,0.0,0.5,0.075,6.0,linear
15,78640,49775,49465,0.0162163,0.026398,0.000316144,0.0,0.5,0.075,6.0,linear
16,78676,49330,48831,0.0201422,0.0339262,0.000853955,0.0,0.5,0.075,6.0,linear
17,78961,49379,48627,0.0248399,0.0432193,0.00187011,0.0,0.5,0.075,6.0,linear
18,79555,49293,48201,0.0280058,0.0494697,0.0031051,0.0,0.5,0.075,6.0,linear
19,78946,48826,47399,0.0326707,0.0585093,0.0050068,0.0,0.5,0.075,6.0,linear
20,79202,48877,47085,0.0367658,0.0666508,0.00725081,0.0,0.5,0.075,6.0,linear
21,79831,49221,46964,0.0405766,0.0743123,0.0100291,0.0,0.5,0.075,6.0,linear
22,79756,49107,46342,0.0445295,0.081975,0.0136212,0.0,0.5,0.075,6.0,linear
23,78941,48766,45461,0.0492861,0.090939,0.0173779,0.0,0.5,0.075,6.0,linear
24,79303,48701,44785,0.0526366,0.0971704,0.0218922,0.0,0.5,0.075,6.0,linear
25,79789,48699,44091,0.0563683,0.104443,0.0262451,0.0,0.5,0.075,6.0,linear
26,79687,48509,43280,0.0603016,0.112214,0.0311473,0.0,0.5,0.075,6.0,linear
27,79594,48218,42310,0.0648653,0.120889,0.0364155,0.0,0.5,0.075,6.0,linear
28,79243,47813,41216,0.0691126,0.128779,0.0417336,0.0,0.5,0.075,6.0,linear
29,79506,47913,40672,0.0739075,0.13817,0.0473421,0.0,0.5,0.075,6.0,linear
30,80176,48089,39999,0.076757,0.142975,0.053287,0.0,0.5,0.075,6.0,linear
31,80554,48332,39430,0.0810417,0.151216,0.0595271,0.0,0.5,0.075,6.0,linear
32,80142,48152,38458,0.0847586,0.158232,0.0644986,0.0,0.5,0.075,6.0,linear
33,79469,47628,37294,0.0880927,0.16449,0.071088,0.0,0.5,0.075,6.0,linear
34,80170,47868,36793,0.0918603,0.171385,0.0784136,0.0,0.5,0.075,6.0,linear
35,79982,47686,35726,0.0957256,0.178925,0.0843415,0.0,0.5,0.075,6.0,linear
36,80082,47769,34987,0.100062,0.187107,0.0908727,0.0,0.5,0.075,6.0,linear
37,80635,47875,34336,0.103422,0.193533,0.0970597,0.0,0.5,0.075,6.0,linear
38,80473,47639,33248,0.108381,0.202283,0.103253,0.0,0.5,0.075,6.0,linear
39,80458,47290,32193,0.113034,0.210228,0.109149,0.0,0.5,0.075,6.0,linear
40,79833,46916,31275,0.117833,0.219349,0.11563,0.0,0.5,0.075,6.0,linear
41,80945,47412,30739,0.121907,0.227364,0.121303,0.0,0.5,0.075,6.0,linear
42,81152,47459,30035,0.126038,0.234327,0.127927,0.0,0.5,0.075,6.0,linear
43,81257,47397,29147,0.129536,0.240796,0.134022,0.0,0.5,0.075,6.0,linear
44,80334,46713,28033,0.134545,0.24961,0.140703,0.0,0.5,0.075,6.0,linear
45,80051,46466,27101,0.139135,0.257707,0.144695,0.0,0.5,0.075,6.0,linear
46,81109,46669,26645,0.141751,0.262902,0.149143,0.0,0.5,0.075,6.0,linear
47,81767,46916,26262,0.144122,0.26734,0.154479,0.0,0.5,0.075,6.0,linear
48,81312,46632,25422,0.149567,0.276823,0.160192,0.0,0.5,0.075,6.0,linear
49,81693,46776,24851,0.153763,0.28369,0.16413,0.0,0.5,0.075,6.0,linear
50,81964,46653,24194,0.158981,0.293288,0.168547,0.0,0.5,0.075,6.0,linear
51,82238,46635,23699,0.161202,0.297567,0.173008,0.0,0.5,0.075,6.0,linear
52,81927,46465,22932,0.165588,0.305486,0.17755,0.0,0.5,0.075,6.0,linear
53,81931,46122,22387,0.169673,0.311804,0.181395,0.0,0.5,0.075,6.0,linear
54,82139,46138,21930,0.174335,0.319839,0.184386,0.0,0.5,0.075,6.0,linear
55,82603,46154,21457,0.177628,0.325242,0.186915,0.0,0.5,0.075,6.0,linear
56,82666,45993,20934,0.181986,0.332913,0.190236,0.0,0.5,0.075,6.0,linear
57,82118,45864,20345,0.186296,0.339811,0.192706,0.0,0.5,0.075,6.0,linear
58,83101,46247,20158,0.188656,0.344087,0.196532,0.0,0.5,0.075,6.0,linear
59,83181,46036,19542,0.192631,0.351103,0.199687,0.0,0.5,0.075,6.0,linear
60,82352,45572,18823,0.195175,0.355504,0.203049,0.0,0.5,0.075,6.0,linear
61,82232,45584,18473,0.19918,0.362161,0.205769,0.0,0.5,0.075,6.0,linear
62,82557,45655,18169,0.203415,0.369713,0.208478,0.0,0.5,0.075,6.0,linear
63,83128,45571,17684,0.205246,0.373295,0.211818,0.0,0.5,0.075,6.0,linear
64,82439,45103,17133,0.210086,0.381413,0.213911,0.0,0.5,0.075,6.0,linear
65,82316,44964,16862,0.214683,0.388989,0.216415,0.0,0.5,0.075,6.0,linear
66,82407,45045,16474,0.217274,0.392741,0.218688,0.0,0.5,0.075,6.0,linear
67,83334,45265,16346,0.221901,0.401384,0.220101,0.0,0.5,0.075,6.0,linear
68,83023,44951,15955,0.225888,0.40687,0.221592,0.0,0.5,0.075,6.0,linear
69,83132,44911,15643,0.229737,0.413303,0.223267,0.0,0.5,0.075,6.0,linear
70,82613,44637,15147,0.234554,0.421865,0.225715,0.0,0.5,0.075,6.0,linear
71,83040,44605,14866,0.237378,0.426105,0.227924,0.0,0.5,0.075,6.0,linear
72,82984,44225,14527,0.240861,0.432348,0.229407,0.0,0.5,0.075,6.0,linear
73,82249,43610,13988,0.245411,0.43952,0.231131,0.0,0.5,0.075,6.0,linear
74,82996,43995,13825,0.247632,0.443307,0.232592,0.0,0.5,0.075,6.0,linear
75,82918,43948,13509,0.251373,0.44956,0.233676,0.0,0.5,0.075,6.0,linear
76,83251,43854,13393,0.255101,0.454363,0.235425,0.0,0.5,0.075,6.0,linear
77,83395,43775,13041,0.259252,0.461492,0.236733,0.0,0.5,0.075,6.0,linear
78,83413,43665,12643,0.261246,0.465645,0.238231,0.0,0.5,0.075,6.0,linear
79,83074,43432,12608,0.263909,0.469284,0.239083,0.0,0.5,0.075,6.0,linear
80,82698,43189,12375,0.267007,0.474392,0.240375,0.0,0.5,0.075,6.0,linear
81,83010,43190,12182,0.268345,0.476377,0.24072,0.0,0.5,0.075,6.0,linear
82,83167,42960,11976,0.272672,0.48335,0.241903,0.0,0.5,0.075,6.0,linear
83,83357,42959,11735,0.277108,0.490635,0.242865,0.0,0.5,0.075,6.0,linear
84,83010,42748,11378,0.279466,0.494393,0.245376,0.0,0.5,0.075,6.0,linear
85,82803,42540,11137,0.283826,0.501309,0.246927,0.0,0.5,0.075,6.0,linear
86,82865,42470,10813,0.287212,0.506529,0.249209,0.0,0.5,0.075,6.0,linear
87,83199,42394,10511,0.290412,0.510967,0.250811,0.0,0.5,0.075,6.0,linear
88,82852,42199,10336,0.293501,0.515848,0.252381,0.0,0.5,0.075,6.0,linear
89,83362,41992,10087,0.297273,0.521545,0.253576,0.0,0.5,0.075,6.0,linear
90,82851,41583,9752,0.300488,0.526393,0.253742,0.0,0.5,0.075,6.0,linear
91,83188,41579,9636,0.303666,0.530619,0.254099,0.0,0.5,0.075,6.0,linear
92,82929,41488,9676,0.304978,0.532844,0.254707,0.0,0.5,0.075,6.0,linear
93,82549,41239,9437,0.307683,0.537885,0.25611,0.0,0.5,0.075,6.0,linear
94,82756,41336,9377,0.310658,0.541968,0.256794,0.0,0.5,0.075,6.0,linear
95,82774,41189,9224,0.311969,0.544135,0.258366,0.0,0.5,0.075,6.0,linear
96,82592,41147,9125,0.316349,0.550602,0.259161,0.0,0.5,0.075,6.0,linear
97,82916,40939,8777,0.319094,0.55423,0.259493,0.0,0.5,0.075,6.0,linear
98,82554,40884,8642,0.322016,0.560135,0.260861,0.0,0.5,0.075,6.0,linear
99,82396,40772,8424,0.324944,0.564661,0.26196,0.0,0.5,0.075,6.0,linear
100,82102,40441,8224,0.328466,0.56983,0.261747,0.0,0.5,0.075,6.0,linear
101,82643,40328,7980,0.331841,0.574944,0.262887,0.0,0.5,0.075,6.0,linear
102,82465,40242,7829,0.335384,0.580908,0.264387,0.0,0.5,0.075,6.0,linear
103,82713,40149,7605,0.340072,0.587262,0.265523,0.0,0.5,0.075,6.0,linear
104,82226,39942,7541,0.343564,0.59251,0.265777,0.0,0.5,0.075,6.0,linear
105,82322,39589,7303,0.347745,0.598271,0.266599,0.0,0.5,0.075,6.0,linear
106,81805,39265,7146,0.350774,0.602195,0.266995,0.0,0.5,0.075,6.0,linear
107,81512,38908,6971,0.354009,0.607037,0.267319,0.0,0.5,0.075,6.0,linear
108,81779,39037,6903,0.355959,0.609855,0.267845,0.0,0.5,0.075,6.0,linear
109,81810,39048,6751,0.358697,0.614317,0.268779,0.0,0.5,0.075,6.0,linear
110,81745,38815,6440,0.359989,0.616214,0.269965,0.0,0.5,0.075,6.0,linear
