generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77938,48976,48976,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
2,78295,49304,49304,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
3,80309,50438,50438,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
4,80610,50894,50894,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
5,78325,49994,49994,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
6,76058,49008,49008,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
7,78097,49842,49842,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
8,79087,50119,50119,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
9,78834,49983,49983,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
10,79868,50632,50632,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
11,80843,51043,51043,0.0,0.0,0.0,0.0,0.5,0.4,6.0,linear
12,80263,49773,49773,0.0265885,0.0307735,0.0,0.0,0.5,0.4,6.0,linear
13,79693,48628,48619,0.0454295,0.0577726,0.0,0.0,0.5,0.4,6.0,linear
14,79631,48010,47961,0.0576337,0.0823754,0.0,0.0,0.5,0.4,6.0,linear
15,80116,47302,47200,0.0692268,0.106269,0.0,0.0,0.5,0.4,6.0,linear
16,81240,46921,46766,0.0825114,0.133261,0.0,0.0,0.5,0.4,6.0,linear
17,82092,46528,46302,0.0947001,0.157703,0.0,0.0,0.5,0.4,6.0,linear
18,82098,45574,45290,0.105714,0.180281,0.0,0.0,0.5,0.4,6.0,linear
19,82878,45207,44835,0.115176,0.199719,0.0,0.0,0.5,0.4,6.0,linear
20,83121,44686,44262,0.124101,0.217484,0.0,0.0,0.5,0.4,6.0,linear
21,83816,44363,43905,0.13235,0.23367,0.0,0.0,0.5,0.4,6.0,linear
22,84397,44105,43588,0.138522,0.246022,0.0,0.0,0.5,0.4,6.0,linear
23,83975,43501,42931,0.144816,0.25834,0.0,0.0,0.5,0.4,6.0,linear
24,84509,43046,42466,0.152334,0.273352,0.0,0.0,0.5,0.4,6.0,linear
25,84293,42404,41803,0.157925,0.284336,0.0,0.0,0.5,0.4,6.0,linear
26,84127,41770,41148,0.16466,0.297129,0.0,0.0,0.5,0.4,6.0,linear
27,84332,41373,40721,0.170149,0.308311,0.0,0.0,0.5,0.4,6.0,linear
28,84351,40927,40267,0.174214,0.316815,0.0,0.0,0.5,0.4,6.0,linear
