generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78220,49258,49258,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
2,78232,49339,49339,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
3,79540,50272,50272,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
4,79932,50675,50675,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
5,78760,50223,50223,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
6,77847,49726,49726,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
7,77164,49307,49307,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
8,78923,50066,50066,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
9,79631,50535,50535,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
10,79453,50248,50248,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
11,78243,49787,49787,0.0,0.0,0.0,0.0,0.5,0.375,6.0,linear
12,80454,49806,49806,0.0252991,0.0300038,0.0,0.0,0.5,0.375,6.0,linear
13,81312,49416,49362,0.0434733,0.0563578,0.0,0.0,0.5,0.375,6.0,linear
14,80234,48140,47996,0.0552155,0.0799608,0.000211536,0.0,0.5,0.375,6.0,linear
15,81120,47983,47633,0.0681609,0.105606,0.000866358,0.0,0.5,0.375,6.0,linear
16,81058,47174,46535,0.0795947,0.128652,0.00232498,0.0,0.5,0.375,6.0,linear
17,80332,46002,45026,0.0918246,0.153395,0.00499969,0.0,0.5,0.375,6.0,linear
18,80721,45503,44034,0.102713,0.174529,0.00888689,0.0,0.5,0.375,6.0,linear
19,81672,45331,43239,0.112549,0.193699,0.0137674,0.0,0.5,0.375,6.0,linear
20,82437,44924,42156,0.120601,0.20908,0.0195525,0.0,0.5,0.375,6.0,linear
21,81881,44104,40558,0.129095,0.226023,0.0267429,0.0,0.5,0.375,6.0,linear
22,81631,43462,39030,0.136479,0.240401,0.0352768,0.0,0.5,0.375,6.0,linear
23,82202,43405,37923,0.143619,0.253185,0.0441855,0.0,0.5,0.375,6.0,linear
24,82427,43027,36535,0.150674,0.266124,0.0531386,0.0,0.5,0.375,6.0,linear
25,82962,42906,35441,0.155537,0.275528,0.0624588,0.0,0.5,0.375,6.0,linear
26,83072,42776,34245,0.160767,0.285499,0.0722751,0.0,0.5,0.375,6.0,linear
27,82839,42292,32852,0.164956,0.293323,0.0817735,0.0,0.5,0.375,6.0,linear
28,81748,41493,31266,0.169429,0.301744,0.0908879,0.0,0.5,0.375,6.0,linear
29,82288,41585,30264,0.173788,0.309734,0.0999835,0.0,0.5,0.375,6.0,linear
30,83544,41587,29408,0.178753,0.318462,0.109262,0.0,0.5,0.375,6.0,linear
31,83163,41259,28227,0.181005,0.323014,0.117891,0.0,0.5,0.375,6.0,linear
32,82918,41051,27104,0.184711,0.329631,0.126957,0.0,0.5,0.375,6.0,linear
33,82982,40850,26041,0.188725,0.337495,0.135169,0.0,0.5,0.375,6.0,linear
34,83201,40737,25044,0.192394,0.344231,0.142505,0.0,0.5,0.375,6.0,linear
35,83318,40572,24244,0.195184,0.348479,0.149005,0.0,0.5,0.375,6.0,linear
36,82668,40465,23522,0.197396,0.352526,0.156554,0.0,0.5,0.375,6.0,linear
37,83029,40275,22617,0.198376,0.354559,0.162042,0.0,0.5,0.375,6.0,linear
38,83322,40331,22195,0.200308,0.357732,0.1673,0.0,0.5,0.375,6.0,linear
39,83189,40043,21521,0.202206,0.36189,0.172869,0.0,0.5,0.375,6.0,linear
40,83130,39908,20942,0.203419,0.364581,0.178668,0.0,0.5,0.375,6.0,linear
