generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78306,49262,49262,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
2,78040,49048,49048,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
3,79044,49876,49876,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
4,80576,50858,50858,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
5,79704,50533,50533,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
6,76867,49504,49504,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
7,77381,49696,49696,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
8,78062,49844,49844,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
9,78949,50228,50228,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
10,78797,50175,50175,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
11,78486,50062,50062,0.0,0.0,0.0,0.0,0.5,0.125,6.0,linear
12,79811,50077,50077,0.00837484,0.00997204,0.0,0.0,0.5,0.125,6.0,linear
13,79387,49539,49499,0.0151401,0.0198391,0.0,0.0,0.5,0.125,6.0,linear
14,78409,48955,48840,0.0197805,0.0291826,0.0,0.0,0.5,0.125,6.0,linear
15,79532,49190,48950,0.0248592,0.0392562,0.0,0.0,0.5,0.125,6.0,linear
16,81136,49719,49336,0.0298256,0.049099,0.0,0.0,0.5,0.125,6.0,linear
17,80894,49548,49038,0.0346998,0.05909,0.0,0.0,0.5,0.125,6.0,linear
18,80069,49055,48361,0.0395572,0.0687277,0.0,0.0,0.5,0.125,6.0,linear
19,79880,49002,48128,0.0444486,0.0783695,0.0,0.0,0.5,0.125,6.0,linear
20,80160,48854,47842,0.0494292,0.0882754,0.0,0.0,0.5,0.125,6.0,linear
21,80743,48685,47473,0.0548031,0.0985665,0.0,0.0,0.5,0.125,6.0,linear
22,81545,48756,47334,0.0605356,0.109933,0.0,0.0,0.5,0.125,6.0,linear
