generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77885,49238,49238,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
2,78100,49336,49336,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
3,79430,50190,50190,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
4,79337,50276,50276,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
5,79248,50326,50326,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
6,78159,49764,49764,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
7,78086,49688,49688,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
8,77199,49271,49271,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
9,79109,50224,50224,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
10,79838,50667,50667,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
11,78107,49854,49854,0.0,0.0,0.0,0.0,0.5,0.05,6.0,linear
12,78280,49905,49905,0.0035854,0.00436767,0.0,0.0,0.5,0.05,6.0,linear
13,79000,50220,50218,0.00639926,0.0084396,0.0,0.0,0.5,0.05,6.0,linear
14,79273,50259,50251,0.00772411,0.011268,0.0,0.0,0.5,0.05,6.0,linear
15,78689,49807,49795,0.00973132,0.0150346,0.0,0.0,0.5,0.05,6.0,linear
16,77794,49168,49149,0.0115114,0.0187606,0.0,0.0,0.5,0.05,6.0,linear
17,78707,49282,49257,0.013228,0.0224463,0.0,0.0,0.5,0.05,6.0,linear
18,78968,49402,49368,0.0151139,0.0261038,0.0,0.0,0.5,0.05,6.0,linear
19,80292,49908,49866,0.0166811,0.0292339,0.0,0.0,0.5,0.05,6.0,linear
20,80221,49927,49879,0.0181434,0.0321413,0.0,0.0,0.5,0.05,6.0,linear
21,78942,49121,49071,0.0202171,0.0359507,0.0,0.0,0.5,0.05,6.0,linear
22,78553,48781,48718,0.0206693,0.0372148,0.0,0.0,0.5,0.05,6.0,linear
23,80144,49329,49264,0.0214146,0.0389038,0.0,0.0,0.5,0.05,6.0,linear
24,81349,49943,49867,0.0225452,0.0410845,0.0,0.0,0.5,0.05,6.0,linear
25,81411,50068,49971,0.0238188,0.0434708,0.0,0.0,0.5,0.05,6.0,linear
26,80257,49710,49613,0.0243405,0.0446439,0.0,0.0,0.5,0.05,6.0,linear
27,79423,49338,49249,0.0256478,0.0470103,0.0,0.0,0.5,0.05,6.0,linear
28,79168,48780,48690,0.0265424,0.0489832,0.0,0.0,0.5,0.05,6.0,linear
29,79381,48453,48356,0.0269016,0.0496644,0.0,0.0,0.5,0.05,6.0,linear
30,80713,48898,48780,0.0275844,0.0511442,0.0,0.0,0.5,0.05,6.0,linear
31,81341,49398,49288,0.0284148,0.0526057,0.0,0.0,0.5,0.05,6.0,linear
32,81086,49507,49394,0.0285681,0.05332,0.0,0.0,0.5,0.05,6.0,linear
33,81295,49801,49689,0.0290523,0.0540971,0.0,0.0,0.5,0.05,6.0,linear
34,79927,49211,49111,0.0296261,0.0547775,0.0,0.0,0.5,0.05,6.0,linear
35,79622,48909,48796,0.0302072,0.0562307,0.0,0.0,0.5,0.05,6.0,linear
36,79779,48923,48799,0.0309657,0.057908,0.0,0.0,0.5,0.05,6.0,linear
37,80894,49278,49143,0.0313207,0.0586112,0.0,0.0,0.5,0.05,6.0,linear
38,80983,49262,49128,0.0318595,0.0593975,0.0,0.0,0.5,0.05,6.0,linear
39,81197,49337,49188,0.0326749,0.0611134,0.0,0.0,0.5,0.05,6.0,linear
40,81212,49361,49221,0.0331361,0.0621224,0.0,0.0,0.5,0.05,6.0,linear
41,80642,49044,48908,0.0336359,0.0630644,0.0,0.0,0.5,0.05,6.0,linear
42,80562,48978,48846,0.0329062,0.0618514,0.0,0.0,0.5,0.05,6.0,linear
43,80397,48917,48786,0.0340223,0.0637299,0.0,0.0,0.5,0.05,6.0,linear
44,81559,49487,49338,0.0339227,0.0634626,0.0,0.0,0.5,0.05,6.0,linear
45,81588,49736,49588,0.0342433,0.0642942,0.0,0.0,0.5,0.05,6.0,linear
46,80995,49363,49222,0.0347983,0.0650752,0.0,0.0,0.5,0.05,6.0,linear
47,80088,49034,48878,0.035118,0.0658703,0.0,0.0,0.5,0.05,6.0,linear
48,80859,49258,49106,0.0346699,0.0653051,0.0,0.0,0.5,0.05,6.0,linear
49,80774,48942,48794,0.0350191,0.0659331,0.0,0.0,0.5,0.05,6.0,linear
50,79807,48515,48363,0.0357694,0.0674573,0.0,0.0,0.5,0.05,6.0,linear
51,80431,48721,48570,0.0370495,0.0697231,0.0,0.0,0.5,0.05,6.0,linear
52,81452,49122,48968,0.0374123,0.0704783,0.0,0.0,0.5,0.05,6.0,linear
53,81317,48972,48825,0.0371737,0.0698611,0.0,0.0,0.5,0.05,6.0,linear
54,81379,49050,48904,0.0380371,0.0719635,0.0,0.0,0.5,0.05,6.0,linear
55,81633,48951,48797,0.0378282,0.0716058,0.0,0.0,0.5,0.05,6.0,linear
56,80898,48805,48633,0.0383833,0.0726192,0.0,0.0,0.5,0.05,6.0,linear
57,81294,48981,48804,0.0389445,0.0736237,0.0,0.0,0.5,0.05,6.0,linear
58,81452,49045,48868,0.0392208,0.0742455,0.0,0.0,0.5,0.05,6.0,linear
59,81337,49067,48895,0.0393138,0.0746534,0.0,0.0,0.5,0.05,6.0,linear
60,81221,49232,49071,0.0393555,0.0746863,0.0,0.0,0.5,0.05,6.0,linear
61,81894,49545,49393,0.0381295,0.0722179,0.0,0.0,0.5,0.05,6.0,linear
62,80942,49133,48982,0.038945,0.0735757,0.0,0.0,0.5,0.05,6.0,linear
63,81089,49020,48872,0.0388712,0.0736166,0.0,0.0,0.5,0.05,6.0,linear
64,81461,49421,49247,0.0384761,0.0730284,0.0,0.0,0.5,0.05,6.0,linear
65,81809,49530,49360,0.0396133,0.0751182,0.0,0.0,0.5,0.05,6.0,linear
66,80980,49023,48847,0.0398014,0.0754321,0.0,0.0,0.5,0.05,6.0,linear
67,79672,48042,47866,0.0400143,0.0759493,0.0,0.0,0.5,0.05,6.0,linear
68,79968,47935,47752,0.0403715,0.076817,0.0,0.0,0.5,0.05,6.0,linear
69,82364,49059,48876,0.0402473,0.0761001,0.0,0.0,0.5,0.05,6.0,linear
70,82576,49152,48968,0.0398255,0.0752612,0.0,0.0,0.5,0.05,6.0,linear
71,81036,48768,48580,0.0403012,0.0760762,0.0,0.0,0.5,0.05,6.0,linear
72,80740,48945,48765,0.0397691,0.0752797,0.0,0.0,0.5,0.05,6.0,linear
