generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78394,49505,49505,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
2,78233,49129,49129,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
3,79048,49865,49865,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
4,80609,51035,51035,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
5,79945,50746,50746,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
6,78425,50065,50065,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
7,77369,49608,49608,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
8,78722,50077,50077,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
9,78610,49854,49854,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
10,77462,49207,49207,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
11,77480,49403,49403,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
12,87309,50525,50525,0.0745283,0.0863537,0.0,0.0,0.5,1.2,6.0,linear
13,90717,50363,49669,0.122956,0.154046,0.0,0.0,0.5,1.2,6.0,linear
14,87074,48106,46226,0.152572,0.211216,0.00066567,0.0,0.5,1.2,6.0,linear
15,85410,46460,42749,0.18677,0.277803,0.00271822,0.0,0.5,1.2,6.0,linear
16,86821,45853,39746,0.224051,0.347248,0.00704613,0.0,0.5,1.2,6.0,linear
17,87551,44855,35944,0.260511,0.412245,0.0141994,0.0,0.5,1.2,6.0,linear
18,86872,43206,31663,0.300399,0.478538,0.0244405,0.0,0.5,1.2,6.0,linear
19,87239,42368,28043,0.334176,0.532967,0.037107,0.0,0.5,1.2,6.0,linear
20,88343,41669,24499,0.367993,0.582814,0.0517229,0.0,0.5,1.2,6.0,linear
21,88072,40504,20867,0.398227,0.625739,0.0685948,0.0,0.5,1.2,6.0,linear
