generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77581,48882,48882,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
2,77498,48609,48609,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
3,80319,50477,50477,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
4,81302,51264,51264,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
5,78848,50359,50359,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
6,76253,49246,49246,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
7,77694,49802,49802,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
8,79501,50317,50317,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
9,79051,49982,49982,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
10,78498,49709,49709,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
11,79168,50152,50152,0.0,0.0,0.0,0.0,0.5,1.275,6.0,linear
12,87746,50784,50784,0.0769383,0.0882257,0.0,0.0,0.5,1.275,6.0,linear
13,89823,49408,49151,0.129168,0.159432,0.0,0.0,0.5,1.275,6.0,linear
14,86367,46834,45992,0.156588,0.213175,0.000405144,0.0,0.5,1.275,6.0,linear
15,84920,44446,42831,0.188288,0.277888,0.00185443,0.0,0.5,1.275,6.0,linear
16,86327,43194,40230,0.218496,0.337148,0.00487592,0.0,0.5,1.275,6.0,linear
17,86921,41518,37091,0.250077,0.396046,0.0105803,0.0,0.5,1.275,6.0,linear
18,87570,40030,33793,0.278683,0.447016,0.0190289,0.0,0.5,1.275,6.0,linear
19,87621,38672,30646,0.305234,0.492115,0.0298524,0.0,0.5,1.275,6.0,linear
20,87121,37374,27527,0.329306,0.530707,0.0428475,0.0,0.5,1.275,6.0,linear
21,87205,36159,24429,0.35167,0.5644,0.0566604,0.0,0.5,1.275,6.0,linear
22,86820,34634,21382,0.371508,0.594249,0.0716426,0.0,0.5,1.275,6.0,linear
23,86371,33466,18727,0.392842,0.622962,0.0876921,0.0,0.5,1.275,6.0,linear
