drive_fitness,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,weeks_to_suppression,type
0.525,7.8,0.0,6.0,linear,NAN,SIT
0.525,8.4,0.0,6.0,linear,NAN,SIT
0.525,9.0,0.0,6.0,linear,NAN,SIT
0.525,9.6,0.0,6.0,linear,NAN,SIT
0.550,0.0,0.0,6.0,linear,NAN,SIT
0.550,0.6,0.0,6.0,linear,NAN,SIT
0.550,10.2,0.0,6.0,linear,100.300,SIT
0.550,10.8,0.0,6.0,linear,69.800,SIT
0.550,11.4,0.0,6.0,linear,58.050,SIT
0.550,12.0,0.0,6.0,linear,52.050,SIT
0.550,1.2,0.0,6.0,linear,NAN,SIT
0.550,1.8,0.0,6.0,linear,NAN,SIT
0.550,2.4,0.0,6.0,linear,NAN,SIT
0.550,3.0,0.0,6.0,linear,NAN,SIT
0.550,3.6,0.0,6.0,linear,NAN,SIT
0.550,4.2,0.0,6.0,linear,NAN,SIT
0.550,4.8,0.0,6.0,linear,NAN,SIT
0.550,5.4,0.0,6.0,linear,NAN,SIT
0.550,6.0,0.0,6.0,linear,NAN,SIT
0.550,6.6,0.0,6.0,linear,NAN,SIT
0.550,7.2,0.0,6.0,linear,NAN,SIT
0.550,7.8,0.0,6.0,linear,NAN,SIT
0.550,8.4,0.0,6.0,linear,NAN,SIT
0.550,9.0,0.0,6.0,linear,NAN,SIT
0.550,9.6,0.0,6.0,linear,NAN,SIT
0.575,0.0,0.0,6.0,linear,NAN,SIT
0.575,0.6,0.0,6.0,linear,NAN,SIT
0.575,10.2,0.0,6.0,linear,73.000,SIT
0.575,10.8,0.0,6.0,linear,59.450,SIT
0.575,11.4,0.0,6.0,linear,53.500,SIT
0.575,12.0,0.0,6.0,linear,47.900,SIT
0.575,1.2,0.0,6.0,linear,NAN,SIT
0.575,1.8,0.0,6.0,linear,NAN,SIT
0.575,2.4,0.0,6.0,linear,NAN,SIT
0.575,3.0,0.0,6.0,linear,NAN,SIT
0.575,3.6,0.0,6.0,linear,NAN,SIT
0.575,4.2,0.0,6.0,linear,NAN,SIT
0.575,4.8,0.0,6.0,linear,NAN,SIT
0.575,5.4,0.0,6.0,linear,NAN,SIT
0.575,6.0,0.0,6.0,linear,NAN,SIT
0.575,6.6,0.0,6.0,linear,NAN,SIT
0.575,7.2,0.0,6.0,linear,NAN,SIT
0.575,7.8,0.0,6.0,linear,NAN,SIT
0.575,8.4,0.0,6.0,linear,NAN,SIT
0.575,9.0,0.0,6.0,linear,NAN,SIT
0.575,9.6,0.0,6.0,linear,123.200,SIT
0.600,0.0,0.0,6.0,linear,NAN,SIT
0.600,0.6,0.0,6.0,linear,NAN,SIT
0.600,10.2,0.0,6.0,linear,62.050,SIT
0.600,10.8,0.0,6.0,linear,53.850,SIT
0.600,11.4,0.0,6.0,linear,48.950,SIT
0.600,12.0,0.0,6.0,linear,45.500,SIT
0.600,1.2,0.0,6.0,linear,NAN,SIT
0.600,1.8,0.0,6.0,linear,NAN,SIT
0.600,2.4,0.0,6.0,linear,NAN,SIT
0.600,3.0,0.0,6.0,linear,NAN,SIT
0.600,3.6,0.0,6.0,linear,NAN,SIT
0.600,4.2,0.0,6.0,linear,NAN,SIT
0.600,4.8,0.0,6.0,linear,NAN,SIT
0.600,5.4,0.0,6.0,linear,NAN,SIT
0.600,6.0,0.0,6.0,linear,NAN,SIT
0.600,6.6,0.0,6.0,linear,NAN,SIT
0.600,7.2,0.0,6.0,linear,NAN,SIT
0.600,7.8,0.0,6.0,linear,NAN,SIT
0.600,8.4,0.0,6.0,linear,NAN,SIT
0.600,9.0,0.0,6.0,linear,224.750,SIT
0.600,9.6,0.0,6.0,linear,80.850,SIT
0.625,0.0,0.0,6.0,linear,NAN,SIT
0.625,0.6,0.0,6.0,linear,NAN,SIT
0.625,10.2,0.0,6.0,linear,55.600,SIT
0.625,10.8,0.0,6.0,linear,50.300,SIT
0.625,11.4,0.0,6.0,linear,46.250,SIT
0.625,12.0,0.0,6.0,linear,43.050,SIT
0.625,1.2,0.0,6.0,linear,NAN,SIT
0.625,1.8,0.0,6.0,linear,NAN,SIT
0.625,2.4,0.0,6.0,linear,NAN,SIT
0.625,3.0,0.0,6.0,linear,NAN,SIT
0.625,3.6,0.0,6.0,linear,NAN,SIT
0.625,4.2,0.0,6.0,linear,NAN,SIT
0.625,4.8,0.0,6.0,linear,NAN,SIT
0.625,5.4,0.0,6.0,linear,NAN,SIT
0.625,6.0,0.0,6.0,linear,NAN,SIT
0.625,6.6,0.0,6.0,linear,NAN,SIT
0.625,7.2,0.0,6.0,linear,NAN,SIT
0.625,7.8,0.0,6.0,linear,NAN,SIT
0.625,8.4,0.0,6.0,linear,NAN,SIT
0.625,9.0,0.0,6.0,linear,97.450,SIT
0.625,9.6,0.0,6.0,linear,67.150,SIT
0.650,0.0,0.0,6.0,linear,NAN,SIT
0.650,0.6,0.0,6.0,linear,NAN,SIT
0.650,10.2,0.0,6.0,linear,51.450,SIT
0.650,10.8,0.0,6.0,linear,46.750,SIT
0.650,11.4,0.0,6.0,linear,43.450,SIT
0.650,12.0,0.0,6.0,linear,41.650,SIT
0.650,1.2,0.0,6.0,linear,NAN,SIT
0.650,1.8,0.0,6.0,linear,NAN,SIT
0.650,2.4,0.0,6.0,linear,NAN,SIT
0.650,3.0,0.0,6.0,linear,NAN,SIT
0.650,3.6,0.0,6.0,linear,NAN,SIT
0.650,4.2,0.0,6.0,linear,NAN,SIT
0.650,4.8,0.0,6.0,linear,NAN,SIT
0.650,5.4,0.0,6.0,linear,NAN,SIT
0.650,6.0,0.0,6.0,linear,NAN,SIT
0.650,6.6,0.0,6.0,linear,NAN,SIT
0.650,7.2,0.0,6.0,linear,NAN,SIT
0.650,7.8,0.0,6.0,linear,NAN,SIT
0.650,8.4,0.0,6.0,linear,149.300,SIT
0.650,9.0,0.0,6.0,linear,74.600,SIT
0.650,9.6,0.0,6.0,linear,58.750,SIT
0.675,0.0,0.0,6.0,linear,NAN,SIT
0.675,0.6,0.0,6.0,linear,NAN,SIT
0.675,10.2,0.0,6.0,linear,48.600,SIT
0.675,10.8,0.0,6.0,linear,44.600,SIT
0.675,11.4,0.0,6.0,linear,41.950,SIT
0.675,12.0,0.0,6.0,linear,40.200,SIT
0.675,1.2,0.0,6.0,linear,NAN,SIT
0.675,1.8,0.0,6.0,linear,NAN,SIT
0.675,2.4,0.0,6.0,linear,NAN,SIT
0.675,3.0,0.0,6.0,linear,NAN,SIT
0.675,3.6,0.0,6.0,linear,NAN,SIT
0.675,4.2,0.0,6.0,linear,NAN,SIT
0.675,4.8,0.0,6.0,linear,NAN,SIT
0.675,5.4,0.0,6.0,linear,NAN,SIT
0.675,6.0,0.0,6.0,linear,NAN,SIT
0.675,6.6,0.0,6.0,linear,NAN,SIT
0.675,7.2,0.0,6.0,linear,NAN,SIT
0.675,7.8,0.0,6.0,linear,NAN,SIT
0.675,8.4,0.0,6.0,linear,90.700,SIT
0.675,9.0,0.0,6.0,linear,64.550,SIT
0.675,9.6,0.0,6.0,linear,53.700,SIT
0.700,0.0,0.0,6.0,linear,NAN,SIT
0.700,0.6,0.0,6.0,linear,NAN,SIT
0.700,10.2,0.0,6.0,linear,45.300,SIT
0.700,10.8,0.0,6.0,linear,42.900,SIT
0.700,11.4,0.0,6.0,linear,40.650,SIT
0.700,12.0,0.0,6.0,linear,38.600,SIT
0.700,1.2,0.0,6.0,linear,NAN,SIT
0.700,1.8,0.0,6.0,linear,NAN,SIT
0.700,2.4,0.0,6.0,linear,NAN,SIT
0.700,3.0,0.0,6.0,linear,NAN,SIT
0.700,3.6,0.0,6.0,linear,NAN,SIT
0.700,4.2,0.0,6.0,linear,NAN,SIT
0.700,4.8,0.0,6.0,linear,NAN,SIT
0.700,5.4,0.0,6.0,linear,NAN,SIT
0.700,6.0,0.0,6.0,linear,NAN,SIT
0.700,6.6,0.0,6.0,linear,NAN,SIT
0.700,7.2,0.0,6.0,linear,NAN,SIT
0.700,7.8,0.0,6.0,linear,150.100,SIT
0.700,8.4,0.0,6.0,linear,71.900,SIT
0.700,9.0,0.0,6.0,linear,57.900,SIT
0.700,9.6,0.0,6.0,linear,50.100,SIT
0.725,0.0,0.0,6.0,linear,NAN,SIT
0.725,0.6,0.0,6.0,linear,NAN,SIT
0.725,10.2,0.0,6.0,linear,44.050,SIT
0.725,10.8,0.0,6.0,linear,41.750,SIT
0.725,11.4,0.0,6.0,linear,39.200,SIT
0.725,12.0,0.0,6.0,linear,37.350,SIT
0.725,1.2,0.0,6.0,linear,NAN,SIT
0.725,1.8,0.0,6.0,linear,NAN,SIT
0.725,2.4,0.0,6.0,linear,NAN,SIT
0.725,3.0,0.0,6.0,linear,NAN,SIT
0.725,3.6,0.0,6.0,linear,NAN,SIT
0.725,4.2,0.0,6.0,linear,NAN,SIT
0.725,4.8,0.0,6.0,linear,NAN,SIT
0.725,5.4,0.0,6.0,linear,NAN,SIT
0.725,6.0,0.0,6.0,linear,NAN,SIT
0.725,6.6,0.0,6.0,linear,NAN,SIT
0.725,7.2,0.0,6.0,linear,NAN,SIT
0.725,7.8,0.0,6.0,linear,93.000,SIT
0.725,8.4,0.0,6.0,linear,63.300,SIT
0.725,9.0,0.0,6.0,linear,53.650,SIT
0.725,9.6,0.0,6.0,linear,47.600,SIT
0.750,0.0,0.0,6.0,linear,NAN,SIT
0.750,0.6,0.0,6.0,linear,NAN,SIT
0.750,10.2,0.0,6.0,linear,42.100,SIT
0.750,10.8,0.0,6.0,linear,39.700,SIT
0.750,11.4,0.0,6.0,linear,38.350,SIT
0.750,12.0,0.0,6.0,linear,36.600,SIT
0.750,1.2,0.0,6.0,linear,NAN,SIT
0.750,1.8,0.0,6.0,linear,NAN,SIT
0.750,2.4,0.0,6.0,linear,NAN,SIT
0.750,3.0,0.0,6.0,linear,NAN,SIT
0.750,3.6,0.0,6.0,linear,NAN,SIT
0.750,4.2,0.0,6.0,linear,NAN,SIT
0.750,4.8,0.0,6.0,linear,NAN,SIT
0.750,5.4,0.0,6.0,linear,NAN,SIT
0.750,6.0,0.0,6.0,linear,NAN,SIT
0.750,6.6,0.0,6.0,linear,NAN,SIT
0.750,7.2,0.0,6.0,linear,218.500,SIT
0.750,7.8,0.0,6.0,linear,75.050,SIT
0.750,8.4,0.0,6.0,linear,57.900,SIT
0.750,9.0,0.0,6.0,linear,50.300,SIT
0.750,9.6,0.0,6.0,linear,46.100,SIT
0.775,0.0,0.0,6.0,linear,NAN,SIT
0.775,0.6,0.0,6.0,linear,NAN,SIT
0.775,10.2,0.0,6.0,linear,40.750,SIT
0.775,10.8,0.0,6.0,linear,39.400,SIT
0.775,11.4,0.0,6.0,linear,36.900,SIT
0.775,12.0,0.0,6.0,linear,35.900,SIT
0.775,1.2,0.0,6.0,linear,NAN,SIT
0.775,1.8,0.0,6.0,linear,NAN,SIT
0.775,2.4,0.0,6.0,linear,NAN,SIT
0.775,3.0,0.0,6.0,linear,NAN,SIT
0.775,3.6,0.0,6.0,linear,NAN,SIT
0.775,4.2,0.0,6.0,linear,NAN,SIT
0.775,4.8,0.0,6.0,linear,NAN,SIT
0.775,5.4,0.0,6.0,linear,NAN,SIT
0.775,6.0,0.0,6.0,linear,NAN,SIT
0.775,6.6,0.0,6.0,linear,NAN,SIT
0.775,7.2,0.0,6.0,linear,106.600,SIT
0.775,7.8,0.0,6.0,linear,65.200,SIT
0.775,8.4,0.0,6.0,linear,53.200,SIT
0.775,9.0,0.0,6.0,linear,47.150,SIT
0.775,9.6,0.0,6.0,linear,43.600,SIT
0.800,0.0,0.0,6.0,linear,NAN,SIT
0.800,0.6,0.0,6.0,linear,NAN,SIT
0.800,10.2,0.0,6.0,linear,39.500,SIT
0.800,10.8,0.0,6.0,linear,37.750,SIT
0.800,11.4,0.0,6.0,linear,36.200,SIT
0.800,12.0,0.0,6.0,linear,35.150,SIT
0.800,1.2,0.0,6.0,linear,NAN,SIT
0.800,1.8,0.0,6.0,linear,NAN,SIT
0.800,2.4,0.0,6.0,linear,NAN,SIT
0.800,3.0,0.0,6.0,linear,NAN,SIT
0.800,3.6,0.0,6.0,linear,NAN,SIT
0.800,4.2,0.0,6.0,linear,NAN,SIT
0.800,4.8,0.0,6.0,linear,NAN,SIT
0.800,5.4,0.0,6.0,linear,NAN,SIT
0.800,6.0,0.0,6.0,linear,NAN,SIT
0.800,6.6,0.0,6.0,linear,NAN,SIT
0.800,7.2,0.0,6.0,linear,81.550,SIT
0.800,7.8,0.0,6.0,linear,59.800,SIT
0.800,8.4,0.0,6.0,linear,50.300,SIT
0.800,9.0,0.0,6.0,linear,45.150,SIT
0.800,9.6,0.0,6.0,linear,42.850,SIT
0.825,0.0,0.0,6.0,linear,NAN,SIT
0.825,0.6,0.0,6.0,linear,NAN,SIT
0.825,10.2,0.0,6.0,linear,38.950,SIT
0.825,10.8,0.0,6.0,linear,36.850,SIT
0.825,11.4,0.0,6.0,linear,35.200,SIT
0.825,12.0,0.0,6.0,linear,34.550,SIT
0.825,1.2,0.0,6.0,linear,NAN,SIT
0.825,1.8,0.0,6.0,linear,NAN,SIT
0.825,2.4,0.0,6.0,linear,NAN,SIT
0.825,3.0,0.0,6.0,linear,NAN,SIT
0.825,3.6,0.0,6.0,linear,NAN,SIT
0.825,4.2,0.0,6.0,linear,NAN,SIT
0.825,4.8,0.0,6.0,linear,NAN,SIT
0.825,5.4,0.0,6.0,linear,NAN,SIT
0.825,6.0,0.0,6.0,linear,NAN,SIT
0.825,6.6,0.0,6.0,linear,162.450,SIT
0.825,7.2,0.0,6.0,linear,69.200,SIT
0.825,7.8,0.0,6.0,linear,55.250,SIT
0.825,8.4,0.0,6.0,linear,47.650,SIT
0.825,9.0,0.0,6.0,linear,43.600,SIT
0.825,9.6,0.0,6.0,linear,40.900,SIT
0.850,0.0,0.0,6.0,linear,NAN,SIT
0.850,0.6,0.0,6.0,linear,NAN,SIT
0.850,10.2,0.0,6.0,linear,37.900,SIT
0.850,10.8,0.0,6.0,linear,36.000,SIT
0.850,11.4,0.0,6.0,linear,34.700,SIT
0.850,12.0,0.0,6.0,linear,33.750,SIT
0.850,1.2,0.0,6.0,linear,NAN,SIT
0.850,1.8,0.0,6.0,linear,NAN,SIT
0.850,2.4,0.0,6.0,linear,NAN,SIT
0.850,3.0,0.0,6.0,linear,NAN,SIT
0.850,3.6,0.0,6.0,linear,NAN,SIT
0.850,4.2,0.0,6.0,linear,NAN,SIT
0.850,4.8,0.0,6.0,linear,NAN,SIT
0.850,5.4,0.0,6.0,linear,NAN,SIT
0.850,6.0,0.0,6.0,linear,NAN,SIT
0.850,6.6,0.0,6.0,linear,99.650,SIT
0.850,7.2,0.0,6.0,linear,62.450,SIT
0.850,7.8,0.0,6.0,linear,51.400,SIT
0.850,8.4,0.0,6.0,linear,45.400,SIT
0.850,9.0,0.0,6.0,linear,42.000,SIT
0.850,9.6,0.0,6.0,linear,39.400,SIT
0.875,0.0,0.0,6.0,linear,NAN,SIT
0.875,0.6,0.0,6.0,linear,NAN,SIT
0.875,10.2,0.0,6.0,linear,36.750,SIT
0.875,10.8,0.0,6.0,linear,35.850,SIT
0.875,11.4,0.0,6.0,linear,34.200,SIT
0.875,12.0,0.0,6.0,linear,32.950,SIT
0.875,1.2,0.0,6.0,linear,NAN,SIT
0.875,1.8,0.0,6.0,linear,NAN,SIT
0.875,2.4,0.0,6.0,linear,NAN,SIT
0.875,3.0,0.0,6.0,linear,NAN,SIT
0.875,3.6,0.0,6.0,linear,NAN,SIT
0.875,4.2,0.0,6.0,linear,NAN,SIT
0.875,4.8,0.0,6.0,linear,NAN,SIT
0.875,5.4,0.0,6.0,linear,NAN,SIT
0.875,6.0,0.0,6.0,linear,NAN,SIT
0.875,6.6,0.0,6.0,linear,80.550,SIT
0.875,7.2,0.0,6.0,linear,57.600,SIT
0.875,7.8,0.0,6.0,linear,49.000,SIT
0.875,8.4,0.0,6.0,linear,44.200,SIT
0.875,9.0,0.0,6.0,linear,40.800,SIT
0.875,9.6,0.0,6.0,linear,38.500,SIT
0.900,0.0,0.0,6.0,linear,NAN,SIT
0.900,0.6,0.0,6.0,linear,NAN,SIT
0.900,10.2,0.0,6.0,linear,36.450,SIT
0.900,10.8,0.0,6.0,linear,35.100,SIT
0.900,11.4,0.0,6.0,linear,34.400,SIT
0.900,12.0,0.0,6.0,linear,33.450,SIT
0.900,1.2,0.0,6.0,linear,NAN,SIT
0.900,1.8,0.0,6.0,linear,NAN,SIT
0.900,2.4,0.0,6.0,linear,NAN,SIT
0.900,3.0,0.0,6.0,linear,NAN,SIT
0.900,3.6,0.0,6.0,linear,NAN,SIT
0.900,4.2,0.0,6.0,linear,NAN,SIT
0.900,4.8,0.0,6.0,linear,NAN,SIT
0.900,5.4,0.0,6.0,linear,NAN,SIT
0.900,6.0,0.0,6.0,linear,229.550,SIT
0.900,6.6,0.0,6.0,linear,69.750,SIT
0.900,7.2,0.0,6.0,linear,53.850,SIT
0.900,7.8,0.0,6.0,linear,46.700,SIT
0.900,8.4,0.0,6.0,linear,43.100,SIT
0.900,9.0,0.0,6.0,linear,39.650,SIT
0.900,9.6,0.0,6.0,linear,37.850,SIT
0.925,0.0,0.0,6.0,linear,NAN,SIT
0.925,0.6,0.0,6.0,linear,NAN,SIT
0.925,10.2,0.0,6.0,linear,35.700,SIT
0.925,10.8,0.0,6.0,linear,33.900,SIT
0.925,11.4,0.0,6.0,linear,33.800,SIT
0.925,12.0,0.0,6.0,linear,32.500,SIT
0.925,1.2,0.0,6.0,linear,NAN,SIT
0.925,1.8,0.0,6.0,linear,NAN,SIT
0.925,2.4,0.0,6.0,linear,NAN,SIT
0.925,3.0,0.0,6.0,linear,NAN,SIT
0.925,3.6,0.0,6.0,linear,NAN,SIT
0.925,4.2,0.0,6.0,linear,NAN,SIT
0.925,4.8,0.0,6.0,linear,NAN,SIT
0.925,5.4,0.0,6.0,linear,NAN,SIT
0.925,6.0,0.0,6.0,linear,114.200,SIT
0.925,6.6,0.0,6.0,linear,62.600,SIT
0.925,7.2,0.0,6.0,linear,50.600,SIT
0.925,7.8,0.0,6.0,linear,45.200,SIT
0.925,8.4,0.0,6.0,linear,41.600,SIT
0.925,9.0,0.0,6.0,linear,38.700,SIT
0.925,9.6,0.0,6.0,linear,36.550,SIT
0.950,0.0,0.0,6.0,linear,NAN,SIT
0.950,0.6,0.0,6.0,linear,NAN,SIT
0.950,10.2,0.0,6.0,linear,35.000,SIT
0.950,10.8,0.0,6.0,linear,33.700,SIT
0.950,11.4,0.0,6.0,linear,33.050,SIT
0.950,12.0,0.0,6.0,linear,32.250,SIT
0.950,1.2,0.0,6.0,linear,NAN,SIT
0.950,1.8,0.0,6.0,linear,NAN,SIT
0.950,2.4,0.0,6.0,linear,NAN,SIT
0.950,3.0,0.0,6.0,linear,NAN,SIT
0.950,3.6,0.0,6.0,linear,NAN,SIT
0.950,4.2,0.0,6.0,linear,NAN,SIT
0.950,4.8,0.0,6.0,linear,NAN,SIT
0.950,5.4,0.0,6.0,linear,NAN,SIT
0.950,6.0,0.0,6.0,linear,86.850,SIT
0.950,6.6,0.0,6.0,linear,58.050,SIT
0.950,7.2,0.0,6.0,linear,48.700,SIT
0.950,7.8,0.0,6.0,linear,43.400,SIT
0.950,8.4,0.0,6.0,linear,40.650,SIT
0.950,9.0,0.0,6.0,linear,38.100,SIT
0.950,9.6,0.0,6.0,linear,35.950,SIT
0.975,0.0,0.0,6.0,linear,NAN,SIT
0.975,0.6,0.0,6.0,linear,NAN,SIT
0.975,10.2,0.0,6.0,linear,35.350,SIT
0.975,10.8,0.0,6.0,linear,33.300,SIT
0.975,11.4,0.0,6.0,linear,32.100,SIT
0.975,12.0,0.0,6.0,linear,32.000,SIT
0.975,1.2,0.0,6.0,linear,NAN,SIT
0.975,1.8,0.0,6.0,linear,NAN,SIT
0.975,2.4,0.0,6.0,linear,NAN,SIT
0.975,3.0,0.0,6.0,linear,NAN,SIT
0.975,3.6,0.0,6.0,linear,NAN,SIT
0.975,4.2,0.0,6.0,linear,NAN,SIT
0.975,4.8,0.0,6.0,linear,NAN,SIT
0.975,5.4,0.0,6.0,linear,NAN,SIT
0.975,6.0,0.0,6.0,linear,74.100,SIT
0.975,6.6,0.0,6.0,linear,54.900,SIT
0.975,7.2,0.0,6.0,linear,47.500,SIT
0.975,7.8,0.0,6.0,linear,42.150,SIT
0.975,8.4,0.0,6.0,linear,39.350,SIT
0.975,9.0,0.0,6.0,linear,37.250,SIT
0.975,9.6,0.0,6.0,linear,35.650,SIT
1.000,0.0,0.0,6.0,linear,NAN,SIT
1.000,0.6,0.0,6.0,linear,NAN,SIT
1.000,10.2,0.0,6.0,linear,34.450,SIT
1.000,10.8,0.0,6.0,linear,33.050,SIT
1.000,11.4,0.0,6.0,linear,32.250,SIT
1.000,12.0,0.0,6.0,linear,31.300,SIT
1.000,1.2,0.0,6.0,linear,NAN,SIT
1.000,1.8,0.0,6.0,linear,NAN,SIT
1.000,2.4,0.0,6.0,linear,NAN,SIT
1.000,3.0,0.0,6.0,linear,NAN,SIT
1.000,3.6,0.0,6.0,linear,NAN,SIT
1.000,4.2,0.0,6.0,linear,NAN,SIT
1.000,4.8,0.0,6.0,linear,NAN,SIT
1.000,5.4,0.0,6.0,linear,229.200,SIT
1.000,6.0,0.0,6.0,linear,67.100,SIT
1.000,6.6,0.0,6.0,linear,52.100,SIT
1.000,7.2,0.0,6.0,linear,45.200,SIT
1.000,7.8,0.0,6.0,linear,41.050,SIT
1.000,8.4,0.0,6.0,linear,38.750,SIT
1.000,9.0,0.0,6.0,linear,37.000,SIT
1.000,9.6,0.0,6.0,linear,35.000,SIT
