generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78715,49604,49604,0.0,0.0,0.5,0.7,6.0,concave
2,78259,49369,49369,0.0,0.0,0.5,0.7,6.0,concave
3,77865,49280,49280,0.0,0.0,0.5,0.7,6.0,concave
4,78093,49586,49586,0.0,0.0,0.5,0.7,6.0,concave
5,78476,49866,49866,0.0,0.0,0.5,0.7,6.0,concave
6,78397,49856,49856,0.0,0.0,0.5,0.7,6.0,concave
7,78239,49681,49681,0.0,0.0,0.5,0.7,6.0,concave
8,78383,49793,49793,0.0,0.0,0.5,0.7,6.0,concave
9,78453,49942,49942,0.0,0.0,0.5,0.7,6.0,concave
10,78424,49966,49966,0.0,0.0,0.5,0.7,6.0,concave
11,78449,50002,50002,0.0,0.0,0.5,0.7,6.0,concave
12,82873,49959,49959,0.0443008,0.0511332,0.5,0.7,6.0,concave
13,84030,49186,49186,0.076412,0.0970828,0.5,0.7,6.0,concave
14,82133,47229,47229,0.0937218,0.130338,0.5,0.7,6.0,concave
15,79706,44863,44863,0.113582,0.168317,0.5,0.7,6.0,concave
16,76409,41907,41907,0.132652,0.20476,0.5,0.7,6.0,concave
17,73171,38875,38875,0.151264,0.239394,0.5,0.7,6.0,concave
18,69477,35838,35838,0.169596,0.273511,0.5,0.7,6.0,concave
19,66483,32875,32875,0.184707,0.301131,0.5,0.7,6.0,concave
20,63042,30260,30260,0.198892,0.326892,0.5,0.7,6.0,concave
21,59905,27761,27761,0.211731,0.35039,0.5,0.7,6.0,concave
22,57275,25569,25569,0.225498,0.373422,0.5,0.7,6.0,concave
23,54188,23305,23305,0.2373,0.394916,0.5,0.7,6.0,concave
24,51806,21535,21535,0.249293,0.415129,0.5,0.7,6.0,concave
25,50021,20326,20326,0.261678,0.434577,0.5,0.7,6.0,concave
26,47998,18847,18847,0.273205,0.456037,0.5,0.7,6.0,concave
27,45974,17477,17477,0.283617,0.473221,0.5,0.7,6.0,concave
28,44286,16410,16410,0.293357,0.487839,0.5,0.7,6.0,concave
29,42355,15246,15246,0.302883,0.503375,0.5,0.7,6.0,concave
30,40711,14234,14234,0.310193,0.514303,0.5,0.7,6.0,concave
31,39407,13584,13584,0.318581,0.527152,0.5,0.7,6.0,concave
32,38050,12799,12799,0.325044,0.538557,0.5,0.7,6.0,concave
33,36909,12070,12070,0.332885,0.548847,0.5,0.7,6.0,concave
34,35542,11461,11461,0.338734,0.558677,0.5,0.7,6.0,concave
35,34509,10878,10878,0.34651,0.570428,0.5,0.7,6.0,concave
36,33615,10302,10302,0.353115,0.581116,0.5,0.7,6.0,concave
37,33062,9960,9960,0.361293,0.593196,0.5,0.7,6.0,concave
38,31865,9400,9400,0.367056,0.60178,0.5,0.7,6.0,concave
39,30919,8849,8849,0.374659,0.613226,0.5,0.7,6.0,concave
40,30138,8335,8335,0.382672,0.62549,0.5,0.7,6.0,concave
41,29064,7823,7823,0.391415,0.637943,0.5,0.7,6.0,concave
42,28324,7378,7378,0.399646,0.64837,0.5,0.7,6.0,concave
43,27447,6870,6870,0.408021,0.660967,0.5,0.7,6.0,concave
44,26356,6400,6400,0.414739,0.668204,0.5,0.7,6.0,concave
45,25424,5971,5971,0.420341,0.671721,0.5,0.7,6.0,concave
46,24513,5666,5666,0.426918,0.677983,0.5,0.7,6.0,concave
47,23913,5491,5491,0.432148,0.683174,0.5,0.7,6.0,concave
48,22989,5140,5140,0.44188,0.697258,0.5,0.7,6.0,concave
49,22202,4795,4795,0.450008,0.707148,0.5,0.7,6.0,concave
50,21520,4533,4533,0.45753,0.717656,0.5,0.7,6.0,concave
51,21121,4257,4257,0.46427,0.725692,0.5,0.7,6.0,concave
52,20710,4038,4038,0.471569,0.732973,0.5,0.7,6.0,concave
53,19925,3742,3742,0.483093,0.74777,0.5,0.7,6.0,concave
54,19238,3451,3451,0.489934,0.753328,0.5,0.7,6.0,concave
55,18404,3212,3212,0.498531,0.76156,0.5,0.7,6.0,concave
56,17689,2952,2952,0.50566,0.766615,0.5,0.7,6.0,concave
57,17007,2700,2700,0.519841,0.777501,0.5,0.7,6.0,concave
58,16151,2488,2488,0.530244,0.784684,0.5,0.7,6.0,concave
59,15493,2314,2314,0.541052,0.794943,0.5,0.7,6.0,concave
60,14955,2088,2088,0.555387,0.8057,0.5,0.7,6.0,concave
61,14263,1868,1868,0.570489,0.817796,0.5,0.7,6.0,concave
62,13741,1701,1701,0.581379,0.826646,0.5,0.7,6.0,concave
63,13290,1548,1548,0.595748,0.842352,0.5,0.7,6.0,concave
64,12709,1347,1347,0.610192,0.852242,0.5,0.7,6.0,concave
65,12149,1179,1179,0.631329,0.865365,0.5,0.7,6.0,concave
66,11546,1021,1021,0.648154,0.8744,0.5,0.7,6.0,concave
67,11011,906,906,0.66966,0.881076,0.5,0.7,6.0,concave
68,10334,785,785,0.692789,0.896356,0.5,0.7,6.0,concave
69,9840,639,639,0.715178,0.9067,0.5,0.7,6.0,concave
70,9331,521,521,0.739157,0.92059,0.5,0.7,6.0,concave
71,8846,415,415,0.762072,0.933441,0.5,0.7,6.0,concave
72,8560,326,326,0.788234,0.943091,0.5,0.7,6.0,concave
73,8160,251,251,0.815329,0.952684,0.5,0.7,6.0,concave
74,7778,194,194,0.846528,0.960357,0.5,0.7,6.0,concave
75,7451,136,136,0.878942,0.971691,0.5,0.7,6.0,concave
76,7203,101,101,0.901433,0.97798,0.5,0.7,6.0,concave
77,6870,74,74,0.926027,0.983934,0.5,0.7,6.0,concave
78,6721,55,55,0.946071,0.987599,0.5,0.7,6.0,concave
79,6713,52,52,0.958376,0.990103,0.5,0.7,6.0,concave
80,6492,36,36,0.961647,0.993162,0.5,0.7,6.0,concave
81,6543,24,24,0.969815,0.995517,0.5,0.7,6.0,concave
82,6537,17,17,0.976338,0.996986,0.5,0.7,6.0,concave
83,6438,12,12,0.984038,0.997995,0.5,0.7,6.0,concave
84,6410,7,7,0.988095,0.998918,0.5,0.7,6.0,concave
85,6377,1,1,0.994056,0.999844,0.5,0.7,6.0,concave
86,6264,1,1,0.996176,0.999841,0.5,0.7,6.0,concave
87,6297,0,0,0.998253,1.0,0.5,0.7,6.0,concave

