"generation","adult_population_size","adult_female_population_size","juvenile_population_size","adult_drive_frequency","juvenile_drive_frequency","drive_efficiency"
1,78227.7,49232.15,28587.05,0,0,0
2,78241.05,49275.85,30193.55,0,0,0
3,79804.3,50217.75,29025.8,0,0,0
4,79882.05,50477.05,27779.1,0,0,0
5,78704.15,50127,28113.55,0,0,0
6,78062.15,49890.9,28617.8,0,0,0
7,78230.8,49936.45,28798.15,0,0,0
8,78641.45,49980.4,28629.2,0,0,0
9,78687.4,49953.2,28662.8,0,0,0
10,78677.35,49957.6,28606.75,0,0,0
11,78704.55,50065.15,28805.95,0,0,0
12,96981.4,50244.8,28358.85,0.18610535,0.0781101,0
13,103514,47846.55,28285.7,0.27248565,0.1588473,0
14,99005.35,43549.95,32544.35,0.3036069,0.2226859,0
15,96893.45,39382.15,37504.4,0.33596995,0.27307845,0
16,97016.3,35608.1,40399.25,0.36471565,0.3120195,0
17,97023.2,31887.45,42267.85,0.3910814,0.3376424,0
18,96512.75,28569.5,43375.6,0.41578495,0.3474687,0
19,95887.15,26256.25,43373.65,0.4327579,0.3526985,0
20,94895.1,24624.45,42971.8,0.44396905,0.3529907,0
21,75611.2,23445.75,42366.85,0.3201913,0.3372044,0
22,66073.3,23309.3,41992.75,0.2234352,0.30363065,0
23,67059.4,24783.95,41930.5,0.20379535,0.25522505,0
24,70135.4,28110.9,42861.55,0.17083725,0.21313915,0
25,75350.35,32936.2,43444.3,0.13608325,0.1777081,0
26,81563.6,38537.6,42626.55,0.106584,0.1488478,0
27,86755.5,43871.1,39071.85,0.08354536,0.12611065,0
28,88368.7,47402,34162.3,0.06634188,0.10739025,0
29,85616.3,48419.25,30413.05,0.052899245,0.09221828,0
30,80698.5,47582,30674.75,0.042667175,0.07985465,0
31,77996.55,46783.75,32240.6,0.035521345,0.06924929,0
32,78377.4,46976.2,32549.9,0.03061047,0.058632015,0
33,79775.15,47680.05,32253.1,0.02634546,0.04948936,0
34,80910.65,48598.35,31085.9,0.022220965,0.04216512,0
35,80938.75,49196.35,29887.05,0.018605755,0.035798195,0
36,80069.05,49349.7,29519.5,0.015462945,0.030831665,0
37,79170.95,49269,29403.8,0.01304099,0.02641933,0
38,78538,49039.55,29418.3,0.0111105415,0.02245928,0
39,78396.15,48965.2,29994.05,0.0094562845,0.0193583,0
40,79054.7,49324.1,29906.2,0.0081391665,0.01638382,0
41,79605.4,49700.05,29225.15,0.0068791565,0.014177055,0
42,79424.55,49750.65,28914.65,0.005886301,0.011858115,0
43,78933.75,49717.5,29125.6,0.0049455735,0.0101173165,0
44,78875.25,49729.65,28898.9,0.0042184755,0.0088135675,0
45,78696.4,49699.75,29008.2,0.0035730045,0.0075469215,0
46,78744.45,49780.75,28787.55,0.003053002,0.006332099,0
47,78608.85,49777.95,29018.45,0.0026253195,0.005507005,0
48,78815.1,49938.7,28781,0.0022609205,0.004500949,0
49,78776.85,49922.4,28597.3,0.001894124,0.003939687,0
50,78571.3,49868.2,28839.85,0.001605884,0.003326452,0
51,78705.2,49921.15,28880.8,0.0013763295,0.0028391915,0
52,78882.45,50030.4,28614,0.00116895995,0.0024760155,0
53,78737.85,50017.85,28600.5,0.0010254921,0.002018846,0
54,78630.95,49971.4,28446.85,0.00084844435,0.0017702015,0
55,78411.25,49873.5,28613.4,0.0007201539,0.0014751775,0
56,78444.1,49834.1,28772.15,0.00060834695,0.0013603771,0
57,78634.75,49933.5,28819.25,0.00055096475,0.00107569905,0
58,78792.9,50032.95,28393.6,0.00045851205,0.0009308207,0
59,78500.5,49964.7,28743.85,0.00039155975,0.0007796831,0
60,78670.1,50051.2,28294.15,0.00031978155,0.0006592719,0
61,78396.6,49935.5,28768.3,0.0002767869,0.0005836422,0
62,78623,50030.55,28492.7,0.000227525,0.00049224835,0
63,78532.1,49932.3,28491.3,0.00019459945,0.00040599205,0
64,78433.35,49883.25,28686.1,0.00016481398,0.00036986805,0
65,78548.2,49969.15,28697.05,0.0001463474,0.00031200335,0
66,78707.35,50033.6,28601.9,0.00011874833,0.00023428028,0
67,78708.3,50067,28571.95,0.000102511135,0.00023965365,0
68,78703.25,50102.4,28585.4,9.873691e-05,0.00020602928,0
69,78619.8,50059.4,28316.2,8.2363225e-05,0.000176393915,0
70,78362.8,49961.75,28371.1,7.3361805e-05,0.00016848378,0
71,78202.55,49830.5,28721.55,6.6222555e-05,0.000136964145,0
72,78431.8,49901.35,28750.65,6.052145e-05,0.00012175421,0
73,78660.5,50024.45,28601.45,4.826838e-05,9.8303875e-05,0
74,78704.65,50051.5,28539.65,4.290292e-05,8.8140755e-05,0
75,78636.05,50026.6,28539.15,3.66343385e-05,8.3350755e-05,0
76,78509.5,49964,28418.65,3.1867397e-05,7.7965565e-05,0
77,78455.6,49932.35,28838.8,3.05381975e-05,4.950361e-05,0
78,78769,50116.2,28617.15,2.25252985e-05,5.9476145e-05,0
79,78707.65,50059.75,28339.85,1.90930265e-05,3.4904345e-05,0
80,78376.95,49900.25,28484.85,1.7782497e-05,3.2544545e-05,0
81,78275.35,49866.05,28855.15,1.53108915e-05,3.2184365e-05,0
82,78675.95,50042.2,28594.45,1.33814775e-05,1.818344e-05,0
83,78710,50040.6,28502.55,9.516466e-06,3.3384175e-05,0
