"generation","adult_population_size","adult_female_population_size","juvenile_population_size","adult_drive_frequency","juvenile_drive_frequency","drive_efficiency"
1,78151.85,49128.8,28484.9,0,0,0.25
2,78062.6,49094.25,30440.95,0,0,0.25
3,79935.8,50280.7,29349.2,0,0,0.25
4,80359.2,50766.1,27587.3,0,0,0.25
5,78842.8,50245.3,27249.85,0,0,0.25
6,77249,49569.25,28362.5,0,0,0.25
7,77404.8,49560.15,29639.65,0,0,0.25
8,78913.9,50129.05,28735.5,0,0,0.25
9,79073.5,50130.35,28233.05,0,0,0.25
10,78585.45,49989.25,28346.4,0,0,0.25
11,78366.6,50018.75,28650.6,0,0,0.25
12,96607.7,50094.35,28518.5,0.18682485,0.07826285,0.25
13,103421,47756.8,28318.25,0.27261445,0.15845695,0.25
14,98941.1,43421.25,32747.05,0.303671,0.22344525,0.25
15,97068.6,39346.25,37543,0.33642075,0.27517935,0.25
16,97114,35558.1,40287.9,0.365163,0.31598845,0.25
17,96974.65,31717.95,42430.8,0.3932418,0.34411525,0.25
18,96179.7,28189.1,43397.25,0.41932885,0.35645595,0.25
19,95150.15,25527.95,43380.1,0.43921075,0.36359875,0.25
20,93833.65,23522.3,42755.85,0.45339285,0.3685408,0.25
21,73954.2,21883,41917.25,0.3342614,0.3590452,0.25
22,63502.1,21080.1,41033.5,0.24261625,0.3326063,0.25
23,63243.7,21648.8,40639.15,0.22863235,0.29504355,0.25
24,64786.2,23840.2,41169.2,0.20147655,0.2613498,0.25
25,68125.4,27162.25,42490.5,0.1709663,0.2314936,0.25
26,73193.5,31490.9,43346.5,0.14340905,0.2049393,0.25
27,78993.95,36286.05,43098.4,0.12061625,0.1820819,0.25
28,83875.35,40864.05,40818.3,0.101608755,0.1625875,0.25
29,86160.65,44153.5,37336.85,0.086138195,0.1461614,0.25
30,85182.95,45731.8,34446.45,0.073309415,0.13097995,0.25
31,82400.6,45930.75,33358.5,0.062781255,0.11771075,0.25
32,80091,45729.95,33445.05,0.05438928,0.10660825,0.25
33,79346.55,45746.3,33953.75,0.048312205,0.09528833,0.25
34,79902.75,46259.65,33410.95,0.043252855,0.084798435,0.25
35,80470.75,46922.4,32929.25,0.03841444,0.07630155,0.25
36,80908.85,47686.2,31833.85,0.03382185,0.06839248,0.25
37,80458.35,48003.35,31321.1,0.02983549,0.06126954,0.25
38,79992.85,48231.05,31231.65,0.026366815,0.05542705,0.25
39,79784.15,48399.15,30604.4,0.02349537,0.049745,0.25
40,79297.5,48378.95,30561.15,0.020880145,0.04528584,0.25
41,79095.35,48418.45,30732.9,0.018734185,0.0400488,0.25
42,79354.9,48712,30463.4,0.016695565,0.035639275,0.25
43,79658,49051.05,29976.8,0.014865665,0.03194853,0.25
44,79407.25,49140.45,29824.6,0.013113975,0.02895914,0.25
45,79190.95,49205.05,29627.15,0.01174364,0.02593463,0.25
46,78972.3,49224.35,29605.85,0.010435227,0.023186685,0.25
47,78933.95,49266.15,29564.55,0.009360229,0.02079747,0.25
48,78968.2,49350.45,29589.05,0.008410488,0.01841179,0.25
49,79069.2,49475.4,29541.65,0.00748579,0.016754945,0.25
50,79190.05,49623.95,29086.2,0.0067032075,0.01504041,0.25
51,78981.95,49641.8,29033.95,0.0060438675,0.013394445,0.25
52,78761,49611.45,28955.65,0.0054100525,0.01197102,0.25
53,78522,49530.95,29164.05,0.00479461,0.010784852,0.25
54,78736.35,49680.5,29149,0.0042500075,0.009544827,0.25
55,78871.7,49787.8,29013.5,0.0038430105,0.0083859675,0.25
56,78909.4,49855.95,28682.35,0.003344829,0.007958425,0.25
57,78652.05,49778.45,28829.25,0.0030531795,0.00700499,0.25
58,78583.45,49737.3,28752.75,0.0027919215,0.0059817885,0.25
59,78494.45,49664.55,28906.05,0.0024392015,0.005686332,0.25
60,78652.45,49768.3,29101.1,0.0021978715,0.005081636,0.25
61,78920.7,49925,28646.7,0.002009894,0.004413929,0.25
62,78701.35,49909.5,28408.55,0.001793265,0.0040359605,0.25
63,78356.65,49777.7,28881.45,0.0016067425,0.0036076805,0.25
64,78570.75,49879,28756.15,0.001419019,0.00336563,0.25
65,78704.55,49938.6,28773.75,0.001297026,0.0029111225,0.25
66,78754.7,49977.9,28691.6,0.0011773887,0.002648277,0.25
67,78661.6,49939.95,28400,0.0010338497,0.002322223,0.25
68,78400.55,49809.35,28671.1,0.00092757005,0.002120646,0.25
69,78438.05,49826.35,28714.05,0.00081738075,0.001953852,0.25
70,78522.45,49897.75,28867.45,0.0007479075,0.0016702203,0.25
71,78793.45,50036.9,28538.45,0.00067638815,0.00159605185,0.25
72,78655.95,50025.6,28611.4,0.00061599625,0.0014097985,0.25
73,78661.6,50010.6,28498.1,0.00054672125,0.0013136629,0.25
74,78500.45,49952,28602,0.00049628335,0.00107841475,0.25
75,78486.7,49917.25,28845.4,0.00043000635,0.0010072662,0.25
76,78733.6,50059.25,28643.1,0.0004040314,0.0008739414,0.25
77,78698.4,49993.25,28478.35,0.0003503562,0.0007790117,0.25
78,78500.15,49923.75,28494.15,0.0003136743,0.00072295485,0.25
79,78356.25,49833.55,28690.35,0.00027745485,0.00064922625,0.25
80,78554.7,49901.95,28796.3,0.00025729039,0.00052826085,0.25
81,78777.75,50025,28442.2,0.00022517144,0.00047699531,0.25
82,78516.05,49890.75,28656.15,0.00020382148,0.0004709693,0.25
83,78545.2,49914,28924.85,0.00018592347,0.000388890785,0.25
84,78887.1,50098.15,28542.9,0.000154913735,0.00036895134,0.25
85,78738.65,50102.1,28532.25,0.00013649881,0.00033382362,0.25
86,78618.65,50063.5,28399.95,0.00013480216,0.00027628502,0.25
87,78435.25,50003.2,28540.65,0.000119923945,0.00026293039,0.25
88,78448.6,49948.5,28609,9.875961e-05,0.000247766165,0.25
89,78561,50005.1,28735.9,8.8431007e-05,0.000222798625,0.25
90,78713.1,50050.95,28404.05,8.70383475e-05,0.000174730995,0.25
91,78490,49946.6,28602.7,7.3583375e-05,0.00020275292,0.25
92,78520.9,49992.95,28624.45,6.493022e-05,0.00013892208,0.25
93,78553.45,49974.7,28466.5,6.0986591e-05,0.00014600336,0.25
94,78449.55,49913.6,28719.65,5.53955005e-05,0.00012738991,0.25
95,78637.25,50025.5,28686.2,5.02250095e-05,0.00010978567,0.25
96,78736.75,50091.1,28398.85,4.66317585e-05,6.7199655e-05,0.25
97,78556.45,50011.8,28462.5,3.4078828e-05,9.1148635e-05,0.25
98,78433.85,49946.95,28754.5,3.47661375e-05,9.9253445e-05,0.25
99,78670.95,50060.8,28618.3,3.6843343e-05,6.5439005e-05,0.25
100,78690.25,50048.1,28527.85,3.20853405e-05,5.102797e-05,0.25
101,78613.65,50062.45,28487.6,2.32103455e-05,4.4668475e-05,0.25
102,78472.65,49957.75,28387.35,1.848735e-05,4.993528e-05,0.25
103,78284.8,49850.5,28849.2,1.69085e-05,4.3703165e-05,0.25
104,78643.75,49974.8,28894.7,1.9454129e-05,3.8908875e-05,0.25
105,78948.3,50176.85,28212.8,1.61519995e-05,3.7849625e-05,0.25
106,78519.3,49959.5,28310.3,1.62261715e-05,4.408798e-05,0.25
107,78195.2,49814.45,28910.75,1.40555055e-05,2.991301e-05,0.25
108,78653.3,50029.4,28661.4,1.2058445e-05,3.9200865e-05,0.25
109,78742.8,50072.8,28579.85,1.23354335e-05,1.8539435e-05,0.25
110,78718.7,50035.2,28435.8,9.848861e-06,1.957497e-05,0.25
111,78490.75,50021.8,28514.35,8.661111e-06,2.0953895e-05,0.25
112,78441.8,50011.95,28693.15,6.727837e-06,2.3343105e-05,0.25
