"generation","adult_population_size","adult_female_population_size","juvenile_population_size","adult_drive_frequency","juvenile_drive_frequency","drive_efficiency"
1,78248.25,49203.25,28560.65,0,0,0.75
2,78289,49199.65,30178.5,0,0,0.75
3,79862.75,50212.25,29142.6,0,0,0.75
4,80072.3,50597.05,27780.65,0,0,0.75
5,78798.3,50170.4,27989.3,0,0,0.75
6,77960.75,49823,28468.15,0,0,0.75
7,78034.55,49835.9,28965.55,0,0,0.75
8,78631.35,49975.05,28749.45,0,0,0.75
9,78758.2,49966.95,28551.55,0,0,0.75
10,78714.95,50010.55,28613.55,0,0,0.75
11,78751.45,50139.6,28601.45,0,0,0.75
12,96762.25,50160.3,28270.7,0.1864068,0.0787195,0.75
13,103120.7,47705.95,28403.25,0.27293965,0.1585117,0.75
14,98879.25,43443.45,33007.1,0.30398135,0.2255006,0.75
15,97088.45,39380.2,37269.6,0.33611115,0.2779825,0.75
16,96800.8,35435.65,40328.95,0.36615545,0.32322345,0.75
17,96342.55,31282.45,42416.3,0.3969465,0.3560645,0.75
18,95253.3,27300.1,43534.5,0.42761595,0.37456585,0.75
19,93809.2,24054.4,43193,0.4528276,0.38940825,0.75
20,91439.15,21188.2,42117.9,0.475027,0.40144695,0.75
21,70289.95,18554.95,40487.55,0.36730745,0.4024993,0.75
22,58062.9,16522.8,38224.85,0.28602905,0.3966112,0.75
23,54914.4,15240.9,36207.4,0.2886603,0.3832923,0.75
24,52344.85,14738.4,34618.2,0.28104875,0.3703079,0.75
25,50521.25,14789.6,34166.1,0.26814515,0.3572488,0.75
26,50024.7,15412.25,34333.7,0.2532202,0.3457846,0.75
27,50751.2,16417.35,35198.25,0.23906025,0.3345664,0.75
28,52476.55,17759.2,36466.65,0.22627285,0.32224755,0.75
29,55178.4,19484.85,38060.6,0.2135719,0.31404845,0.75
30,58447,21389.4,39758.2,0.202906,0.30251975,0.75
31,62228.7,23538.75,41068.6,0.1922862,0.2940304,0.75
32,65906.15,25768.45,42385.8,0.182732,0.2829742,0.75
33,69657.05,28159.05,43153.75,0.17252345,0.27382045,0.75
34,72953,30449.25,43502.45,0.1630964,0.26643765,0.75
35,75646.95,32457.25,43185.4,0.1550203,0.25690105,0.75
36,77438.8,34210,42895.85,0.1466951,0.2491622,0.75
37,78713.6,35678.25,42207.7,0.13934485,0.2412733,0.75
38,79358.7,36789,41678.35,0.13237065,0.23312555,0.75
39,79734.75,37687.55,41008.85,0.1257434,0.22614795,0.75
40,79766.95,38365.65,40550.1,0.1197024,0.2194012,0.75
41,79848.95,38936.35,40130.9,0.11470265,0.212746,0.75
42,79888.2,39458.55,39724.45,0.1098665,0.206734,0.75
43,79977.8,39969.05,39290.9,0.1055148,0.199509,0.75
44,80071.15,40472.7,39109.25,0.1010397,0.19287,0.75
45,80283.45,40999.45,38595.9,0.09656777,0.18655585,0.75
46,80363.4,41496.55,38094.25,0.09223991,0.1813248,0.75
47,80302.5,41902.85,37757.05,0.08835902,0.17498155,0.75
48,80310.3,42327.35,37399.35,0.08457064,0.16968625,0.75
49,80335.4,42701.1,37169.55,0.08118683,0.16405335,0.75
50,80424.85,43092.95,36594.7,0.0778395,0.1589555,0.75
51,80255.25,43338.15,36229.7,0.07473107,0.1545338,0.75
52,80051.75,43546.45,36104.1,0.07179989,0.14895255,0.75
53,80092.45,43853.1,35901.85,0.069179995,0.14476475,0.75
54,80161.9,44166.95,35535.2,0.066265755,0.14040725,0.75
55,80150.3,44379.5,35356.7,0.06380392,0.1352895,0.75
56,80145.75,44641.65,34970.6,0.061272425,0.1311825,0.75
57,80006.9,44868.2,34797.95,0.05883271,0.1281703,0.75
58,79924.75,45035.05,34517.7,0.05682491,0.1235232,0.75
59,79868.75,45166,34376.3,0.05488511,0.1200925,0.75
60,79865.2,45326.4,34291.35,0.053140915,0.11594835,0.75
61,79987.4,45574.9,34116.5,0.05104755,0.1124644,0.75
62,80033.05,45841.75,33770.4,0.04894615,0.1086433,0.75
63,79946.6,45996.4,33479.35,0.047129285,0.1055527,0.75
64,79850.95,46174.4,33430.05,0.045588875,0.10214052,0.75
65,79805.1,46280.7,33181.9,0.043956065,0.09933765,0.75
66,79641.9,46370.35,33142.45,0.042435595,0.095732595,0.75
67,79753.15,46527.35,33017.45,0.040892775,0.0930297,0.75
68,79778.3,46710.55,32778.45,0.03943456,0.09003663,0.75
69,79748.95,46834.7,32650.55,0.03794041,0.08644931,0.75
70,79816.5,47032.1,32502.3,0.03647668,0.08424174,0.75
71,79717,47150.5,32358.55,0.035130205,0.082368245,0.75
72,79671.4,47247.85,31931.85,0.03407907,0.07930015,0.75
73,79344.6,47197.95,32179.3,0.03278067,0.07706973,0.75
74,79553.6,47343.2,31802.15,0.031763105,0.074477695,0.75
75,79315.9,47375.95,32059.2,0.030572615,0.071945865,0.75
76,79526.2,47539.5,31898.1,0.02963713,0.070326835,0.75
77,79618.5,47707.8,31638.25,0.02873738,0.067038305,0.75
78,79596.4,47849.9,31270.55,0.027499055,0.06541702,0.75
79,79306.15,47810.15,31391.35,0.02644393,0.063098585,0.75
80,79255.05,47910.15,31268.2,0.02547367,0.06149077,0.75
81,79248.65,47939.3,31357.65,0.02471213,0.05880578,0.75
82,79356.5,48069.5,31238.15,0.023793845,0.057328225,0.75
83,79457.2,48165.25,30762.35,0.02310652,0.055608785,0.75
84,79107.1,48049.35,30996.85,0.02227625,0.054260405,0.75
85,79132.05,48144.85,31092.75,0.021426265,0.052649375,0.75
86,79315.7,48269.95,30975.6,0.02086468,0.050664915,0.75
87,79494,48428.9,30817.65,0.02025998,0.048864215,0.75
88,79458.8,48516.3,30545.35,0.019522235,0.04745169,0.75
89,79281.4,48541.7,30484.2,0.01879591,0.046345835,0.75
90,79123.95,48549.3,30244,0.018197605,0.04489316,0.75
91,78778.25,48452.9,30393.75,0.017581655,0.04303123,0.75
92,78774.9,48464.65,30667.55,0.016959245,0.041714545,0.75
93,79121.7,48648.9,30616.6,0.01632618,0.040272125,0.75
94,79436.4,48882.95,30100.1,0.015800255,0.038810025,0.75
95,79181.85,48837.55,29818.95,0.015172545,0.037885545,0.75
96,78738,48685.7,30228,0.01473452,0.03671893,0.75
97,78820.65,48764.1,30266.25,0.014265955,0.03528639,0.75
98,79102,48925.25,29987.55,0.013806195,0.03428696,0.75
99,78958.7,48854.25,29779.55,0.013344235,0.03331203,0.75
100,78750.9,48814.6,30303.05,0.01293809,0.032504195,0.75
101,79175.6,49121.95,29974.85,0.012559135,0.031340745,0.75
102,79237.35,49192.25,29527.4,0.012243,0.030473785,0.75
103,78815,49009.55,29534.5,0.0118147,0.02968215,0.75
104,78500.7,48895.7,30034.35,0.0113980325,0.02868399,0.75
105,78865.55,49076.3,29769.85,0.0111343095,0.028104365,0.75
106,78924.85,49071.4,29686.8,0.0108166095,0.026832445,0.75
107,78821.25,49051.65,29658.8,0.010360403,0.026012895,0.75
108,78768.35,49046.05,29855.45,0.010005461,0.02516576,0.75
109,79039.3,49284.05,29903.1,0.0096010525,0.02461531,0.75
110,79293.5,49449.7,29274.9,0.009324265,0.023619015,0.75
111,78854.45,49244.9,29269.5,0.0090664175,0.02312423,0.75
112,78554.75,49132.4,29627.1,0.008824439,0.02186684,0.75
113,78690,49236,29772.7,0.0084365615,0.021337695,0.75
114,79060.35,49429.2,29399.75,0.008124394,0.020884045,0.75
115,78985.7,49418.1,29266.4,0.007926935,0.01998121,0.75
116,78765.85,49369.95,29114.4,0.0076824075,0.01944563,0.75
117,78483.9,49254.55,29640.35,0.0074114515,0.01878083,0.75
118,78786.85,49420.6,29368.6,0.007172962,0.018413265,0.75
119,78862.2,49403.45,29294.55,0.006970005,0.01766569,0.75
120,78813.55,49429.95,29096.15,0.006780876,0.016677065,0.75
121,78576.65,49427.85,29457.3,0.0064028765,0.01633408,0.75
122,78800.8,49566.35,29313.45,0.006128338,0.01576075,0.75
123,78937.9,49610.15,29267.6,0.005955147,0.015182905,0.75
124,78921.2,49602.85,29014.4,0.0057809355,0.014845545,0.75
125,78694.85,49563.45,29293.8,0.0055798135,0.01448139,0.75
126,78782,49635.15,29164.4,0.0054079105,0.014168575,0.75
127,78803.2,49634.55,28957.1,0.005278209,0.013577985,0.75
128,78610.5,49540.4,28987.05,0.0051456455,0.012699405,0.75
129,78493.55,49505.2,29386.95,0.004922814,0.012608675,0.75
130,78912.05,49722.6,29162,0.0047789715,0.0122923095,0.75
131,78956.2,49716.5,28888.15,0.0046771305,0.011914394,0.75
132,78667.8,49567.35,28971.75,0.004521668,0.011592664,0.75
133,78532.7,49578.65,29241.65,0.004386476,0.011148891,0.75
134,78732.15,49681.75,29147.45,0.0041972175,0.010642713,0.75
135,78917.05,49753,28978.45,0.0040192235,0.0102712955,0.75
136,78822.3,49758.35,28623.55,0.0038393875,0.0099725165,0.75
137,78393.8,49579.1,29097.4,0.0037207455,0.0097854735,0.75
138,78533.75,49625,29066.1,0.00363153,0.0095063275,0.75
139,78722.05,49696.85,29258.4,0.0035478815,0.00914217,0.75
140,79027.65,49850.9,28937.95,0.0034527365,0.008851787,0.75
141,78868.55,49843.95,28625,0.00336224,0.0086228205,0.75
142,78556.5,49746.15,28998.55,0.003219187,0.0083545915,0.75
143,78685,49786.4,28876.15,0.0031234415,0.008099842,0.75
144,78661.65,49729.95,28845.75,0.003055782,0.0078034645,0.75
145,78562.7,49645.7,29057.05,0.0029638955,0.007722583,0.75
146,78748.75,49719.45,28949.2,0.0028371165,0.007287445,0.75
147,78810.1,49792.75,28994.35,0.0027544885,0.0071966155,0.75
148,78874.9,49900.6,28598.35,0.0026778645,0.0070705435,0.75
149,78497.1,49755.7,28707.45,0.0026303835,0.006761225,0.75
150,78394.6,49652,28886.9,0.002544349,0.006438196,0.75
151,78509.3,49693.45,28927.4,0.002403798,0.0063132635,0.75
152,78658.8,49769.5,28937.2,0.0023080755,0.006002513,0.75
153,78775.6,49866,28718.3,0.002237828,0.005795594,0.75
154,78615.45,49818.8,28885.45,0.002154171,0.005427637,0.75
155,78712,49942.25,28868.85,0.0020323245,0.0055032165,0.75
