generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77840,48707,48707,0.0,0.0,0.0,5.0,6.0,concave
2,77887,48878,48878,0.0,0.0,0.0,5.0,6.0,concave
3,77822,49209,49209,0.0,0.0,0.0,5.0,6.0,concave
4,77676,49190,49190,0.0,0.0,0.0,5.0,6.0,concave
5,77793,49436,49436,0.0,0.0,0.0,5.0,6.0,concave
6,78239,49740,49740,0.0,0.0,0.0,5.0,6.0,concave
7,78104,49504,49504,0.0,0.0,0.0,5.0,6.0,concave
8,78139,49757,49757,0.0,0.0,0.0,5.0,6.0,concave
9,78621,50042,50042,0.0,0.0,0.0,5.0,6.0,concave
10,78648,50222,50222,0.0,0.0,0.0,5.0,6.0,concave
11,78682,50198,50198,0.0,0.0,0.0,5.0,6.0,concave
12,108646,50102,50102,0.222852,0.222852,0.0,5.0,6.0,concave
13,121803,49289,49289,0.306651,0.306651,0.0,5.0,6.0,concave
14,118426,47445,47445,0.320575,0.320575,0.0,5.0,6.0,concave
15,113154,44686,44686,0.336723,0.336723,0.0,5.0,6.0,concave
16,107532,41235,41235,0.361135,0.361135,0.0,5.0,6.0,concave
17,100881,36924,36924,0.392582,0.392582,0.0,5.0,6.0,concave
18,93561,32585,32585,0.421584,0.421584,0.0,5.0,6.0,concave
19,87838,28570,28570,0.457063,0.457063,0.0,5.0,6.0,concave
20,82218,24783,24783,0.492611,0.492611,0.0,5.0,6.0,concave
21,77167,21484,21484,0.529672,0.529672,0.0,5.0,6.0,concave
22,72591,18357,18357,0.572107,0.572107,0.0,5.0,6.0,concave
23,68307,15603,15603,0.614798,0.614798,0.0,5.0,6.0,concave
24,64339,13013,13013,0.657229,0.657229,0.0,5.0,6.0,concave
25,61036,10903,10903,0.703345,0.703345,0.0,5.0,6.0,concave
26,57725,8727,8727,0.753045,0.753045,0.0,5.0,6.0,concave
27,54716,6840,6840,0.79962,0.79962,0.0,5.0,6.0,concave
28,52352,5231,5231,0.842754,0.842754,0.0,5.0,6.0,concave
29,50369,3838,3838,0.883584,0.883584,0.0,5.0,6.0,concave
30,48657,2734,2734,0.917779,0.917779,0.0,5.0,6.0,concave
31,47680,1814,1814,0.94637,0.94637,0.0,5.0,6.0,concave
32,46926,1178,1178,0.966381,0.966381,0.0,5.0,6.0,concave
33,46177,713,713,0.979985,0.979985,0.0,5.0,6.0,concave
34,45604,399,399,0.989171,0.989171,0.0,5.0,6.0,concave
35,45251,195,195,0.994456,0.994456,0.0,5.0,6.0,concave
36,45264,103,103,0.997283,0.997283,0.0,5.0,6.0,concave
37,45133,48,48,0.998715,0.998715,0.0,5.0,6.0,concave
38,44984,25,25,0.999355,0.999355,0.0,5.0,6.0,concave
39,45138,9,9,0.999801,0.999801,0.0,5.0,6.0,concave
40,45012,4,4,0.999911,0.999911,0.0,5.0,6.0,concave
41,45049,2,2,0.999956,0.999956,0.0,5.0,6.0,concave
42,45147,0,0,1.0,1.0,0.0,5.0,6.0,concave

